Date,WHEAT_ICE
2000-03-03 00:00:00+00:00,0.00605144
2000-03-06 00:00:00+00:00,0.01285930
2000-03-07 00:00:00+00:00,-0.01126126
2000-03-08 00:00:00+00:00,-0.01433962
2000-03-09 00:00:00+00:00,0.01901141
2000-03-10 00:00:00+00:00,-0.01503759
2000-03-13 00:00:00+00:00,0.00151515
2000-03-14 00:00:00+00:00,0.01363636
2000-03-15 00:00:00+00:00,0.02093373
2000-03-16 00:00:00+00:00,0.00089419
2000-03-17 00:00:00+00:00,0.01713860
2000-03-20 00:00:00+00:00,0.00739645
2000-03-21 00:00:00+00:00,-0.01549815
2000-03-22 00:00:00+00:00,0.00729710
2000-03-23 00:00:00+00:00,0.00759042
2000-03-24 00:00:00+00:00,0.00965825
2000-03-27 00:00:00+00:00,-0.00894855
2000-03-28 00:00:00+00:00,0.00000000
2000-03-29 00:00:00+00:00,-0.01201201
2000-03-30 00:00:00+00:00,-0.00075415
2000-03-31 00:00:00+00:00,0.00527108
2000-04-03 00:00:00+00:00,-0.00150376
2000-04-04 00:00:00+00:00,0.00150376
2000-04-05 00:00:00+00:00,0.01280120
2000-04-06 00:00:00+00:00,-0.01287425
2000-04-07 00:00:00+00:00,0.00000000
2000-04-10 00:00:00+00:00,0.00618401
2000-04-11 00:00:00+00:00,-0.00225564
2000-04-12 00:00:00+00:00,-0.01052632
2000-04-13 00:00:00+00:00,-0.00467572
2000-04-14 00:00:00+00:00,-0.00211161
2000-04-17 00:00:00+00:00,-0.00920060
2000-04-18 00:00:00+00:00,-0.00815833
2000-04-19 00:00:00+00:00,-0.01063830
2000-04-20 00:00:00+00:00,0.00198777
2000-04-25 00:00:00+00:00,-0.01720201
2000-04-26 00:00:00+00:00,-0.00383142
2000-04-27 00:00:00+00:00,-0.02072141
2000-04-28 00:00:00+00:00,0.01705426
2000-05-02 00:00:00+00:00,-0.01452599
2000-05-03 00:00:00+00:00,-0.02911877
2000-05-04 00:00:00+00:00,0.01863354
2000-05-05 00:00:00+00:00,0.01520737
2000-05-08 00:00:00+00:00,-0.01896813
2000-05-09 00:00:00+00:00,-0.00596330
2000-05-10 00:00:00+00:00,0.00837776
2000-05-11 00:00:00+00:00,0.02126044
2000-05-12 00:00:00+00:00,-0.01360544
2000-05-15 00:00:00+00:00,-0.01227273
2000-05-16 00:00:00+00:00,-0.01420154
2000-05-17 00:00:00+00:00,-0.01893939
2000-05-18 00:00:00+00:00,-0.01160305
2000-05-19 00:00:00+00:00,0.01003040
2000-05-22 00:00:00+00:00,-0.00456969
2000-05-23 00:00:00+00:00,0.00517110
2000-05-24 00:00:00+00:00,-0.00210716
2000-05-25 00:00:00+00:00,0.01126972
2000-05-26 00:00:00+00:00,0.03831705
2000-05-30 00:00:00+00:00,-0.02235469
2000-05-31 00:00:00+00:00,-0.01126126
2000-06-01 00:00:00+00:00,-0.00529501
2000-06-02 00:00:00+00:00,-0.00681818
2000-06-05 00:00:00+00:00,0.01135503
2000-06-06 00:00:00+00:00,0.02043906
2000-06-07 00:00:00+00:00,0.01052632
2000-06-08 00:00:00+00:00,0.00000000
2000-06-09 00:00:00+00:00,-0.00678222
2000-06-12 00:00:00+00:00,0.00603318
2000-06-13 00:00:00+00:00,0.01823708
2000-06-14 00:00:00+00:00,0.00754717
2000-06-15 00:00:00+00:00,-0.01509434
2000-06-16 00:00:00+00:00,-0.00378788
2000-06-19 00:00:00+00:00,-0.00606061
2000-06-20 00:00:00+00:00,0.00381098
2000-06-21 00:00:00+00:00,0.00229008
2000-06-22 00:00:00+00:00,-0.00684411
2000-06-23 00:00:00+00:00,-0.00612557
2000-06-26 00:00:00+00:00,0.00076453
2000-06-27 00:00:00+00:00,0.00611154
2000-06-28 00:00:00+00:00,-0.00533537
2000-06-29 00:00:00+00:00,0.00000000
2000-06-30 00:00:00+00:00,0.01823755
2000-07-03 00:00:00+00:00,-0.01065445
2000-07-04 00:00:00+00:00,-0.01162791
2000-07-05 00:00:00+00:00,0.00933852
2000-07-06 00:00:00+00:00,0.00620155
2000-07-07 00:00:00+00:00,-0.18449612
2000-07-10 00:00:00+00:00,0.07392996
2000-07-11 00:00:00+00:00,0.00217391
2000-07-12 00:00:00+00:00,-0.00578453
2000-07-13 00:00:00+00:00,-0.00086957
2000-07-14 00:00:00+00:00,0.00000000
2000-07-17 00:00:00+00:00,-0.00565709
2000-07-18 00:00:00+00:00,-0.00887273
2000-07-19 00:00:00+00:00,-0.01008182
2000-07-20 00:00:00+00:00,-0.00294118
2000-07-21 00:00:00+00:00,0.00441826
2000-07-24 00:00:00+00:00,-0.01982379
2000-07-25 00:00:00+00:00,0.00740741
2000-07-26 00:00:00+00:00,-0.00738007
2000-07-27 00:00:00+00:00,-0.00740741
2000-07-28 00:00:00+00:00,-0.00178439
2000-07-31 00:00:00+00:00,0.01964578
2000-08-01 00:00:00+00:00,0.00869565
2000-08-02 00:00:00+00:00,0.00307963
2000-08-03 00:00:00+00:00,-0.00439560
2000-08-04 00:00:00+00:00,-0.01541850
2000-08-07 00:00:00+00:00,-0.00295639
2000-08-08 00:00:00+00:00,0.00518135
2000-08-09 00:00:00+00:00,0.01777778
2000-08-10 00:00:00+00:00,0.02936858
2000-08-11 00:00:00+00:00,0.00000000
2000-08-14 00:00:00+00:00,0.01159420
2000-08-15 00:00:00+00:00,0.00432277
2000-08-16 00:00:00+00:00,0.00718391
2000-08-17 00:00:00+00:00,0.01274159
2000-08-18 00:00:00+00:00,-0.01493599
2000-08-21 00:00:00+00:00,-0.01433692
2000-08-22 00:00:00+00:00,-0.00563177
2000-08-23 00:00:00+00:00,-0.00811007
2000-08-24 00:00:00+00:00,0.01453488
2000-08-25 00:00:00+00:00,0.01515152
2000-08-28 00:00:00+00:00,0.00000000
2000-08-29 00:00:00+00:00,0.00157278
2000-08-30 00:00:00+00:00,0.02500000
2000-08-31 00:00:00+00:00,-0.01418440
2000-09-01 00:00:00+00:00,0.01418440
2000-09-04 00:00:00+00:00,-0.00140845
2000-09-05 00:00:00+00:00,-0.02112676
2000-09-06 00:00:00+00:00,-0.01580071
2000-09-07 00:00:00+00:00,0.01162290
2000-09-08 00:00:00+00:00,0.00000000
2000-09-11 00:00:00+00:00,-0.00713267
2000-09-12 00:00:00+00:00,-0.00586972
2000-09-13 00:00:00+00:00,0.00373295
2000-09-14 00:00:00+00:00,0.00000000
2000-09-15 00:00:00+00:00,-0.00286738
2000-09-18 00:00:00+00:00,-0.01292175
2000-09-19 00:00:00+00:00,-0.00722022
2000-09-20 00:00:00+00:00,-0.01304348
2000-09-21 00:00:00+00:00,0.01094891
2000-09-22 00:00:00+00:00,0.00653595
2000-09-25 00:00:00+00:00,-0.01159420
2000-09-26 00:00:00+00:00,-0.01456664
2000-09-27 00:00:00+00:00,0.00865737
2000-09-28 00:00:00+00:00,-0.00584454
2000-09-29 00:00:00+00:00,-0.01084249
2000-10-02 00:00:00+00:00,-0.00972018
2000-10-03 00:00:00+00:00,-0.00443197
2000-10-04 00:00:00+00:00,-0.00074019
2000-10-05 00:00:00+00:00,0.00000000
2000-10-06 00:00:00+00:00,-0.00651852
2000-10-09 00:00:00+00:00,-0.00669145
2000-10-10 00:00:00+00:00,-0.01194030
2000-10-11 00:00:00+00:00,0.00285285
2000-10-12 00:00:00+00:00,0.00449843
2000-10-13 00:00:00+00:00,-0.00673653
2000-10-16 00:00:00+00:00,-0.02837838
2000-10-17 00:00:00+00:00,0.00456969
2000-10-18 00:00:00+00:00,-0.02659574
2000-10-19 00:00:00+00:00,-0.00077042
2000-10-20 00:00:00+00:00,-0.00385208
2000-10-23 00:00:00+00:00,-0.02160494
2000-10-24 00:00:00+00:00,0.01171875
2000-10-25 00:00:00+00:00,0.00775194
2000-10-26 00:00:00+00:00,-0.01081081
2000-10-27 00:00:00+00:00,0.01086957
2000-10-30 00:00:00+00:00,-0.01312741
2000-10-31 00:00:00+00:00,0.00466200
2000-11-01 00:00:00+00:00,0.02478699
2000-11-02 00:00:00+00:00,0.02067381
2000-11-03 00:00:00+00:00,0.00000000
2000-11-06 00:00:00+00:00,0.02503794
2000-11-07 00:00:00+00:00,0.00898204
2000-11-08 00:00:00+00:00,-0.00597907
2000-11-09 00:00:00+00:00,-0.00898876
2000-11-10 00:00:00+00:00,0.01807229
2000-11-13 00:00:00+00:00,-0.01089552
2000-11-14 00:00:00+00:00,0.03643725
2000-11-15 00:00:00+00:00,0.03372607
2000-11-16 00:00:00+00:00,-0.02746062
2000-11-17 00:00:00+00:00,0.00000000
2000-11-20 00:00:00+00:00,0.01186813
2000-11-21 00:00:00+00:00,0.00727273
2000-11-22 00:00:00+00:00,0.00000000
2000-11-23 00:00:00+00:00,0.00724638
2000-11-24 00:00:00+00:00,-0.00649819
2000-11-27 00:00:00+00:00,0.00072464
2000-11-28 00:00:00+00:00,0.02751629
2000-11-29 00:00:00+00:00,0.00271429
2000-11-30 00:00:00+00:00,0.02585714
2000-12-01 00:00:00+00:00,-0.01833568
2000-12-04 00:00:00+00:00,0.00995733
2000-12-05 00:00:00+00:00,-0.00990800
2000-12-06 00:00:00+00:00,0.00426439
2000-12-07 00:00:00+00:00,-0.02212766
2000-12-08 00:00:00+00:00,-0.02640264
2000-12-11 00:00:00+00:00,-0.00726744
2000-12-12 00:00:00+00:00,0.02686131
2000-12-13 00:00:00+00:00,-0.00201439
2000-12-14 00:00:00+00:00,-0.00432277
2000-12-15 00:00:00+00:00,-0.00722022
2000-12-18 00:00:00+00:00,-0.00144928
2000-12-19 00:00:00+00:00,0.01233672
2000-12-20 00:00:00+00:00,0.00908435
2000-12-21 00:00:00+00:00,0.02181088
2000-12-22 00:00:00+00:00,0.00710227
2000-12-27 00:00:00+00:00,0.00000000
2000-12-28 00:00:00+00:00,0.00849257
2000-12-29 00:00:00+00:00,-0.00281690
2001-01-02 00:00:00+00:00,0.00635593
2001-01-03 00:00:00+00:00,0.00281690
2001-01-04 00:00:00+00:00,0.02180028
2001-01-05 00:00:00+00:00,0.01111111
2001-01-08 00:00:00+00:00,-0.00276243
2001-01-09 00:00:00+00:00,0.00138313
2001-01-10 00:00:00+00:00,0.01022099
2001-01-11 00:00:00+00:00,0.02407484
2001-01-12 00:00:00+00:00,0.01850340
2001-01-15 00:00:00+00:00,-0.00067340
2001-01-16 00:00:00+00:00,-0.00942761
2001-01-17 00:00:00+00:00,-0.01759134
2001-01-18 00:00:00+00:00,0.01365188
2001-01-19 00:00:00+00:00,-0.00813559
2001-01-22 00:00:00+00:00,-0.00415719
2001-01-23 00:00:00+00:00,0.00409556
2001-01-24 00:00:00+00:00,-0.01089918
2001-01-25 00:00:00+00:00,0.00273973
2001-01-26 00:00:00+00:00,-0.00547945
2001-01-29 00:00:00+00:00,0.02060440
2001-01-30 00:00:00+00:00,0.01547779
2001-01-31 00:00:00+00:00,0.00533333
2001-02-01 00:00:00+00:00,-0.01066667
2001-02-02 00:00:00+00:00,-0.00214477
2001-02-05 00:00:00+00:00,0.01874414
2001-02-06 00:00:00+00:00,0.01069307
2001-02-07 00:00:00+00:00,0.00708197
2001-02-08 00:00:00+00:00,-0.00704961
2001-02-09 00:00:00+00:00,0.01111111
2001-02-12 00:00:00+00:00,-0.00390371
2001-02-13 00:00:00+00:00,-0.01638492
2001-02-14 00:00:00+00:00,-0.01903137
2001-02-15 00:00:00+00:00,-0.00649867
2001-02-16 00:00:00+00:00,0.01993355
2001-02-19 00:00:00+00:00,0.00657895
2001-02-20 00:00:00+00:00,-0.00592105
2001-02-21 00:00:00+00:00,0.00000000
2001-02-22 00:00:00+00:00,-0.00662252
2001-02-23 00:00:00+00:00,-0.00864937
2001-02-26 00:00:00+00:00,-0.02341137
2001-02-27 00:00:00+00:00,-0.01966330
2001-02-28 00:00:00+00:00,-0.00733696
2001-03-01 00:00:00+00:00,0.02033898
2001-03-02 00:00:00+00:00,-0.01342282
2001-03-05 00:00:00+00:00,0.00675676
2001-03-06 00:00:00+00:00,0.01891892
2001-03-07 00:00:00+00:00,-0.00334448
2001-03-08 00:00:00+00:00,-0.00805369
2001-03-09 00:00:00+00:00,-0.01409396
2001-03-12 00:00:00+00:00,-0.01562290
2001-03-13 00:00:00+00:00,-0.02286874
2001-03-14 00:00:00+00:00,-0.03622693
2001-03-15 00:00:00+00:00,0.02090592
2001-03-16 00:00:00+00:00,0.02068966
2001-03-19 00:00:00+00:00,0.00682594
2001-03-20 00:00:00+00:00,0.01694915
2001-03-21 00:00:00+00:00,-0.02150538
2001-03-22 00:00:00+00:00,-0.01236413
2001-03-23 00:00:00+00:00,0.00422920
2001-03-26 00:00:00+00:00,0.01632653
2001-03-27 00:00:00+00:00,0.00000000
2001-03-28 00:00:00+00:00,0.00406780
2001-03-29 00:00:00+00:00,0.01491525
2001-03-30 00:00:00+00:00,0.02766532
2001-04-02 00:00:00+00:00,-0.00066800
2001-04-03 00:00:00+00:00,-0.00666667
2001-04-04 00:00:00+00:00,0.03154362
2001-04-05 00:00:00+00:00,0.01661130
2001-04-06 00:00:00+00:00,0.01710526
2001-04-09 00:00:00+00:00,0.00589005
2001-04-10 00:00:00+00:00,-0.02801303
2001-04-11 00:00:00+00:00,0.00529101
2001-04-12 00:00:00+00:00,0.00198020
2001-04-17 00:00:00+00:00,0.02298096
2001-04-18 00:00:00+00:00,0.01304631
2001-04-19 00:00:00+00:00,-0.01040312
2001-04-20 00:00:00+00:00,-0.00913838
2001-04-23 00:00:00+00:00,0.00260417
2001-04-24 00:00:00+00:00,0.02467532
2001-04-25 00:00:00+00:00,0.03070968
2001-04-26 00:00:00+00:00,0.00780151
2001-04-27 00:00:00+00:00,0.01474139
2001-04-30 00:00:00+00:00,0.01625709
2001-05-01 00:00:00+00:00,-0.00738054
2001-05-02 00:00:00+00:00,0.00752351
2001-05-03 00:00:00+00:00,-0.00690955
2001-05-04 00:00:00+00:00,-0.00062893
2001-05-07 00:00:00+00:00,0.00000000
2001-05-08 00:00:00+00:00,-0.01261830
2001-05-09 00:00:00+00:00,0.00890585
2001-05-10 00:00:00+00:00,0.01205584
2001-05-11 00:00:00+00:00,0.00951173
2001-05-14 00:00:00+00:00,0.03809524
2001-05-15 00:00:00+00:00,0.02839117
2001-05-16 00:00:00+00:00,-0.00310559
2001-05-17 00:00:00+00:00,-0.00931677
2001-05-18 00:00:00+00:00,-0.01744548
2001-05-21 00:00:00+00:00,-0.00062696
2001-05-22 00:00:00+00:00,-0.02080706
2001-05-23 00:00:00+00:00,-0.01780038
2001-05-24 00:00:00+00:00,0.01853035
2001-05-25 00:00:00+00:00,-0.01392405
2001-05-28 00:00:00+00:00,0.00000000
2001-05-29 00:00:00+00:00,-0.02349206
2001-05-30 00:00:00+00:00,-0.00833333
2001-05-31 00:00:00+00:00,-0.01734104
2001-06-01 00:00:00+00:00,0.01682848
2001-06-04 00:00:00+00:00,0.01540436
2001-06-05 00:00:00+00:00,-0.00127796
2001-06-06 00:00:00+00:00,-0.00638570
2001-06-07 00:00:00+00:00,-0.00832266
2001-06-08 00:00:00+00:00,0.00127796
2001-06-11 00:00:00+00:00,-0.01717557
2001-06-12 00:00:00+00:00,0.00447284
2001-06-13 00:00:00+00:00,-0.00572884
2001-06-14 00:00:00+00:00,0.00128041
2001-06-15 00:00:00+00:00,-0.02000000
2001-06-18 00:00:00+00:00,-0.01859504
2001-06-19 00:00:00+00:00,-0.00649351
2001-06-20 00:00:00+00:00,0.00129870
2001-06-21 00:00:00+00:00,-0.00648508
2001-06-22 00:00:00+00:00,-0.01236174
2001-06-25 00:00:00+00:00,0.00327225
2001-06-26 00:00:00+00:00,0.01112565
2001-06-27 00:00:00+00:00,0.01237785
2001-06-28 00:00:00+00:00,-0.00838169
2001-06-29 00:00:00+00:00,0.00322373
2001-07-02 00:00:00+00:00,-0.00971010
2001-07-03 00:00:00+00:00,0.01606684
2001-07-04 00:00:00+00:00,0.00761421
2001-07-05 00:00:00+00:00,0.00365239
2001-07-06 00:00:00+00:00,0.00075292
2001-07-09 00:00:00+00:00,0.05830721
2001-07-10 00:00:00+00:00,0.00000000
2001-07-11 00:00:00+00:00,0.01303318
2001-07-12 00:00:00+00:00,0.03476724
2001-07-13 00:00:00+00:00,0.00347826
2001-07-16 00:00:00+00:00,-0.02838934
2001-07-17 00:00:00+00:00,0.02932551
2001-07-18 00:00:00+00:00,-0.01736111
2001-07-19 00:00:00+00:00,-0.00525394
2001-07-20 00:00:00+00:00,-0.02927400
2001-07-23 00:00:00+00:00,0.01782531
2001-07-24 00:00:00+00:00,0.01648999
2001-07-25 00:00:00+00:00,-0.01517805
2001-07-26 00:00:00+00:00,0.00588235
2001-07-27 00:00:00+00:00,-0.00586510
2001-07-30 00:00:00+00:00,0.00000000
2001-07-31 00:00:00+00:00,0.00588235
2001-08-01 00:00:00+00:00,0.02346041
2001-08-02 00:00:00+00:00,-0.00289855
2001-08-03 00:00:00+00:00,-0.00697674
2001-08-06 00:00:00+00:00,-0.00641774
2001-08-07 00:00:00+00:00,-0.00644405
2001-08-08 00:00:00+00:00,0.00469759
2001-08-09 00:00:00+00:00,-0.00585823
2001-08-10 00:00:00+00:00,0.00058720
2001-08-13 00:00:00+00:00,-0.01176471
2001-08-14 00:00:00+00:00,0.00118343
2001-08-15 00:00:00+00:00,0.00827912
2001-08-16 00:00:00+00:00,0.00000000
2001-08-17 00:00:00+00:00,0.01177856
2001-08-20 00:00:00+00:00,-0.00701754
2001-08-21 00:00:00+00:00,-0.02288732
2001-08-22 00:00:00+00:00,0.01008902
2001-08-23 00:00:00+00:00,0.01416765
2001-08-24 00:00:00+00:00,0.00703400
2001-08-27 00:00:00+00:00,0.00000000
2001-08-28 00:00:00+00:00,-0.00701344
2001-08-29 00:00:00+00:00,-0.00586510
2001-08-30 00:00:00+00:00,0.01647059
2001-08-31 00:00:00+00:00,-0.00525088
2001-09-03 00:00:00+00:00,-0.01169591
2001-09-04 00:00:00+00:00,0.00000000
2001-09-05 00:00:00+00:00,-0.01764706
2001-09-06 00:00:00+00:00,-0.00356083
2001-09-07 00:00:00+00:00,-0.00714286
2001-09-10 00:00:00+00:00,-0.01612903
2001-09-11 00:00:00+00:00,0.00602410
2001-09-12 00:00:00+00:00,-0.00600601
2001-09-13 00:00:00+00:00,-0.02409639
2001-09-14 00:00:00+00:00,0.00609756
2001-09-17 00:00:00+00:00,-0.00607903
2001-09-18 00:00:00+00:00,0.00000000
2001-09-19 00:00:00+00:00,0.00609756
2001-09-20 00:00:00+00:00,0.00000000
2001-09-21 00:00:00+00:00,-0.04863222
2001-09-24 00:00:00+00:00,-0.00623053
2001-09-25 00:00:00+00:00,0.00625000
2001-09-26 00:00:00+00:00,0.02180685
2001-09-27 00:00:00+00:00,-0.00615385
2001-09-28 00:00:00+00:00,-0.01851852
2001-10-01 00:00:00+00:00,-0.01246106
2001-10-02 00:00:00+00:00,-0.01253918
2001-10-03 00:00:00+00:00,-0.01261830
2001-10-04 00:00:00+00:00,0.01269841
2001-10-05 00:00:00+00:00,0.01135647
2001-10-08 00:00:00+00:00,-0.00627746
2001-10-09 00:00:00+00:00,0.00125945
2001-10-10 00:00:00+00:00,0.00000000
2001-10-11 00:00:00+00:00,0.00239295
2001-10-12 00:00:00+00:00,-0.01182390
2001-10-15 00:00:00+00:00,0.00430380
2001-10-16 00:00:00+00:00,-0.00997601
2001-10-17 00:00:00+00:00,-0.02157360
2001-10-18 00:00:00+00:00,0.02115385
2001-10-19 00:00:00+00:00,-0.00253968
2001-10-22 00:00:00+00:00,0.02352193
2001-10-23 00:00:00+00:00,0.02006270
2001-10-24 00:00:00+00:00,0.01861042
2001-10-25 00:00:00+00:00,-0.00307314
2001-10-26 00:00:00+00:00,0.01662562
2001-10-29 00:00:00+00:00,0.01587302
2001-10-30 00:00:00+00:00,-0.00120919
2001-10-31 00:00:00+00:00,-0.01996370
2001-11-01 00:00:00+00:00,-0.00244499
2001-11-02 00:00:00+00:00,-0.00734394
2001-11-05 00:00:00+00:00,-0.00614251
2001-11-06 00:00:00+00:00,-0.00123305
2001-11-07 00:00:00+00:00,-0.00617284
2001-11-08 00:00:00+00:00,0.00000000
2001-11-09 00:00:00+00:00,-0.00371517
2001-11-12 00:00:00+00:00,0.00806452
2001-11-13 00:00:00+00:00,-0.00432633
2001-11-14 00:00:00+00:00,-0.00991940
2001-11-15 00:00:00+00:00,0.00249066
2001-11-16 00:00:00+00:00,0.00869565
2001-11-19 00:00:00+00:00,0.03153989
2001-11-20 00:00:00+00:00,0.01582471
2001-11-21 00:00:00+00:00,0.00120773
2001-11-22 00:00:00+00:00,0.01871981
2001-11-23 00:00:00+00:00,-0.00657895
2001-11-26 00:00:00+00:00,-0.01201201
2001-11-27 00:00:00+00:00,-0.01268882
2001-11-28 00:00:00+00:00,0.00547112
2001-11-29 00:00:00+00:00,-0.00725076
2001-11-30 00:00:00+00:00,0.01945289
2001-12-03 00:00:00+00:00,-0.01027190
2001-12-04 00:00:00+00:00,-0.00485143
2001-12-05 00:00:00+00:00,-0.01155718
2001-12-06 00:00:00+00:00,0.00122324
2001-12-07 00:00:00+00:00,-0.01100244
2001-12-10 00:00:00+00:00,-0.00122775
2001-12-11 00:00:00+00:00,0.00676091
2001-12-12 00:00:00+00:00,-0.00367647
2001-12-13 00:00:00+00:00,-0.00491400
2001-12-14 00:00:00+00:00,-0.00738007
2001-12-17 00:00:00+00:00,-0.01111111
2001-12-18 00:00:00+00:00,0.00868486
2001-12-19 00:00:00+00:00,0.00803461
2001-12-20 00:00:00+00:00,-0.00123077
2001-12-21 00:00:00+00:00,-0.01539409
2001-12-24 00:00:00+00:00,0.00000000
2001-12-27 00:00:00+00:00,-0.01118012
2001-12-28 00:00:00+00:00,0.00624610
2001-12-31 00:00:00+00:00,0.00000000
2002-01-02 00:00:00+00:00,0.01369863
2002-01-03 00:00:00+00:00,-0.00618047
2002-01-04 00:00:00+00:00,0.00991940
2002-01-07 00:00:00+00:00,0.01418877
2002-01-08 00:00:00+00:00,-0.01408451
2002-01-09 00:00:00+00:00,0.00000000
2002-01-10 00:00:00+00:00,-0.00801480
2002-01-11 00:00:00+00:00,0.01114551
2002-01-14 00:00:00+00:00,0.00676923
2002-01-15 00:00:00+00:00,-0.00981595
2002-01-16 00:00:00+00:00,0.00863132
2002-01-17 00:00:00+00:00,-0.01104294
2002-01-18 00:00:00+00:00,0.01049383
2002-01-21 00:00:00+00:00,-0.00306748
2002-01-22 00:00:00+00:00,0.00115926
2002-01-23 00:00:00+00:00,0.00368550
2002-01-24 00:00:00+00:00,-0.01224740
2002-01-25 00:00:00+00:00,-0.01109057
2002-01-28 00:00:00+00:00,-0.01795666
2002-01-29 00:00:00+00:00,-0.08738194
2002-01-30 00:00:00+00:00,-0.01747997
2002-01-31 00:00:00+00:00,-0.01098901
2002-02-01 00:00:00+00:00,-0.00740741
2002-02-04 00:00:00+00:00,-0.01791045
2002-02-05 00:00:00+00:00,0.00150376
2002-02-06 00:00:00+00:00,-0.02247191
2002-02-07 00:00:00+00:00,-0.00754717
2002-02-08 00:00:00+00:00,0.00075815
2002-02-11 00:00:00+00:00,-0.00454545
2002-02-12 00:00:00+00:00,-0.03120244
2002-02-13 00:00:00+00:00,-0.00462250
2002-02-14 00:00:00+00:00,0.00384025
2002-02-15 00:00:00+00:00,-0.01763804
2002-02-18 00:00:00+00:00,-0.01386749
2002-02-19 00:00:00+00:00,0.01391036
2002-02-20 00:00:00+00:00,-0.00230061
2002-02-21 00:00:00+00:00,-0.01847575
2002-02-22 00:00:00+00:00,0.01003861
2002-02-25 00:00:00+00:00,-0.02384615
2002-02-26 00:00:00+00:00,-0.01705426
2002-02-27 00:00:00+00:00,-0.03912363
2002-02-28 00:00:00+00:00,0.00474308
2002-03-01 00:00:00+00:00,0.00313480
2002-03-04 00:00:00+00:00,0.01484375
2002-03-05 00:00:00+00:00,-0.00854701
2002-03-06 00:00:00+00:00,-0.00857366
2002-03-07 00:00:00+00:00,-0.00542636
2002-03-08 00:00:00+00:00,-0.00076923
2002-03-11 00:00:00+00:00,-0.00153846
2002-03-12 00:00:00+00:00,0.03461538
2002-03-13 00:00:00+00:00,0.00380228
2002-03-14 00:00:00+00:00,0.02595420
2002-03-15 00:00:00+00:00,-0.00531915
2002-03-18 00:00:00+00:00,-0.02587519
2002-03-19 00:00:00+00:00,-0.02153846
2002-03-20 00:00:00+00:00,0.00232198
2002-03-21 00:00:00+00:00,-0.00926641
2002-03-22 00:00:00+00:00,0.01320901
2002-03-25 00:00:00+00:00,-0.04633205
2002-03-26 00:00:00+00:00,0.00627451
2002-03-27 00:00:00+00:00,0.00156495
2002-03-28 00:00:00+00:00,0.01176471
2002-04-02 00:00:00+00:00,-0.01556420
2002-04-03 00:00:00+00:00,0.00937500
2002-04-04 00:00:00+00:00,-0.00155642
2002-04-05 00:00:00+00:00,-0.00856031
2002-04-08 00:00:00+00:00,-0.03426791
2002-04-09 00:00:00+00:00,0.00470588
2002-04-10 00:00:00+00:00,0.01174628
2002-04-11 00:00:00+00:00,-0.01328125
2002-04-12 00:00:00+00:00,-0.00314218
2002-04-15 00:00:00+00:00,-0.02362205
2002-04-16 00:00:00+00:00,0.02362205
2002-04-17 00:00:00+00:00,0.01015625
2002-04-18 00:00:00+00:00,0.01712062
2002-04-19 00:00:00+00:00,0.03499222
2002-04-22 00:00:00+00:00,0.00540541
2002-04-23 00:00:00+00:00,-0.02230769
2002-04-24 00:00:00+00:00,-0.01083591
2002-04-25 00:00:00+00:00,-0.00311526
2002-04-26 00:00:00+00:00,-0.02801556
2002-04-29 00:00:00+00:00,-0.00235664
2002-04-30 00:00:00+00:00,-0.00000000
2002-05-01 00:00:00+00:00,-0.01337530
2002-05-02 00:00:00+00:00,-0.00315209
2002-05-03 00:00:00+00:00,-0.01031746
