Date,ETHANOL
2005-11-10 00:00:00+00:00,0.00501253
2005-11-11 00:00:00+00:00,0.00000000
2005-11-14 00:00:00+00:00,-0.00751880
2005-11-15 00:00:00+00:00,0.00748130
2005-11-16 00:00:00+00:00,-0.04455446
2005-11-17 00:00:00+00:00,0.00518135
2005-11-18 00:00:00+00:00,-0.01570681
2005-11-21 00:00:00+00:00,0.00265957
2005-11-22 00:00:00+00:00,-0.01058201
2005-11-23 00:00:00+00:00,0.00789474
2005-11-25 00:00:00+00:00,-0.04244032
2005-11-28 00:00:00+00:00,0.00265252
2005-11-29 00:00:00+00:00,0.00804290
2005-11-30 00:00:00+00:00,-0.01362398
2005-12-01 00:00:00+00:00,0.02972973
2005-12-02 00:00:00+00:00,0.01072386
2005-12-05 00:00:00+00:00,0.00000000
2005-12-06 00:00:00+00:00,0.00000000
2005-12-07 00:00:00+00:00,0.03978780
2005-12-08 00:00:00+00:00,-0.00783290
2005-12-09 00:00:00+00:00,0.02604167
2005-12-12 00:00:00+00:00,0.00515459
2005-12-13 00:00:00+00:00,0.00769231
2005-12-14 00:00:00+00:00,0.00511509
2005-12-15 00:00:00+00:00,0.01785714
2005-12-16 00:00:00+00:00,0.00757576
2005-12-19 00:00:00+00:00,-0.00252525
2005-12-20 00:00:00+00:00,0.02025316
2005-12-21 00:00:00+00:00,-0.00992556
2005-12-22 00:00:00+00:00,0.02506266
2005-12-23 00:00:00+00:00,-0.00497512
2005-12-27 00:00:00+00:00,-0.00500000
2005-12-28 00:00:00+00:00,0.01005025
2005-12-29 00:00:00+00:00,-0.01488834
2005-12-30 00:00:00+00:00,0.07160494
2006-01-03 00:00:00+00:00,0.03883495
2006-01-04 00:00:00+00:00,0.00473934
2006-01-05 00:00:00+00:00,0.03554502
2006-01-06 00:00:00+00:00,0.04195804
2006-01-09 00:00:00+00:00,0.02272727
2006-01-10 00:00:00+00:00,0.02053571
2006-01-11 00:00:00+00:00,0.02157635
2006-01-12 00:00:00+00:00,0.03879310
2006-01-13 00:00:00+00:00,0.06808511
2006-01-17 00:00:00+00:00,0.03893443
2006-01-18 00:00:00+00:00,-0.00806452
2006-01-19 00:00:00+00:00,-0.01626016
2006-01-20 00:00:00+00:00,0.02092050
2006-01-23 00:00:00+00:00,-0.00206612
2006-01-24 00:00:00+00:00,-0.01446281
2006-01-25 00:00:00+00:00,-0.00833333
2006-01-26 00:00:00+00:00,0.00420168
2006-01-27 00:00:00+00:00,-0.00000000
2006-01-30 00:00:00+00:00,0.01260504
2006-01-31 00:00:00+00:00,0.00000000
2006-02-01 00:00:00+00:00,0.04149378
2006-02-02 00:00:00+00:00,0.02024291
2006-02-03 00:00:00+00:00,0.02380952
2006-02-06 00:00:00+00:00,0.00592885
2006-02-07 00:00:00+00:00,-0.00197634
2006-02-08 00:00:00+00:00,0.03543307
2006-02-09 00:00:00+00:00,0.01923077
2006-02-10 00:00:00+00:00,0.07633588
2006-02-13 00:00:00+00:00,0.00366300
2006-02-14 00:00:00+00:00,-0.02930403
2006-02-15 00:00:00+00:00,-0.04150943
2006-02-16 00:00:00+00:00,-0.06809339
2006-02-17 00:00:00+00:00,-0.03036437
2006-02-21 00:00:00+00:00,0.00614754
2006-02-22 00:00:00+00:00,0.02235772
2006-02-23 00:00:00+00:00,-0.00607287
2006-02-24 00:00:00+00:00,0.00000000
2006-02-27 00:00:00+00:00,0.01632653
2006-02-28 00:00:00+00:00,-0.05645161
2006-03-01 00:00:00+00:00,0.00000000
2006-03-02 00:00:00+00:00,-0.01859504
2006-03-03 00:00:00+00:00,0.00419287
2006-03-06 00:00:00+00:00,0.00623701
2006-03-07 00:00:00+00:00,-0.02916667
2006-03-08 00:00:00+00:00,-0.01470588
2006-03-09 00:00:00+00:00,-0.00635593
2006-03-10 00:00:00+00:00,0.00210965
2006-03-13 00:00:00+00:00,-0.01054852
2006-03-14 00:00:00+00:00,0.03829787
2006-03-15 00:00:00+00:00,0.03138075
2006-03-16 00:00:00+00:00,-0.00617284
2006-03-17 00:00:00+00:00,-0.00416667
2006-03-20 00:00:00+00:00,0.00000000
2006-03-21 00:00:00+00:00,0.00208333
2006-03-22 00:00:00+00:00,0.02282158
2006-03-23 00:00:00+00:00,0.00612245
2006-03-24 00:00:00+00:00,0.01449275
2006-03-27 00:00:00+00:00,0.02024291
2006-03-28 00:00:00+00:00,0.01603206
2006-03-29 00:00:00+00:00,0.01400000
2006-03-30 00:00:00+00:00,0.02395210
2006-03-31 00:00:00+00:00,0.01380671
2006-04-03 00:00:00+00:00,0.00392157
2006-04-04 00:00:00+00:00,0.00390625
2006-04-05 00:00:00+00:00,-0.00588235
2006-04-06 00:00:00+00:00,0.02549020
2006-04-07 00:00:00+00:00,0.01930497
2006-04-10 00:00:00+00:00,0.05534351
2006-04-11 00:00:00+00:00,0.03171642
2006-04-12 00:00:00+00:00,-0.01098901
2006-04-13 00:00:00+00:00,-0.01481481
2006-04-17 00:00:00+00:00,0.00000000
2006-04-18 00:00:00+00:00,0.00738007
2006-04-19 00:00:00+00:00,0.02385321
2006-04-20 00:00:00+00:00,-0.03254973
2006-04-21 00:00:00+00:00,-0.01467890
2006-04-24 00:00:00+00:00,-0.01476015
2006-04-25 00:00:00+00:00,-0.02247191
2006-04-26 00:00:00+00:00,-0.03558052
2006-04-27 00:00:00+00:00,-0.02661597
2006-04-28 00:00:00+00:00,0.02307692
2006-05-01 00:00:00+00:00,0.01532567
2006-05-02 00:00:00+00:00,0.05492424
2006-05-03 00:00:00+00:00,-0.01669759
2006-05-04 00:00:00+00:00,-0.02230483
2006-05-05 00:00:00+00:00,0.02621723
2006-05-08 00:00:00+00:00,0.02573529
2006-05-09 00:00:00+00:00,0.00181818
2006-05-10 00:00:00+00:00,0.05595663
2006-05-11 00:00:00+00:00,0.01943463
2006-05-12 00:00:00+00:00,0.03315881
2006-05-15 00:00:00+00:00,-0.02068966
2006-05-16 00:00:00+00:00,0.02982456
2006-05-17 00:00:00+00:00,0.02253033
2006-05-18 00:00:00+00:00,0.00677966
2006-05-19 00:00:00+00:00,0.04530201
2006-05-22 00:00:00+00:00,0.02454992
2006-05-23 00:00:00+00:00,0.02580645
2006-05-24 00:00:00+00:00,-0.00316456
2006-05-25 00:00:00+00:00,0.01562500
2006-05-26 00:00:00+00:00,0.03963415
2006-05-30 00:00:00+00:00,0.05621302
2006-05-31 00:00:00+00:00,0.02339181
2006-06-01 00:00:00+00:00,-0.04347826
2006-06-02 00:00:00+00:00,0.00000000
2006-06-05 00:00:00+00:00,0.02071006
2006-06-06 00:00:00+00:00,0.01327434
2006-06-07 00:00:00+00:00,-0.01615272
2006-06-08 00:00:00+00:00,-0.01700880
2006-06-09 00:00:00+00:00,0.04644322
2006-06-12 00:00:00+00:00,0.01445087
2006-06-13 00:00:00+00:00,0.03448276
2006-06-14 00:00:00+00:00,0.07843137
2006-06-15 00:00:00+00:00,0.03783784
2006-06-16 00:00:00+00:00,-0.13272011
2006-06-19 00:00:00+00:00,0.01818182
2006-06-20 00:00:00+00:00,-0.03030303
2006-06-21 00:00:00+00:00,0.05335366
2006-06-22 00:00:00+00:00,-0.08136095
2006-06-23 00:00:00+00:00,-0.04489164
2006-06-26 00:00:00+00:00,-0.02110390
2006-06-27 00:00:00+00:00,-0.07142857
2006-06-28 00:00:00+00:00,-0.04406780
2006-06-29 00:00:00+00:00,-0.02768166
2006-06-30 00:00:00+00:00,-0.02413793
2006-07-03 00:00:00+00:00,-0.00034602
2006-07-05 00:00:00+00:00,-0.07877537
2006-07-06 00:00:00+00:00,-0.03546099
2006-07-07 00:00:00+00:00,0.00722022
2006-07-10 00:00:00+00:00,-0.03873239
2006-07-11 00:00:00+00:00,0.10989006
2006-07-12 00:00:00+00:00,0.09375000
2006-07-13 00:00:00+00:00,0.03333333
2006-07-14 00:00:00+00:00,-0.02459016
2006-07-17 00:00:00+00:00,0.00498339
2006-07-18 00:00:00+00:00,-0.08666667
2006-07-19 00:00:00+00:00,-0.01532847
2006-07-20 00:00:00+00:00,0.00185185
2006-07-21 00:00:00+00:00,-0.00553506
2006-07-24 00:00:00+00:00,-0.00295203
2006-07-25 00:00:00+00:00,-0.05793358
2006-07-26 00:00:00+00:00,0.00306513
2006-07-27 00:00:00+00:00,-0.05281286
2006-07-28 00:00:00+00:00,-0.02362205
2006-07-31 00:00:00+00:00,0.04173228
2006-08-01 00:00:00+00:00,-0.05119187
2006-08-02 00:00:00+00:00,0.03614458
2006-08-03 00:00:00+00:00,0.00395257
2006-08-04 00:00:00+00:00,0.00000000
2006-08-07 00:00:00+00:00,0.00395257
2006-08-08 00:00:00+00:00,-0.02366864
2006-08-09 00:00:00+00:00,0.01996008
2006-08-10 00:00:00+00:00,-0.00862750
2006-08-11 00:00:00+00:00,0.00079051
2006-08-14 00:00:00+00:00,-0.00705882
2006-08-15 00:00:00+00:00,0.01269841
2006-08-16 00:00:00+00:00,-0.01929894
2006-08-17 00:00:00+00:00,-0.04444444
2006-08-18 00:00:00+00:00,0.00664452
2006-08-21 00:00:00+00:00,-0.02263374
2006-08-22 00:00:00+00:00,-0.10416667
2006-08-23 00:00:00+00:00,0.01518438
2006-08-24 00:00:00+00:00,-0.03896104
2006-08-25 00:00:00+00:00,0.00614035
2006-08-28 00:00:00+00:00,-0.04351648
2006-08-29 00:00:00+00:00,-0.02004454
2006-08-30 00:00:00+00:00,-0.00677201
2006-08-31 00:00:00+00:00,-0.00000000
2006-09-01 00:00:00+00:00,0.00825688
2006-09-05 00:00:00+00:00,-0.06315789
2006-09-06 00:00:00+00:00,-0.02843602
2006-09-07 00:00:00+00:00,0.00721154
2006-09-08 00:00:00+00:00,-0.04807692
2006-09-11 00:00:00+00:00,-0.02205887
2006-09-12 00:00:00+00:00,-0.14243176
2006-09-13 00:00:00+00:00,0.00106952
2006-09-14 00:00:00+00:00,-0.01069519
2006-09-15 00:00:00+00:00,0.00000000
2006-09-18 00:00:00+00:00,-0.02150538
2006-09-19 00:00:00+00:00,0.02307692
2006-09-20 00:00:00+00:00,-0.08283379
2006-09-21 00:00:00+00:00,-0.03107345
2006-09-22 00:00:00+00:00,-0.01729107
2006-09-25 00:00:00+00:00,-0.03508772
2006-09-26 00:00:00+00:00,-0.01297935
2006-09-27 00:00:00+00:00,0.08368201
2006-09-28 00:00:00+00:00,0.04468950
2006-09-29 00:00:00+00:00,0.00280112
2006-10-02 00:00:00+00:00,0.00338983
2006-10-03 00:00:00+00:00,0.00448682
2006-10-04 00:00:00+00:00,0.00055648
2006-10-05 00:00:00+00:00,0.03601108
2006-10-06 00:00:00+00:00,0.03269755
2006-10-09 00:00:00+00:00,0.03494624
2006-10-10 00:00:00+00:00,-0.00264555
2006-10-11 00:00:00+00:00,-0.06332454
2006-10-12 00:00:00+00:00,0.02702703
2006-10-13 00:00:00+00:00,0.02432432
2006-10-16 00:00:00+00:00,0.01329787
2006-10-17 00:00:00+00:00,0.00265252
2006-10-18 00:00:00+00:00,0.06031746
2006-10-19 00:00:00+00:00,0.00257732
2006-10-20 00:00:00+00:00,0.01530612
2006-10-23 00:00:00+00:00,0.04773869
2006-10-24 00:00:00+00:00,0.06947891
2006-10-25 00:00:00+00:00,0.05437352
2006-10-26 00:00:00+00:00,-0.07581395
2006-10-27 00:00:00+00:00,-0.03225806
2006-10-30 00:00:00+00:00,-0.00985222
2006-10-31 00:00:00+00:00,-0.03201970
2006-11-01 00:00:00+00:00,0.05303030
2006-11-02 00:00:00+00:00,-0.01975309
2006-11-03 00:00:00+00:00,-0.00099751
2006-11-06 00:00:00+00:00,0.06039604
2006-11-07 00:00:00+00:00,0.04347826
2006-11-08 00:00:00+00:00,0.00000000
2006-11-09 00:00:00+00:00,-0.00000005
2006-11-10 00:00:00+00:00,-0.02830189
2006-11-13 00:00:00+00:00,0.01650943
2006-11-14 00:00:00+00:00,-0.00707547
2006-11-15 00:00:00+00:00,0.01886792
2006-11-16 00:00:00+00:00,-0.02830189
2006-11-17 00:00:00+00:00,-0.00242718
2006-11-20 00:00:00+00:00,0.00049020
2006-11-21 00:00:00+00:00,0.08007812
2006-11-22 00:00:00+00:00,-0.02582160
2006-11-24 00:00:00+00:00,0.00941176
2006-11-27 00:00:00+00:00,-0.00376471
2006-11-28 00:00:00+00:00,0.05547720
2006-11-29 00:00:00+00:00,0.03424658
2006-11-30 00:00:00+00:00,0.01357466
2006-12-01 00:00:00+00:00,-0.00224215
2006-12-04 00:00:00+00:00,0.04853933
2006-12-05 00:00:00+00:00,-0.05371179
2006-12-06 00:00:00+00:00,0.01218962
2006-12-07 00:00:00+00:00,-0.00312500
2006-12-08 00:00:00+00:00,-0.01342282
2006-12-11 00:00:00+00:00,0.02460845
2006-12-12 00:00:00+00:00,-0.00666667
2006-12-13 00:00:00+00:00,-0.00445434
2006-12-14 00:00:00+00:00,0.03794643
2006-12-15 00:00:00+00:00,0.04157549
2006-12-18 00:00:00+00:00,-0.03433476
2006-12-19 00:00:00+00:00,-0.02666667
2006-12-20 00:00:00+00:00,0.01216216
2006-12-21 00:00:00+00:00,0.02803738
2006-12-22 00:00:00+00:00,0.01978022
2006-12-26 00:00:00+00:00,-0.02962963
2006-12-27 00:00:00+00:00,0.01446100
2006-12-28 00:00:00+00:00,-0.01304348
2006-12-29 00:00:00+00:00,0.00655022
2007-01-03 00:00:00+00:00,0.02832244
2007-01-04 00:00:00+00:00,0.00000000
2007-01-05 00:00:00+00:00,-0.09533898
2007-01-08 00:00:00+00:00,0.00752212
2007-01-09 00:00:00+00:00,-0.05913739
2007-01-10 00:00:00+00:00,-0.09912407
2007-01-11 00:00:00+00:00,-0.00980873
2007-01-12 00:00:00+00:00,0.06012814
2007-01-16 00:00:00+00:00,-0.08946609
2007-01-17 00:00:00+00:00,-0.08040201
2007-01-18 00:00:00+00:00,0.00710383
2007-01-19 00:00:00+00:00,0.02056277
2007-01-22 00:00:00+00:00,0.00323799
2007-01-23 00:00:00+00:00,0.02638665
2007-01-24 00:00:00+00:00,0.04259851
2007-01-25 00:00:00+00:00,-0.02665970
2007-01-26 00:00:00+00:00,0.01319261
2007-01-29 00:00:00+00:00,0.02105263
2007-01-30 00:00:00+00:00,0.01562500
2007-01-31 00:00:00+00:00,0.02564103
2007-02-01 00:00:00+00:00,0.00761421
2007-02-02 00:00:00+00:00,0.01010101
2007-02-05 00:00:00+00:00,0.04785894
2007-02-06 00:00:00+00:00,0.00490196
2007-02-07 00:00:00+00:00,0.00243304
2007-02-08 00:00:00+00:00,-0.01070560
2007-02-09 00:00:00+00:00,0.01580247
2007-02-12 00:00:00+00:00,-0.02919708
2007-02-13 00:00:00+00:00,0.01481481
2007-02-14 00:00:00+00:00,-0.02200489
2007-02-15 00:00:00+00:00,0.01250000
2007-02-16 00:00:00+00:00,0.04455446
2007-02-20 00:00:00+00:00,-0.00340633
2007-02-21 00:00:00+00:00,0.00243902
2007-02-22 00:00:00+00:00,0.04980469
2007-02-23 00:00:00+00:00,-0.00426540
2007-02-26 00:00:00+00:00,0.04242135
2007-02-27 00:00:00+00:00,0.02790698
2007-02-28 00:00:00+00:00,0.01376147
2007-03-01 00:00:00+00:00,0.01500000
2007-03-02 00:00:00+00:00,-0.00361991
2007-03-05 00:00:00+00:00,-0.00681818
2007-03-06 00:00:00+00:00,-0.00227273
2007-03-07 00:00:00+00:00,0.07900677
2007-03-08 00:00:00+00:00,0.03017241
2007-03-09 00:00:00+00:00,-0.06751055
2007-03-12 00:00:00+00:00,0.03728065
2007-03-13 00:00:00+00:00,0.02789700
2007-03-14 00:00:00+00:00,-0.00210084
2007-03-15 00:00:00+00:00,-0.05274262
2007-03-16 00:00:00+00:00,0.01077586
2007-03-19 00:00:00+00:00,-0.05818966
2007-03-20 00:00:00+00:00,-0.00457666
2007-03-21 00:00:00+00:00,0.00229358
2007-03-22 00:00:00+00:00,-0.00000000
2007-03-23 00:00:00+00:00,0.00917431
2007-03-26 00:00:00+00:00,0.01278539
2007-03-27 00:00:00+00:00,-0.01587302
2007-03-28 00:00:00+00:00,-0.02602740
2007-03-29 00:00:00+00:00,0.01584343
2007-03-30 00:00:00+00:00,-0.02706422
2007-04-02 00:00:00+00:00,0.00558140
2007-04-03 00:00:00+00:00,-0.04790698
2007-04-04 00:00:00+00:00,0.01913876
2007-04-05 00:00:00+00:00,0.00238095
2007-04-09 00:00:00+00:00,0.01952381
2007-04-10 00:00:00+00:00,0.04515517
2007-04-11 00:00:00+00:00,0.03924284
2007-04-12 00:00:00+00:00,0.04157354
2007-04-13 00:00:00+00:00,-0.05921053
2007-04-16 00:00:00+00:00,-0.00997732
2007-04-17 00:00:00+00:00,-0.04403087
2007-04-18 00:00:00+00:00,-0.00284900
2007-04-19 00:00:00+00:00,-0.00473934
2007-04-20 00:00:00+00:00,-0.01904762
2007-04-23 00:00:00+00:00,0.03864734
2007-04-24 00:00:00+00:00,0.01184834
2007-04-25 00:00:00+00:00,0.04000000
2007-04-26 00:00:00+00:00,-0.00460829
2007-04-27 00:00:00+00:00,0.01388889
2007-04-30 00:00:00+00:00,-0.01605505
2007-05-01 00:00:00+00:00,-0.01843318
2007-05-02 00:00:00+00:00,0.00046404
2007-05-03 00:00:00+00:00,0.00467071
2007-05-04 00:00:00+00:00,-0.03258845
2007-05-07 00:00:00+00:00,-0.01234568
2007-05-08 00:00:00+00:00,0.00238663
2007-05-09 00:00:00+00:00,0.00000000
2007-05-10 00:00:00+00:00,0.03333328
2007-05-11 00:00:00+00:00,-0.00186916
2007-05-14 00:00:00+00:00,0.01834431
2007-05-15 00:00:00+00:00,-0.00092379
2007-05-16 00:00:00+00:00,-0.02784223
2007-05-17 00:00:00+00:00,-0.02015940
2007-05-18 00:00:00+00:00,-0.00717703
2007-05-21 00:00:00+00:00,0.02158273
2007-05-22 00:00:00+00:00,-0.01371158
2007-05-23 00:00:00+00:00,-0.02900618
2007-05-24 00:00:00+00:00,0.01216545
2007-05-25 00:00:00+00:00,0.00776699
2007-05-29 00:00:00+00:00,0.00434153
2007-05-30 00:00:00+00:00,0.01196172
2007-05-31 00:00:00+00:00,-0.04295943
2007-06-01 00:00:00+00:00,0.00048780
2007-06-04 00:00:00+00:00,-0.01273885
2007-06-05 00:00:00+00:00,-0.02107843
2007-06-06 00:00:00+00:00,-0.01740428
2007-06-07 00:00:00+00:00,-0.01356102
2007-06-08 00:00:00+00:00,-0.05289673
2007-06-11 00:00:00+00:00,0.05520828
2007-06-12 00:00:00+00:00,-0.03374870
2007-06-13 00:00:00+00:00,0.04049844
2007-06-14 00:00:00+00:00,0.06079027
2007-06-15 00:00:00+00:00,-0.00488043
2007-06-18 00:00:00+00:00,-0.05026842
2007-06-19 00:00:00+00:00,-0.01027749
2007-06-20 00:00:00+00:00,-0.01444788
2007-06-21 00:00:00+00:00,0.00927835
2007-06-22 00:00:00+00:00,0.01029336
2007-06-25 00:00:00+00:00,-0.01025641
2007-06-26 00:00:00+00:00,-0.01757106
2007-06-27 00:00:00+00:00,-0.00469239
2007-06-28 00:00:00+00:00,0.00791557
2007-06-29 00:00:00+00:00,0.00000000
2007-07-02 00:00:00+00:00,0.01210526
2007-07-03 00:00:00+00:00,-0.02577320
2007-07-05 00:00:00+00:00,0.02085506
2007-07-06 00:00:00+00:00,0.01808786
2007-07-09 00:00:00+00:00,-0.01426388
2007-07-10 00:00:00+00:00,0.03610103
2007-07-11 00:00:00+00:00,-0.01414141
2007-07-12 00:00:00+00:00,0.00862069
2007-07-13 00:00:00+00:00,0.02051026
2007-07-16 00:00:00+00:00,-0.01188707
2007-07-17 00:00:00+00:00,-0.04308617
2007-07-18 00:00:00+00:00,0.03507853
2007-07-19 00:00:00+00:00,-0.01851852
2007-07-20 00:00:00+00:00,0.01029336
2007-07-23 00:00:00+00:00,-0.05146680
2007-07-24 00:00:00+00:00,-0.03060686
2007-07-25 00:00:00+00:00,0.02741935
2007-07-26 00:00:00+00:00,-0.01378579
2007-07-27 00:00:00+00:00,-0.00053619
2007-07-30 00:00:00+00:00,-0.00374332
2007-07-31 00:00:00+00:00,0.00593952
2007-08-01 00:00:00+00:00,-0.06491416
2007-08-02 00:00:00+00:00,0.02518187
2007-08-03 00:00:00+00:00,-0.00109170
2007-08-06 00:00:00+00:00,-0.01085776
2007-08-07 00:00:00+00:00,0.01591658
2007-08-08 00:00:00+00:00,0.00054377
2007-08-09 00:00:00+00:00,-0.01734417
2007-08-10 00:00:00+00:00,-0.01797391
2007-08-13 00:00:00+00:00,0.01308615
2007-08-14 00:00:00+00:00,-0.02904788
2007-08-15 00:00:00+00:00,0.02417582
2007-08-16 00:00:00+00:00,-0.04800431
2007-08-17 00:00:00+00:00,-0.03888889
2007-08-20 00:00:00+00:00,-0.07283237
2007-08-21 00:00:00+00:00,-0.02208955
2007-08-22 00:00:00+00:00,0.01271956
2007-08-23 00:00:00+00:00,0.00180180
2007-08-24 00:00:00+00:00,-0.01625527
2007-08-27 00:00:00+00:00,-0.00061013
2007-08-28 00:00:00+00:00,-0.01090909
2007-08-29 00:00:00+00:00,-0.00736196
2007-08-30 00:00:00+00:00,-0.05456775
2007-08-31 00:00:00+00:00,0.04367089
2007-09-04 00:00:00+00:00,-0.01476015
2007-09-05 00:00:00+00:00,-0.04065041
2007-09-06 00:00:00+00:00,-0.03846154
2007-09-07 00:00:00+00:00,-0.00584795
2007-09-10 00:00:00+00:00,0.00714281
2007-09-11 00:00:00+00:00,0.03594352
2007-09-12 00:00:00+00:00,-0.00564972
2007-09-13 00:00:00+00:00,0.01889169
2007-09-14 00:00:00+00:00,0.00621891
2007-09-17 00:00:00+00:00,-0.00497512
2007-09-18 00:00:00+00:00,0.01875000
2007-09-19 00:00:00+00:00,-0.03095975
2007-09-20 00:00:00+00:00,-0.00628931
2007-09-21 00:00:00+00:00,0.00315457
2007-09-24 00:00:00+00:00,-0.02194357
2007-09-25 00:00:00+00:00,-0.01910828
2007-09-26 00:00:00+00:00,-0.04551282
2007-09-27 00:00:00+00:00,0.02733333
2007-09-28 00:00:00+00:00,0.00065746
2007-10-01 00:00:00+00:00,-0.00392670
