Date,SGD
2021-09-29 00:00:00+00:00,0.00011054
2021-09-30 00:00:00+00:00,0.00261576
2021-10-01 00:00:00+00:00,0.00058793
2021-10-02 00:00:00+00:00,-0.00136265
2021-10-04 00:00:00+00:00,-0.00033191
2021-10-05 00:00:00+00:00,0.00000000
2021-10-06 00:00:00+00:00,0.00773680
2021-10-07 00:00:00+00:00,-0.00088086
2021-10-08 00:00:00+00:00,-0.00286533
2021-10-13 00:00:00+00:00,-0.00062629
2021-10-14 00:00:00+00:00,-0.01673609
2021-10-15 00:00:00+00:00,0.00074181
2021-10-18 00:00:00+00:00,0.00011121
2021-10-19 00:00:00+00:00,-0.00389148
2021-10-20 00:00:00+00:00,-0.00223164
2021-10-21 00:00:00+00:00,0.00241815
2021-10-22 00:00:00+00:00,0.00141028
2021-10-25 00:00:00+00:00,-0.00207538
2021-10-26 00:00:00+00:00,0.00048279
2021-10-27 00:00:00+00:00,0.00137342
2021-10-28 00:00:00+00:00,-0.00259480
2021-10-29 00:00:00+00:00,0.00237856
2021-11-01 00:00:00+00:00,0.00063031
2021-11-02 00:00:00+00:00,-0.00022232
2021-11-03 00:00:00+00:00,-0.00133422
2021-11-04 00:00:00+00:00,-0.00148445
2021-11-05 00:00:00+00:00,0.00155371
2021-11-08 00:00:00+00:00,-0.00066484
2021-11-09 00:00:00+00:00,-0.00141054
2021-11-10 00:00:00+00:00,-0.00100241
2021-11-11 00:00:00+00:00,0.01435745
2021-11-12 00:00:00+00:00,-0.00217897
2021-11-15 00:00:00+00:00,0.00103546
2021-11-16 00:00:00+00:00,0.00303019
2021-11-17 00:00:00+00:00,0.00472098
2021-11-18 00:00:00+00:00,-0.00103081
2021-11-19 00:00:00+00:00,0.00202690
2021-11-22 00:00:00+00:00,0.00404561
2021-11-23 00:00:00+00:00,0.00564103
2021-11-24 00:00:00+00:00,0.00014647
2021-11-25 00:00:00+00:00,0.00190379
2021-11-26 00:00:00+00:00,0.00836805
2021-11-30 00:00:00+00:00,-0.00316894
2021-12-01 00:00:00+00:00,-0.00394636
2021-12-06 00:00:00+00:00,0.00480575
2021-12-07 00:00:00+00:00,-0.00197152
2021-12-09 00:00:00+00:00,-0.00592625
2021-12-13 00:00:00+00:00,0.00307535
2021-12-15 00:00:00+00:00,0.00000000
2021-12-16 00:00:00+00:00,-0.00212027
2021-12-21 00:00:00+00:00,0.00021980
2021-12-22 00:00:00+00:00,-0.00073252
2021-12-23 00:00:00+00:00,-0.00003665
2021-12-27 00:00:00+00:00,-0.00513159
2021-12-30 00:00:00+00:00,-0.00206322
2022-01-03 00:00:00+00:00,-0.00324891
2022-01-05 00:00:00+00:00,-0.00525965
2022-01-06 00:00:00+00:00,0.00771559
2022-01-11 00:00:00+00:00,-0.01191176
2022-01-12 00:00:00+00:00,-0.00470144
2022-01-13 00:00:00+00:00,-0.00501132
2022-01-17 00:00:00+00:00,0.00423524
2022-01-18 00:00:00+00:00,0.00174242
2022-01-19 00:00:00+00:00,-0.00251805
2022-01-20 00:00:00+00:00,-0.00385742
2022-01-21 00:00:00+00:00,-0.00026025
2022-01-24 00:00:00+00:00,0.00111566
2022-01-25 00:00:00+00:00,-0.00267310
2022-01-26 00:00:00+00:00,0.00003723
2022-01-27 00:00:00+00:00,0.00531658
2022-01-28 00:00:00+00:00,0.01438609
2022-01-31 00:00:00+00:00,-0.00655569
2022-02-01 00:00:00+00:00,-0.00159077
2022-02-02 00:00:00+00:00,-0.00192678
2022-02-03 00:00:00+00:00,0.00096436
2022-02-07 00:00:00+00:00,-0.00493086
2022-02-08 00:00:00+00:00,-0.00018581
2022-02-09 00:00:00+00:00,-0.00189563
2022-02-10 00:00:00+00:00,-0.00286203
2022-02-11 00:00:00+00:00,0.00353857
2022-02-14 00:00:00+00:00,0.00296934
2022-02-15 00:00:00+00:00,-0.00167063
2022-02-16 00:00:00+00:00,-0.00208178
2022-02-17 00:00:00+00:00,0.00066977
2022-02-18 00:00:00+00:00,-0.00037195
2022-02-21 00:00:00+00:00,0.00241860
2022-02-22 00:00:00+00:00,0.00115182
2022-02-23 00:00:00+00:00,-0.00033424
2022-02-24 00:00:00+00:00,0.00932462
2022-02-25 00:00:00+00:00,-0.00338621
2022-02-28 00:00:00+00:00,0.00276988
2022-03-01 00:00:00+00:00,-0.00136270
2022-03-02 00:00:00+00:00,-0.00047944
2022-03-03 00:00:00+00:00,0.00177109
2022-03-06 00:00:00+00:00,0.00349908
2022-03-07 00:00:00+00:00,0.00000000
2022-03-08 00:00:00+00:00,0.00066067
2022-03-09 00:00:00+00:00,-0.00058688
2022-03-11 00:00:00+00:00,-0.00242229
2022-03-14 00:00:00+00:00,0.01902064
2022-03-15 00:00:00+00:00,-0.00047549
2022-03-16 00:00:00+00:00,-0.00670281
2022-03-17 00:00:00+00:00,-0.00797003
2022-03-18 00:00:00+00:00,0.00051628
2022-03-21 00:00:00+00:00,0.00092146
2022-03-22 00:00:00+00:00,0.00246977
2022-03-23 00:00:00+00:00,0.00044217
2022-03-24 00:00:00+00:00,-0.00058891
2022-03-25 00:00:00+00:00,-0.00077340
2022-03-28 00:00:00+00:00,0.00265369
2022-03-29 00:00:00+00:00,-0.00117630
2022-03-30 00:00:00+00:00,-0.00633938
2022-03-31 00:00:00+00:00,0.00003693
2022-04-01 00:00:00+00:00,0.00332324
2022-04-04 00:00:00+00:00,0.00084811
2022-04-05 00:00:00+00:00,0.00003684
2022-04-06 00:00:00+00:00,0.00316456
2022-04-07 00:00:00+00:00,0.00132441
2022-04-08 00:00:00+00:00,0.00470277
2022-04-11 00:00:00+00:00,0.00245736
2022-04-12 00:00:00+00:00,-0.00007326
2022-04-13 00:00:00+00:00,-0.00179330
2022-04-14 00:00:00+00:00,-0.01455919
2022-04-15 00:00:00+00:00,0.00243776
2022-04-18 00:00:00+00:00,0.00744289
2022-04-19 00:00:00+00:00,0.01047255
2022-04-20 00:00:00+00:00,-0.00581268
2022-04-21 00:00:00+00:00,-0.00095385
2022-04-25 00:00:00+00:00,0.00851939
2022-04-26 00:00:00+00:00,0.00061899
2022-04-27 00:00:00+00:00,0.00414832
2022-04-28 00:00:00+00:00,0.00572567
2022-04-29 00:00:00+00:00,0.00504450
2022-04-30 00:00:00+00:00,0.00000000
2022-05-02 00:00:00+00:00,0.00913441
2022-05-03 00:00:00+00:00,-0.00086593
2022-05-04 00:00:00+00:00,0.00000000
2022-05-05 00:00:00+00:00,-0.01118972
2022-05-10 00:00:00+00:00,0.01096268
2022-05-11 00:00:00+00:00,-0.00486424
2022-05-12 00:00:00+00:00,0.01201539
2022-05-13 00:00:00+00:00,0.00789124
2022-05-14 00:00:00+00:00,-0.00222047
2022-05-16 00:00:00+00:00,-0.00003589
2022-05-17 00:00:00+00:00,-0.00606604
2022-05-18 00:00:00+00:00,-0.00285291
2022-05-19 00:00:00+00:00,-0.00692116
2022-05-20 00:00:00+00:00,0.00007244
2022-05-23 00:00:00+00:00,-0.01336424
2022-05-24 00:00:00+00:00,0.00090988
2022-05-25 00:00:00+00:00,0.00403827
2022-05-26 00:00:00+00:00,-0.00319524
2022-05-27 00:00:00+00:00,-0.00414636
2022-05-30 00:00:00+00:00,-0.00723156
2022-05-31 00:00:00+00:00,0.00574334
2022-06-01 00:00:00+00:00,0.00062030
2022-06-02 00:00:00+00:00,0.00350429
2022-06-03 00:00:00+00:00,-0.00149352
2022-06-06 00:00:00+00:00,0.00244427
2022-06-07 00:00:00+00:00,0.00356649
2022-06-08 00:00:00+00:00,-0.00225160
2022-06-09 00:00:00+00:00,0.00316295
2022-06-10 00:00:00+00:00,0.00594354
2022-06-13 00:00:00+00:00,0.01082118
2022-06-14 00:00:00+00:00,0.00468047
2022-06-15 00:00:00+00:00,-0.00276332
2022-06-16 00:00:00+00:00,-0.00176335
2022-06-17 00:00:00+00:00,-0.00291493
2022-06-20 00:00:00+00:00,-0.00064966
2022-06-21 00:00:00+00:00,-0.00273973
2022-06-22 00:00:00+00:00,0.00585007
2022-06-23 00:00:00+00:00,0.00050401
2022-06-24 00:00:00+00:00,-0.00057624
2022-06-27 00:00:00+00:00,-0.00090090
2022-06-28 00:00:00+00:00,-0.00288548
2022-06-29 00:00:00+00:00,0.00198427
2022-06-30 00:00:00+00:00,0.00720124
2022-07-04 00:00:00+00:00,0.00129157
2022-07-05 00:00:00+00:00,0.01219031
2022-07-06 00:00:00+00:00,0.00299348
2022-07-07 00:00:00+00:00,-0.00665433
2022-07-12 00:00:00+00:00,0.00142816
2022-07-13 00:00:00+00:00,0.00278323
2022-07-14 00:00:00+00:00,0.00153341
2022-07-18 00:00:00+00:00,-0.00516290
2022-07-19 00:00:00+00:00,-0.00375805
2022-07-20 00:00:00+00:00,-0.00053889
2022-07-21 00:00:00+00:00,0.00007189
2022-07-22 00:00:00+00:00,-0.00061103
2022-07-25 00:00:00+00:00,-0.01697536
2022-07-27 00:00:00+00:00,-0.00248846
2022-07-29 00:00:00+00:00,-0.00184388
2022-08-01 00:00:00+00:00,-0.00891046
2022-08-02 00:00:00+00:00,0.00257910
2022-08-03 00:00:00+00:00,0.00231884
2022-08-05 00:00:00+00:00,-0.00513302
2022-08-06 00:00:00+00:00,0.00377880
2022-08-08 00:00:00+00:00,-0.00097734
2022-08-09 00:00:00+00:00,-0.00068930
2022-08-10 00:00:00+00:00,-0.00043565
2022-08-11 00:00:00+00:00,-0.00548433
2022-08-12 00:00:00+00:00,0.00167994
2022-08-15 00:00:00+00:00,0.00772933
2022-08-16 00:00:00+00:00,-0.00021796
2022-08-17 00:00:00+00:00,0.00112335
2022-08-18 00:00:00+00:00,0.00097730
2022-08-19 00:00:00+00:00,0.01249095
2022-08-20 00:00:00+00:00,0.00061149
2022-08-22 00:00:00+00:00,0.00492487
2022-08-23 00:00:00+00:00,0.00240057
2022-08-24 00:00:00+00:00,-0.00003582
2022-08-25 00:00:00+00:00,-0.00469349
2022-08-26 00:00:00+00:00,-0.00539957
2022-08-27 00:00:00+00:00,-0.00071989
2022-08-29 00:00:00+00:00,0.01354369
2022-08-30 00:00:00+00:00,-0.00261199
2022-08-31 00:00:00+00:00,0.00215085
2022-09-01 00:00:00+00:00,0.00300472
2022-09-02 00:00:00+00:00,0.00328771
2022-09-03 00:00:00+00:00,-0.00160462
2022-09-05 00:00:00+00:00,0.00314297
2022-09-06 00:00:00+00:00,0.00064087
2022-09-07 00:00:00+00:00,0.00256182
2022-09-08 00:00:00+00:00,-0.00358448
2022-09-09 00:00:00+00:00,-0.00106853
2022-09-12 00:00:00+00:00,-0.00944876
2022-09-13 00:00:00+00:00,-0.00189740
2022-09-14 00:00:00+00:00,0.00763989
2022-09-15 00:00:00+00:00,0.00142384
2022-09-16 00:00:00+00:00,0.01052145
2022-09-19 00:00:00+00:00,0.00021269
2022-09-20 00:00:00+00:00,-0.00124175
2022-09-21 00:00:00+00:00,0.00653200
2022-09-22 00:00:00+00:00,0.00697074
2022-09-23 00:00:00+00:00,0.00444272
2022-09-24 00:00:00+00:00,0.00003510
2022-09-26 00:00:00+00:00,0.01867453
2022-09-27 00:00:00+00:00,0.00062742
2022-09-28 00:00:00+00:00,0.01672590
2022-09-29 00:00:00+00:00,-0.01475619
2022-09-30 00:00:00+00:00,-0.00167113
2022-10-01 00:00:00+00:00,0.00080209
2022-10-03 00:00:00+00:00,0.00041815
2022-10-04 00:00:00+00:00,-0.00379566
2022-10-05 00:00:00+00:00,-0.01184983
2022-10-06 00:00:00+00:00,0.00094760
2022-10-07 00:00:00+00:00,0.00221022
2022-10-10 00:00:00+00:00,0.01347709
2022-10-11 00:00:00+00:00,-0.00118327
2022-10-12 00:00:00+00:00,0.00052236
2022-10-14 00:00:00+00:00,-0.00731147
2022-10-15 00:00:00+00:00,-0.00010522
2022-10-17 00:00:00+00:00,-0.00645410
2022-10-18 00:00:00+00:00,-0.00834414
2022-10-19 00:00:00+00:00,0.00426026
2022-10-20 00:00:00+00:00,-0.00049143
2022-10-21 00:00:00+00:00,0.00414675
2022-10-22 00:00:00+00:00,-0.00111990
2022-10-24 00:00:00+00:00,-0.00185691
2022-10-25 00:00:00+00:00,0.00228294
2022-10-26 00:00:00+00:00,-0.02453271
2022-10-27 00:00:00+00:00,0.00291504
2022-10-28 00:00:00+00:00,0.00163283
2022-10-29 00:00:00+00:00,-0.00024807
2022-10-31 00:00:00+00:00,0.00850732
2022-11-01 00:00:00+00:00,0.00490975
2022-11-04 00:00:00+00:00,-0.00685413
2022-11-05 00:00:00+00:00,0.00000000
2022-11-07 00:00:00+00:00,-0.01528933
2022-11-09 00:00:00+00:00,-0.00238706
2022-11-11 00:00:00+00:00,-0.01767794
2022-11-12 00:00:00+00:00,0.00000000
2022-11-14 00:00:00+00:00,-0.01326983
2022-11-15 00:00:00+00:00,-0.01621700
2022-11-16 00:00:00+00:00,-0.00208463
2022-11-17 00:00:00+00:00,0.01243463
2022-11-18 00:00:00+00:00,-0.00715791
2022-11-19 00:00:00+00:00,0.00273493
2022-11-21 00:00:00+00:00,0.01343724
2022-11-22 00:00:00+00:00,-0.00162778
2022-11-23 00:00:00+00:00,-0.00108696
2022-11-24 00:00:00+00:00,-0.00972671
2022-11-25 00:00:00+00:00,0.00029121
2022-11-26 00:00:00+00:00,0.00083664
2022-11-28 00:00:00+00:00,-0.00377989
2022-11-29 00:00:00+00:00,0.00287922
2022-11-30 00:00:00+00:00,-0.00626617
2022-12-01 00:00:00+00:00,-0.01773828
2022-12-02 00:00:00+00:00,-0.00905144
2022-12-03 00:00:00+00:00,0.01077778
2022-12-05 00:00:00+00:00,-0.01251334
2022-12-06 00:00:00+00:00,0.00984930
2022-12-07 00:00:00+00:00,0.00117951
2022-12-08 00:00:00+00:00,-0.00092040
2022-12-09 00:00:00+00:00,-0.00132660
2022-12-12 00:00:00+00:00,-0.00671562
2022-12-13 00:00:00+00:00,0.00258981
2022-12-14 00:00:00+00:00,-0.00645780
2022-12-15 00:00:00+00:00,0.00590551
2022-12-16 00:00:00+00:00,0.00295388
2022-12-19 00:00:00+00:00,0.00147259
2022-12-20 00:00:00+00:00,0.00047947
2022-12-21 00:00:00+00:00,-0.00718868
2022-12-22 00:00:00+00:00,-0.00255206
2022-12-23 00:00:00+00:00,0.00059277
2022-12-24 00:00:00+00:00,0.00037051
2022-12-26 00:00:00+00:00,-0.00488889
2022-12-27 00:00:00+00:00,-0.00315457
2022-12-28 00:00:00+00:00,0.00539134
2022-12-29 00:00:00+00:00,0.00048237
2022-12-30 00:00:00+00:00,-0.00756592
2022-12-31 00:00:00+00:00,-0.00193654
2023-01-03 00:00:00+00:00,0.00414179
2023-01-04 00:00:00+00:00,-0.00170877
2023-01-06 00:00:00+00:00,0.00133958
2023-01-09 00:00:00+00:00,-0.01969528
2023-01-10 00:00:00+00:00,-0.00168856
2023-01-11 00:00:00+00:00,0.00037587
2023-01-12 00:00:00+00:00,-0.00154048
2023-01-13 00:00:00+00:00,-0.00658538
2023-01-16 00:00:00+00:00,-0.01053070
2023-01-17 00:00:00+00:00,0.00223603
2023-01-18 00:00:00+00:00,-0.00442428
2023-01-19 00:00:00+00:00,0.00630507
2023-01-20 00:00:00+00:00,0.00007549
2023-01-21 00:00:00+00:00,-0.00037834
2023-01-23 00:00:00+00:00,-0.00616933
2023-01-24 00:00:00+00:00,0.00163157
2023-01-25 00:00:00+00:00,-0.00477309
2023-01-26 00:00:00+00:00,-0.00794254
2023-01-27 00:00:00+00:00,0.00198458
2023-01-30 00:00:00+00:00,-0.00095224
2023-01-31 00:00:00+00:00,0.00815984
2023-02-01 00:00:00+00:00,-0.00767098
2023-02-02 00:00:00+00:00,-0.00941598
2023-02-03 00:00:00+00:00,0.00942204
2023-02-04 00:00:00+00:00,0.00000000
2023-02-06 00:00:00+00:00,0.01961677
2023-02-07 00:00:00+00:00,0.00173644
2023-02-08 00:00:00+00:00,-0.00509165
2023-02-09 00:00:00+00:00,-0.00083182
2023-02-10 00:00:00+00:00,0.00295052
2023-02-11 00:00:00+00:00,0.00067889
2023-02-13 00:00:00+00:00,0.01134479
2023-02-14 00:00:00+00:00,-0.00799700
2023-02-15 00:00:00+00:00,0.00995137
2023-02-16 00:00:00+00:00,-0.00022505
2023-02-17 00:00:00+00:00,0.00502720
2023-02-18 00:00:00+00:00,-0.00268767
2023-02-20 00:00:00+00:00,0.00172175
2023-02-21 00:00:00+00:00,0.00423602
2023-02-22 00:00:00+00:00,0.00213220
2023-02-23 00:00:00+00:00,0.00523149
2023-02-27 00:00:00+00:00,0.00901975
2023-02-28 00:00:00+00:00,-0.00055657
2023-03-01 00:00:00+00:00,-0.01250789
2023-03-02 00:00:00+00:00,0.01198880
2023-03-06 00:00:00+00:00,-0.00337850
2023-03-07 00:00:00+00:00,-0.00078090
