Date,CORN
2000-04-06 00:00:00+00:00,-0.03875969
2000-04-07 00:00:00+00:00,0.01383399
2000-04-10 00:00:00+00:00,-0.01668302
2000-04-11 00:00:00+00:00,-0.02673267
2000-04-12 00:00:00+00:00,0.01905717
2000-04-13 00:00:00+00:00,0.01688183
2000-04-14 00:00:00+00:00,-0.00788177
2000-04-17 00:00:00+00:00,-0.01780415
2000-04-18 00:00:00+00:00,0.00398804
2000-04-19 00:00:00+00:00,0.02689243
2000-04-20 00:00:00+00:00,-0.00785855
2000-04-24 00:00:00+00:00,0.00886700
2000-04-25 00:00:00+00:00,0.02161100
2000-04-26 00:00:00+00:00,-0.02233010
2000-04-27 00:00:00+00:00,-0.01964637
2000-04-28 00:00:00+00:00,-0.01587302
2000-05-01 00:00:00+00:00,0.09400000
2000-05-02 00:00:00+00:00,0.01050621
2000-05-03 00:00:00+00:00,0.03520457
2000-05-04 00:00:00+00:00,-0.00654818
2000-05-05 00:00:00+00:00,-0.01690141
2000-05-08 00:00:00+00:00,-0.05023697
2000-05-09 00:00:00+00:00,-0.01747573
2000-05-10 00:00:00+00:00,0.04207436
2000-05-11 00:00:00+00:00,0.00767018
2000-05-12 00:00:00+00:00,0.01050621
2000-05-15 00:00:00+00:00,-0.05123340
2000-05-16 00:00:00+00:00,-0.02729045
2000-05-17 00:00:00+00:00,-0.00000000
2000-05-18 00:00:00+00:00,0.02268245
2000-05-19 00:00:00+00:00,0.01853659
2000-05-22 00:00:00+00:00,0.00772947
2000-05-23 00:00:00+00:00,-0.02117421
2000-05-24 00:00:00+00:00,-0.02918288
2000-05-25 00:00:00+00:00,-0.02961500
2000-05-26 00:00:00+00:00,0.02304609
2000-05-30 00:00:00+00:00,-0.07333994
2000-05-31 00:00:00+00:00,0.00411523
2000-06-01 00:00:00+00:00,0.00307377
2000-06-02 00:00:00+00:00,0.03483607
2000-06-05 00:00:00+00:00,-0.03822938
2000-06-06 00:00:00+00:00,0.00820513
2000-06-07 00:00:00+00:00,-0.04494382
2000-06-08 00:00:00+00:00,-0.00626959
2000-06-09 00:00:00+00:00,0.00733753
2000-06-12 00:00:00+00:00,-0.09290188
2000-06-13 00:00:00+00:00,-0.00437637
2000-06-14 00:00:00+00:00,-0.04166667
2000-06-15 00:00:00+00:00,0.02127660
2000-06-16 00:00:00+00:00,0.01550388
2000-06-19 00:00:00+00:00,-0.01978022
2000-06-20 00:00:00+00:00,-0.02663707
2000-06-21 00:00:00+00:00,0.01123596
2000-06-22 00:00:00+00:00,-0.00446927
2000-06-23 00:00:00+00:00,-0.03359462
2000-06-26 00:00:00+00:00,-0.04332953
2000-06-27 00:00:00+00:00,0.02328289
2000-06-28 00:00:00+00:00,-0.03912543
2000-06-29 00:00:00+00:00,0.02699531
2000-06-30 00:00:00+00:00,-0.07638889
2000-07-03 00:00:00+00:00,-0.04698795
2000-07-05 00:00:00+00:00,0.01479655
2000-07-06 00:00:00+00:00,-0.03921569
2000-07-07 00:00:00+00:00,0.02375000
2000-07-10 00:00:00+00:00,-0.03703704
2000-07-11 00:00:00+00:00,-0.02012579
2000-07-12 00:00:00+00:00,0.00762389
2000-07-13 00:00:00+00:00,0.00253165
2000-07-14 00:00:00+00:00,-0.03539823
2000-07-17 00:00:00+00:00,-0.03217503
2000-07-18 00:00:00+00:00,0.01437908
2000-07-19 00:00:00+00:00,0.01038961
2000-07-20 00:00:00+00:00,0.04521964
2000-07-21 00:00:00+00:00,0.01767677
2000-07-24 00:00:00+00:00,-0.03379224
2000-07-25 00:00:00+00:00,-0.01656051
2000-07-26 00:00:00+00:00,-0.02439024
2000-07-27 00:00:00+00:00,0.00520156
2000-07-28 00:00:00+00:00,-0.00778210
2000-07-31 00:00:00+00:00,0.00130208
2000-08-01 00:00:00+00:00,-0.00390117
2000-08-02 00:00:00+00:00,0.00781250
2000-08-03 00:00:00+00:00,-0.00648508
2000-08-04 00:00:00+00:00,-0.01302083
2000-08-07 00:00:00+00:00,-0.00917431
2000-08-08 00:00:00+00:00,0.01842105
2000-08-09 00:00:00+00:00,-0.01173403
2000-08-10 00:00:00+00:00,-0.01179554
2000-08-11 00:00:00+00:00,-0.02506596
2000-08-14 00:00:00+00:00,0.00934579
2000-08-15 00:00:00+00:00,0.00000000
2000-08-16 00:00:00+00:00,0.03058511
2000-08-17 00:00:00+00:00,0.00000000
2000-08-18 00:00:00+00:00,-0.01308901
2000-08-21 00:00:00+00:00,-0.01054018
2000-08-22 00:00:00+00:00,-0.00794702
2000-08-23 00:00:00+00:00,-0.00398936
2000-08-24 00:00:00+00:00,0.00800000
2000-08-25 00:00:00+00:00,0.00531208
2000-08-28 00:00:00+00:00,0.03178808
2000-08-29 00:00:00+00:00,0.04954368
2000-08-30 00:00:00+00:00,-0.02798982
2000-08-31 00:00:00+00:00,0.02580645
2000-09-01 00:00:00+00:00,-0.01781170
2000-09-05 00:00:00+00:00,0.03861004
2000-09-06 00:00:00+00:00,-0.04419192
2000-09-07 00:00:00+00:00,-0.00258065
2000-09-08 00:00:00+00:00,0.02457956
2000-09-11 00:00:00+00:00,0.00511509
2000-09-12 00:00:00+00:00,-0.02168367
2000-09-13 00:00:00+00:00,-0.02319588
2000-09-14 00:00:00+00:00,-0.01566580
2000-09-15 00:00:00+00:00,-0.01054018
2000-09-18 00:00:00+00:00,0.00932091
2000-09-19 00:00:00+00:00,-0.01187335
2000-09-20 00:00:00+00:00,0.00400534
2000-09-21 00:00:00+00:00,0.01196809
2000-09-22 00:00:00+00:00,0.01971091
2000-09-25 00:00:00+00:00,-0.00386598
2000-09-26 00:00:00+00:00,0.00646831
2000-09-27 00:00:00+00:00,0.00000000
2000-09-28 00:00:00+00:00,0.00899743
2000-09-29 00:00:00+00:00,0.00764331
2000-10-02 00:00:00+00:00,0.00758534
2000-10-03 00:00:00+00:00,0.02132999
2000-10-04 00:00:00+00:00,0.00368550
2000-10-05 00:00:00+00:00,-0.00367197
2000-10-06 00:00:00+00:00,-0.00122850
2000-10-09 00:00:00+00:00,-0.00861009
2000-10-10 00:00:00+00:00,0.00992556
2000-10-11 00:00:00+00:00,0.00491400
2000-10-12 00:00:00+00:00,0.01709891
2000-10-13 00:00:00+00:00,0.00000000
2000-10-16 00:00:00+00:00,-0.00600962
2000-10-17 00:00:00+00:00,0.00362757
2000-10-18 00:00:00+00:00,0.19036145
2000-10-19 00:00:00+00:00,-0.00303644
2000-10-20 00:00:00+00:00,-0.00810537
2000-10-23 00:00:00+00:00,-0.01220753
2000-10-24 00:00:00+00:00,0.00920245
2000-10-25 00:00:00+00:00,-0.00407332
2000-10-26 00:00:00+00:00,-0.00510204
2000-10-27 00:00:00+00:00,-0.00716479
2000-10-30 00:00:00+00:00,-0.00205550
2000-10-31 00:00:00+00:00,0.04110997
2000-11-01 00:00:00+00:00,0.00100806
2000-11-02 00:00:00+00:00,0.04334677
2000-11-03 00:00:00+00:00,0.00591716
2000-11-06 00:00:00+00:00,0.00885827
2000-11-07 00:00:00+00:00,0.00293830
2000-11-08 00:00:00+00:00,0.00977517
2000-11-09 00:00:00+00:00,-0.00973710
2000-11-10 00:00:00+00:00,-0.01956947
2000-11-13 00:00:00+00:00,0.00000000
2000-11-14 00:00:00+00:00,-0.01679842
2000-11-15 00:00:00+00:00,-0.00597015
2000-11-16 00:00:00+00:00,0.00999001
2000-11-17 00:00:00+00:00,0.02281746
2000-11-20 00:00:00+00:00,-0.00490677
2000-11-21 00:00:00+00:00,-0.00393701
2000-11-22 00:00:00+00:00,-0.00690335
2000-11-24 00:00:00+00:00,0.00693069
2000-11-27 00:00:00+00:00,-0.00098619
2000-11-28 00:00:00+00:00,-0.01480750
2000-11-29 00:00:00+00:00,-0.01888668
2000-11-30 00:00:00+00:00,0.02004008
2000-12-01 00:00:00+00:00,0.00695134
2000-12-04 00:00:00+00:00,-0.01188119
2000-12-05 00:00:00+00:00,0.00199203
2000-12-06 00:00:00+00:00,-0.00994036
2000-12-07 00:00:00+00:00,-0.02197802
2000-12-08 00:00:00+00:00,0.03434343
2000-12-11 00:00:00+00:00,-0.01092354
2000-12-12 00:00:00+00:00,-0.00299103
2000-12-13 00:00:00+00:00,0.00699301
2000-12-14 00:00:00+00:00,0.00796813
2000-12-15 00:00:00+00:00,-0.00397219
2000-12-18 00:00:00+00:00,0.04075547
2000-12-19 00:00:00+00:00,0.01364522
2000-12-20 00:00:00+00:00,-0.01065891
2000-12-21 00:00:00+00:00,0.00778968
2000-12-22 00:00:00+00:00,0.00679612
2000-12-26 00:00:00+00:00,-0.00290135
2000-12-27 00:00:00+00:00,0.01259690
2000-12-28 00:00:00+00:00,0.00673725
2000-12-29 00:00:00+00:00,0.01343570
2001-01-02 00:00:00+00:00,-0.02960840
2001-01-03 00:00:00+00:00,0.02032914
2001-01-04 00:00:00+00:00,0.00095785
2001-01-05 00:00:00+00:00,-0.02298851
2001-01-08 00:00:00+00:00,-0.00193798
2001-01-09 00:00:00+00:00,0.01162791
2001-01-10 00:00:00+00:00,0.01735776
2001-01-11 00:00:00+00:00,-0.04302103
2001-01-12 00:00:00+00:00,-0.02048780
2001-01-16 00:00:00+00:00,-0.02261554
2001-01-17 00:00:00+00:00,0.00795229
2001-01-18 00:00:00+00:00,0.00495540
2001-01-19 00:00:00+00:00,-0.02670623
2001-01-22 00:00:00+00:00,0.00400802
2001-01-23 00:00:00+00:00,-0.00700000
2001-01-24 00:00:00+00:00,0.00804020
2001-01-25 00:00:00+00:00,-0.01400000
2001-01-26 00:00:00+00:00,-0.02416918
2001-01-29 00:00:00+00:00,-0.00916497
2001-01-30 00:00:00+00:00,0.00818833
2001-01-31 00:00:00+00:00,-0.00814664
2001-02-01 00:00:00+00:00,0.01635992
2001-02-02 00:00:00+00:00,0.02030457
2001-02-05 00:00:00+00:00,-0.00904523
2001-02-06 00:00:00+00:00,0.01009082
2001-02-07 00:00:00+00:00,-0.01105528
2001-02-08 00:00:00+00:00,-0.01919192
2001-02-09 00:00:00+00:00,-0.00101937
2001-02-12 00:00:00+00:00,-0.00204082
2001-02-13 00:00:00+00:00,-0.00408998
2001-02-14 00:00:00+00:00,0.02149437
2001-02-15 00:00:00+00:00,-0.00101317
2001-02-16 00:00:00+00:00,-0.00202634
2001-02-20 00:00:00+00:00,0.00608519
2001-02-21 00:00:00+00:00,-0.01617796
2001-02-22 00:00:00+00:00,-0.00407747
2001-02-23 00:00:00+00:00,-0.00715015
2001-02-26 00:00:00+00:00,-0.00102459
2001-02-27 00:00:00+00:00,0.01333333
2001-02-28 00:00:00+00:00,0.03156823
2001-03-01 00:00:00+00:00,0.01404213
2001-03-02 00:00:00+00:00,-0.00996016
2001-03-05 00:00:00+00:00,-0.00200200
2001-03-06 00:00:00+00:00,0.00400802
2001-03-07 00:00:00+00:00,-0.02200000
2001-03-08 00:00:00+00:00,0.00101112
2001-03-09 00:00:00+00:00,-0.00404040
2001-03-12 00:00:00+00:00,0.00910931
2001-03-13 00:00:00+00:00,-0.00705645
2001-03-14 00:00:00+00:00,-0.01921132
2001-03-15 00:00:00+00:00,-0.05720123
2001-03-16 00:00:00+00:00,-0.03154574
2001-03-19 00:00:00+00:00,0.01497326
2001-03-20 00:00:00+00:00,0.02229299
2001-03-21 00:00:00+00:00,-0.01470588
2001-03-22 00:00:00+00:00,-0.04126984
2001-03-23 00:00:00+00:00,0.01727862
2001-03-26 00:00:00+00:00,0.02248394
2001-03-27 00:00:00+00:00,0.00953390
2001-03-28 00:00:00+00:00,-0.01369863
2001-03-29 00:00:00+00:00,-0.01910828
2001-03-30 00:00:00+00:00,-0.02679528
2001-04-02 00:00:00+00:00,0.03913043
2001-04-03 00:00:00+00:00,0.00638978
2001-04-04 00:00:00+00:00,0.02226935
2001-04-05 00:00:00+00:00,0.00524659
2001-04-06 00:00:00+00:00,-0.01359833
2001-04-09 00:00:00+00:00,0.00000000
2001-04-10 00:00:00+00:00,-0.01264489
2001-04-11 00:00:00+00:00,0.01378579
2001-04-12 00:00:00+00:00,0.00842105
2001-04-16 00:00:00+00:00,0.00419727
2001-04-17 00:00:00+00:00,-0.02719665
2001-04-18 00:00:00+00:00,-0.00424178
2001-04-19 00:00:00+00:00,-0.04361702
2001-04-20 00:00:00+00:00,-0.01958651
2001-04-23 00:00:00+00:00,-0.04390779
2001-04-24 00:00:00+00:00,-0.01910112
2001-04-25 00:00:00+00:00,0.01133787
2001-04-26 00:00:00+00:00,0.04284104
2001-04-27 00:00:00+00:00,-0.03200883
2001-04-30 00:00:00+00:00,0.03026906
2001-05-01 00:00:00+00:00,0.00110375
2001-05-02 00:00:00+00:00,0.00882029
2001-05-03 00:00:00+00:00,-0.00548847
2001-05-04 00:00:00+00:00,0.01872247
2001-05-07 00:00:00+00:00,-0.01853871
2001-05-08 00:00:00+00:00,-0.02753304
2001-05-09 00:00:00+00:00,0.00000000
2001-05-10 00:00:00+00:00,-0.06026786
2001-05-11 00:00:00+00:00,-0.01150748
2001-05-14 00:00:00+00:00,0.04513889
2001-05-15 00:00:00+00:00,-0.00226244
2001-05-16 00:00:00+00:00,-0.00226757
2001-05-17 00:00:00+00:00,-0.00113507
2001-05-18 00:00:00+00:00,-0.01248581
2001-05-21 00:00:00+00:00,-0.05600000
2001-05-22 00:00:00+00:00,-0.02470588
2001-05-23 00:00:00+00:00,0.01071429
2001-05-24 00:00:00+00:00,0.01538462
2001-05-25 00:00:00+00:00,-0.02350176
2001-05-29 00:00:00+00:00,-0.02021403
2001-05-30 00:00:00+00:00,0.00841346
2001-05-31 00:00:00+00:00,0.02392344
2001-06-01 00:00:00+00:00,0.05910165
2001-06-04 00:00:00+00:00,-0.02640643
2001-06-05 00:00:00+00:00,-0.00581395
2001-06-06 00:00:00+00:00,0.02683781
2001-06-07 00:00:00+00:00,0.00115075
2001-06-08 00:00:00+00:00,-0.01382488
2001-06-11 00:00:00+00:00,0.01508121
2001-06-12 00:00:00+00:00,-0.01380898
2001-06-13 00:00:00+00:00,-0.00579374
2001-06-14 00:00:00+00:00,-0.01509872
2001-06-15 00:00:00+00:00,-0.04098361
2001-06-18 00:00:00+00:00,-0.00119474
2001-06-19 00:00:00+00:00,0.02153110
2001-06-20 00:00:00+00:00,-0.02366864
2001-06-21 00:00:00+00:00,-0.02155689
2001-06-22 00:00:00+00:00,-0.00727273
2001-06-25 00:00:00+00:00,-0.02554745
2001-06-26 00:00:00+00:00,0.00738916
2001-06-27 00:00:00+00:00,0.02576687
2001-06-28 00:00:00+00:00,0.01573850
2001-06-29 00:00:00+00:00,0.00000000
2001-07-02 00:00:00+00:00,0.02160864
2001-07-03 00:00:00+00:00,0.02846975
2001-07-05 00:00:00+00:00,0.03274854
2001-07-06 00:00:00+00:00,0.01265823
2001-07-09 00:00:00+00:00,0.04118993
2001-07-10 00:00:00+00:00,0.04591265
2001-07-11 00:00:00+00:00,0.07002188
2001-07-12 00:00:00+00:00,0.08139535
2001-07-13 00:00:00+00:00,-0.07926829
2001-07-16 00:00:00+00:00,-0.06765328
2001-07-17 00:00:00+00:00,0.07221007
2001-07-18 00:00:00+00:00,-0.06871036
2001-07-19 00:00:00+00:00,-0.00109409
2001-07-20 00:00:00+00:00,-0.06681271
2001-07-23 00:00:00+00:00,0.00226757
2001-07-24 00:00:00+00:00,0.05209513
2001-07-25 00:00:00+00:00,0.03973510
2001-07-26 00:00:00+00:00,-0.01189189
2001-07-27 00:00:00+00:00,0.01960784
2001-07-30 00:00:00+00:00,-0.03128371
2001-07-31 00:00:00+00:00,0.01754386
2001-08-01 00:00:00+00:00,-0.03040174
2001-08-02 00:00:00+00:00,-0.01543550
2001-08-03 00:00:00+00:00,-0.02666667
2001-08-06 00:00:00+00:00,0.01914414
2001-08-07 00:00:00+00:00,0.03121516
2001-08-08 00:00:00+00:00,0.01427003
2001-08-09 00:00:00+00:00,0.01851852
2001-08-10 00:00:00+00:00,0.02159827
2001-08-13 00:00:00+00:00,0.02347919
2001-08-14 00:00:00+00:00,-0.02531646
2001-08-15 00:00:00+00:00,-0.01923077
2001-08-16 00:00:00+00:00,-0.02049622
2001-08-17 00:00:00+00:00,-0.01089325
2001-08-20 00:00:00+00:00,-0.02847755
2001-08-21 00:00:00+00:00,0.02555556
2001-08-22 00:00:00+00:00,0.00109769
2001-08-23 00:00:00+00:00,0.03179825
2001-08-24 00:00:00+00:00,-0.03344121
2001-08-27 00:00:00+00:00,0.02519168
2001-08-28 00:00:00+00:00,-0.01623377
2001-08-29 00:00:00+00:00,0.01855895
2001-08-30 00:00:00+00:00,-0.01189189
2001-08-31 00:00:00+00:00,0.02065217
2001-09-04 00:00:00+00:00,-0.00645856
2001-09-05 00:00:00+00:00,-0.01189189
2001-09-06 00:00:00+00:00,-0.02829162
2001-09-07 00:00:00+00:00,-0.00441989
2001-09-10 00:00:00+00:00,0.00553710
2001-09-13 00:00:00+00:00,0.02980132
2001-09-14 00:00:00+00:00,-0.04030501
2001-09-17 00:00:00+00:00,-0.01114827
2001-09-18 00:00:00+00:00,-0.01465614
2001-09-19 00:00:00+00:00,-0.01144165
2001-09-20 00:00:00+00:00,0.01273148
2001-09-21 00:00:00+00:00,-0.00685714
2001-09-24 00:00:00+00:00,-0.00690449
2001-09-25 00:00:00+00:00,-0.00115875
2001-09-26 00:00:00+00:00,0.00580046
2001-09-27 00:00:00+00:00,-0.00346021
2001-09-28 00:00:00+00:00,-0.00694444
2001-10-01 00:00:00+00:00,-0.01864802
2001-10-02 00:00:00+00:00,-0.00593824
2001-10-03 00:00:00+00:00,0.00716846
2001-10-04 00:00:00+00:00,0.00355872
2001-10-05 00:00:00+00:00,0.01300236
2001-10-08 00:00:00+00:00,0.00583431
2001-10-09 00:00:00+00:00,-0.01160093
2001-10-10 00:00:00+00:00,0.00586854
2001-10-11 00:00:00+00:00,-0.00466744
2001-10-12 00:00:00+00:00,-0.02229033
2001-10-15 00:00:00+00:00,-0.01199041
2001-10-16 00:00:00+00:00,0.00364078
2001-10-17 00:00:00+00:00,0.00483676
2001-10-18 00:00:00+00:00,0.13400471
2001-10-19 00:00:00+00:00,0.00820513
2001-10-22 00:00:00+00:00,-0.00918367
2001-10-23 00:00:00+00:00,0.00307692
2001-10-24 00:00:00+00:00,0.02047083
2001-10-25 00:00:00+00:00,0.00000000
2001-10-26 00:00:00+00:00,-0.00303951
2001-10-29 00:00:00+00:00,-0.01624365
2001-10-30 00:00:00+00:00,0.01842375
2001-10-31 00:00:00+00:00,-0.00101420
2001-11-01 00:00:00+00:00,0.00304260
2001-11-02 00:00:00+00:00,-0.01619433
2001-11-05 00:00:00+00:00,-0.00407747
2001-11-06 00:00:00+00:00,-0.00408998
2001-11-07 00:00:00+00:00,-0.00409417
2001-11-08 00:00:00+00:00,0.00000000
2001-11-09 00:00:00+00:00,0.01848049
2001-11-12 00:00:00+00:00,0.00000000
2001-11-13 00:00:00+00:00,0.00407332
2001-11-14 00:00:00+00:00,0.00914634
2001-11-15 00:00:00+00:00,-0.01113360
2001-11-16 00:00:00+00:00,0.00305188
2001-11-19 00:00:00+00:00,0.01626016
2001-11-20 00:00:00+00:00,0.00000000
2001-11-21 00:00:00+00:00,0.00000000
2001-11-23 00:00:00+00:00,-0.00201613
2001-11-26 00:00:00+00:00,-0.03329970
2001-11-27 00:00:00+00:00,0.00000000
2001-11-28 00:00:00+00:00,-0.02977413
2001-11-29 00:00:00+00:00,0.01772680
2001-11-30 00:00:00+00:00,0.04343330
2001-12-03 00:00:00+00:00,-0.01820020
2001-12-04 00:00:00+00:00,-0.00306435
2001-12-05 00:00:00+00:00,-0.00614125
2001-12-06 00:00:00+00:00,-0.01541624
2001-12-07 00:00:00+00:00,0.00828157
2001-12-10 00:00:00+00:00,0.00309278
2001-12-11 00:00:00+00:00,0.00000000
2001-12-12 00:00:00+00:00,-0.02574665
2001-12-13 00:00:00+00:00,-0.00104275
2001-12-14 00:00:00+00:00,0.00000000
2001-12-17 00:00:00+00:00,-0.01461378
2001-12-18 00:00:00+00:00,-0.00210526
2001-12-19 00:00:00+00:00,0.00000000
2001-12-20 00:00:00+00:00,-0.00631579
2001-12-21 00:00:00+00:00,-0.01055966
2001-12-26 00:00:00+00:00,-0.01912859
2001-12-27 00:00:00+00:00,0.00642398
2001-12-28 00:00:00+00:00,0.00427350
2001-12-31 00:00:00+00:00,0.00106610
2002-01-02 00:00:00+00:00,-0.00745474
2002-01-03 00:00:00+00:00,0.00641711
2002-01-04 00:00:00+00:00,0.00320171
2002-01-07 00:00:00+00:00,0.01492537
2002-01-08 00:00:00+00:00,0.00845666
2002-01-09 00:00:00+00:00,-0.00420168
2002-01-10 00:00:00+00:00,-0.00840336
2002-01-11 00:00:00+00:00,0.02215190
2002-01-14 00:00:00+00:00,-0.00940439
2002-01-15 00:00:00+00:00,0.01572327
2002-01-16 00:00:00+00:00,0.01352758
2002-01-17 00:00:00+00:00,-0.01447777
2002-01-18 00:00:00+00:00,-0.01042753
2002-01-22 00:00:00+00:00,-0.01675393
2002-01-23 00:00:00+00:00,-0.00422386
2002-01-24 00:00:00+00:00,0.00528541
2002-01-25 00:00:00+00:00,-0.00527983
2002-01-28 00:00:00+00:00,-0.00846561
2002-01-29 00:00:00+00:00,-0.01381509
2002-01-30 00:00:00+00:00,0.00000000
2002-01-31 00:00:00+00:00,0.00000000
2002-02-01 00:00:00+00:00,-0.00962567
2002-02-04 00:00:00+00:00,0.01075269
2002-02-05 00:00:00+00:00,0.00106952
2002-02-06 00:00:00+00:00,-0.02139037
2002-02-07 00:00:00+00:00,0.00108108
2002-02-08 00:00:00+00:00,0.00000000
2002-02-11 00:00:00+00:00,-0.00108108
2002-02-12 00:00:00+00:00,0.00649351
2002-02-13 00:00:00+00:00,0.02588997
2002-02-14 00:00:00+00:00,-0.00319489
2002-02-15 00:00:00+00:00,-0.01597444
2002-02-19 00:00:00+00:00,0.00429646
2002-02-20 00:00:00+00:00,0.01178992
2002-02-21 00:00:00+00:00,0.00000000
2002-02-22 00:00:00+00:00,-0.01384452
2002-02-25 00:00:00+00:00,-0.02893891
2002-02-26 00:00:00+00:00,-0.02285092
2002-02-27 00:00:00+00:00,0.01650165
2002-02-28 00:00:00+00:00,0.00218103
2002-03-01 00:00:00+00:00,0.01523395
2002-03-04 00:00:00+00:00,-0.01187905
2002-03-05 00:00:00+00:00,0.01086957
2002-03-06 00:00:00+00:00,-0.00757576
2002-03-07 00:00:00+00:00,-0.00760870
2002-03-08 00:00:00+00:00,0.00327154
2002-03-11 00:00:00+00:00,0.00871460
2002-03-12 00:00:00+00:00,0.00650759
2002-03-13 00:00:00+00:00,-0.02597403
2002-03-14 00:00:00+00:00,0.00328587
2002-03-15 00:00:00+00:00,-0.01531729
2002-03-18 00:00:00+00:00,0.00441014
2002-03-19 00:00:00+00:00,0.00000000
2002-03-20 00:00:00+00:00,-0.00440044
2002-03-21 00:00:00+00:00,-0.00441014
2002-03-22 00:00:00+00:00,-0.00662983
2002-03-25 00:00:00+00:00,-0.00665188
2002-03-26 00:00:00+00:00,0.00778643
2002-03-27 00:00:00+00:00,0.00997783
2002-03-28 00:00:00+00:00,-0.02756340
2002-04-01 00:00:00+00:00,0.00669643
2002-04-02 00:00:00+00:00,0.00222717
2002-04-03 00:00:00+00:00,-0.02224694
2002-04-04 00:00:00+00:00,0.00000000
2002-04-05 00:00:00+00:00,-0.00112486
2002-04-08 00:00:00+00:00,0.00674916
2002-04-09 00:00:00+00:00,-0.00224215
2002-04-10 00:00:00+00:00,-0.01571268
2002-04-11 00:00:00+00:00,-0.00677966
2002-04-12 00:00:00+00:00,-0.01247166
2002-04-15 00:00:00+00:00,-0.01141553
2002-04-16 00:00:00+00:00,0.01377727
2002-04-17 00:00:00+00:00,0.01482326
2002-04-18 00:00:00+00:00,-0.01470588
2002-04-19 00:00:00+00:00,-0.01824401
2002-04-22 00:00:00+00:00,0.01382488
2002-04-23 00:00:00+00:00,0.00572082
2002-04-24 00:00:00+00:00,-0.00798176
2002-04-25 00:00:00+00:00,-0.00114416
2002-04-26 00:00:00+00:00,0.00572082
2002-04-29 00:00:00+00:00,-0.02277904
2002-04-30 00:00:00+00:00,0.00115207
2002-05-01 00:00:00+00:00,0.02416571
2002-05-02 00:00:00+00:00,-0.02502844
2002-05-03 00:00:00+00:00,0.00576037
2002-05-06 00:00:00+00:00,-0.00344432
2002-05-07 00:00:00+00:00,0.03908046
2002-05-08 00:00:00+00:00,-0.00225734
2002-05-09 00:00:00+00:00,0.00564972
2002-05-10 00:00:00+00:00,0.00225479
2002-05-13 00:00:00+00:00,0.07770270
2002-05-14 00:00:00+00:00,0.00216920
2002-05-15 00:00:00+00:00,0.00866739
2002-05-16 00:00:00+00:00,-0.02696872
2002-05-17 00:00:00+00:00,-0.03719912
