Date,PALLAD
2000-05-01 00:00:00+00:00,0.03029326
2000-05-02 00:00:00+00:00,-0.09682540
2000-05-03 00:00:00+00:00,-0.01836394
2000-05-04 00:00:00+00:00,-0.01685630
2000-05-05 00:00:00+00:00,-0.01053526
2000-05-08 00:00:00+00:00,-0.00649129
2000-05-09 00:00:00+00:00,0.00205479
2000-05-10 00:00:00+00:00,-0.00171130
2000-05-11 00:00:00+00:00,-0.01970528
2000-05-12 00:00:00+00:00,-0.01462950
2000-05-15 00:00:00+00:00,-0.02048823
2000-05-16 00:00:00+00:00,0.02951542
2000-05-17 00:00:00+00:00,-0.01258681
2000-05-18 00:00:00+00:00,0.00698995
2000-05-19 00:00:00+00:00,0.01479547
2000-05-22 00:00:00+00:00,-0.02860847
2000-05-23 00:00:00+00:00,0.01762849
2000-05-24 00:00:00+00:00,-0.01913043
2000-05-25 00:00:00+00:00,-0.01235828
2000-05-26 00:00:00+00:00,0.00530973
2000-05-30 00:00:00+00:00,0.01750663
2000-05-31 00:00:00+00:00,0.02218520
2000-06-01 00:00:00+00:00,0.00051471
2000-06-02 00:00:00+00:00,0.04751286
2000-06-05 00:00:00+00:00,0.07646516
2000-06-06 00:00:00+00:00,0.00646047
2000-06-07 00:00:00+00:00,0.06600660
2000-06-08 00:00:00+00:00,0.00950674
2000-06-09 00:00:00+00:00,0.00263689
2000-06-12 00:00:00+00:00,0.00526683
2000-06-13 00:00:00+00:00,0.06195442
2000-06-14 00:00:00+00:00,-0.00689345
2000-06-15 00:00:00+00:00,0.02075188
2000-06-16 00:00:00+00:00,0.03884507
2000-06-19 00:00:00+00:00,0.02102343
2000-06-20 00:00:00+00:00,-0.01199162
2000-06-21 00:00:00+00:00,-0.02485465
2000-06-22 00:00:00+00:00,-0.08183089
2000-06-23 00:00:00+00:00,0.03176552
2000-06-26 00:00:00+00:00,0.01510574
2000-06-27 00:00:00+00:00,-0.03853073
2000-06-28 00:00:00+00:00,0.01865016
2000-06-29 00:00:00+00:00,-0.01802348
2000-06-30 00:00:00+00:00,-0.01941006
2000-07-05 00:00:00+00:00,-0.06875531
2000-07-06 00:00:00+00:00,0.05067541
2000-07-07 00:00:00+00:00,0.06805426
2000-07-10 00:00:00+00:00,0.02687401
2000-07-11 00:00:00+00:00,0.00581222
2000-07-12 00:00:00+00:00,-0.02303291
2000-07-13 00:00:00+00:00,0.01292844
2000-07-14 00:00:00+00:00,0.05048544
2000-07-17 00:00:00+00:00,0.06291415
2000-07-18 00:00:00+00:00,0.02612072
2000-07-19 00:00:00+00:00,-0.01045296
2000-07-20 00:00:00+00:00,0.06122592
2000-07-21 00:00:00+00:00,0.08031528
2000-07-24 00:00:00+00:00,-0.00640188
2000-07-25 00:00:00+00:00,0.00209712
2000-07-26 00:00:00+00:00,0.00000000
2000-07-27 00:00:00+00:00,-0.00523560
2000-07-28 00:00:00+00:00,0.02887139
2000-07-31 00:00:00+00:00,0.11888745
2000-08-01 00:00:00+00:00,0.05384944
2000-08-02 00:00:00+00:00,0.03004751
2000-08-03 00:00:00+00:00,-0.14629012
2000-08-04 00:00:00+00:00,-0.02613306
2000-08-07 00:00:00+00:00,-0.10962584
2000-08-08 00:00:00+00:00,0.09100758
2000-08-09 00:00:00+00:00,0.03601036
2000-08-10 00:00:00+00:00,0.01654681
2000-08-11 00:00:00+00:00,-0.01551267
2000-08-14 00:00:00+00:00,-0.10388288
2000-08-15 00:00:00+00:00,0.07173081
2000-08-16 00:00:00+00:00,-0.03045422
2000-08-17 00:00:00+00:00,-0.03921569
2000-08-18 00:00:00+00:00,-0.02315436
2000-08-21 00:00:00+00:00,0.02171700
2000-08-22 00:00:00+00:00,-0.01403627
2000-08-23 00:00:00+00:00,-0.02340526
2000-08-24 00:00:00+00:00,-0.02471353
2000-08-25 00:00:00+00:00,0.00887656
2000-08-28 00:00:00+00:00,-0.02956005
2000-08-29 00:00:00+00:00,0.01404494
2000-08-30 00:00:00+00:00,-0.00412011
2000-08-31 00:00:00+00:00,0.01598766
2000-09-01 00:00:00+00:00,0.02212174
2000-09-05 00:00:00+00:00,-0.01114628
2000-09-06 00:00:00+00:00,0.05078530
2000-09-07 00:00:00+00:00,0.06297297
2000-09-08 00:00:00+00:00,-0.01781737
2000-09-11 00:00:00+00:00,-0.00753470
2000-09-12 00:00:00+00:00,0.03781596
2000-09-13 00:00:00+00:00,-0.05964318
2000-09-14 00:00:00+00:00,-0.06342282
2000-09-15 00:00:00+00:00,0.00798611
2000-09-18 00:00:00+00:00,-0.03250346
2000-09-19 00:00:00+00:00,0.03094233
2000-09-20 00:00:00+00:00,-0.01315789
2000-09-21 00:00:00+00:00,0.02858139
2000-09-22 00:00:00+00:00,0.02886598
2000-09-25 00:00:00+00:00,-0.05894309
2000-09-26 00:00:00+00:00,0.00488656
2000-09-27 00:00:00+00:00,-0.00417827
2000-09-28 00:00:00+00:00,-0.02372645
2000-09-29 00:00:00+00:00,0.01906780
2000-10-02 00:00:00+00:00,0.00601525
2000-10-03 00:00:00+00:00,0.03040446
2000-10-04 00:00:00+00:00,0.01744985
2000-10-05 00:00:00+00:00,0.02683375
2000-10-06 00:00:00+00:00,-0.00846774
2000-10-09 00:00:00+00:00,-0.01066343
2000-10-10 00:00:00+00:00,-0.00040711
2000-10-11 00:00:00+00:00,0.00705803
2000-10-12 00:00:00+00:00,0.00446338
2000-10-13 00:00:00+00:00,-0.00809717
2000-10-16 00:00:00+00:00,0.00176152
2000-10-17 00:00:00+00:00,-0.00040615
2000-10-18 00:00:00+00:00,0.00406229
2000-10-19 00:00:00+00:00,0.05594595
2000-10-20 00:00:00+00:00,-0.00184041
2000-10-23 00:00:00+00:00,0.00355263
2000-10-24 00:00:00+00:00,-0.02456163
2000-10-25 00:00:00+00:00,0.00505319
2000-10-26 00:00:00+00:00,0.00291816
2000-10-27 00:00:00+00:00,0.00264901
2000-10-30 00:00:00+00:00,-0.01058201
2000-10-31 00:00:00+00:00,0.07992021
2000-11-01 00:00:00+00:00,-0.01240330
2000-11-02 00:00:00+00:00,0.04258878
2000-11-03 00:00:00+00:00,-0.00881612
2000-11-06 00:00:00+00:00,-0.03289058
2000-11-07 00:00:00+00:00,0.00810289
2000-11-08 00:00:00+00:00,0.00064041
2000-11-09 00:00:00+00:00,0.00934699
2000-11-10 00:00:00+00:00,0.00127462
2000-11-13 00:00:00+00:00,-0.02241895
2000-11-14 00:00:00+00:00,0.02059202
2000-11-15 00:00:00+00:00,0.00000000
2000-11-16 00:00:00+00:00,0.00127389
2000-11-17 00:00:00+00:00,-0.00356688
2000-11-20 00:00:00+00:00,0.00485251
2000-11-21 00:00:00+00:00,-0.00127389
2000-11-22 00:00:00+00:00,0.01503185
2000-11-27 00:00:00+00:00,0.00715326
2000-11-28 00:00:00+00:00,0.02772527
2000-11-29 00:00:00+00:00,0.00416408
2000-11-30 00:00:00+00:00,0.02512843
2000-12-01 00:00:00+00:00,0.05281174
2000-12-04 00:00:00+00:00,0.09623630
2000-12-05 00:00:00+00:00,-0.02727273
2000-12-06 00:00:00+00:00,-0.02661290
2000-12-07 00:00:00+00:00,0.10169887
2000-12-08 00:00:00+00:00,0.01288889
2000-12-11 00:00:00+00:00,0.02925591
2000-12-12 00:00:00+00:00,0.02633154
2000-12-13 00:00:00+00:00,-0.08097514
2000-12-14 00:00:00+00:00,0.06514075
2000-12-15 00:00:00+00:00,0.04108178
2000-12-18 00:00:00+00:00,-0.00488582
2000-12-19 00:00:00+00:00,-0.06218058
2000-12-20 00:00:00+00:00,0.06153846
2000-12-21 00:00:00+00:00,0.01492537
2000-12-22 00:00:00+00:00,0.03174603
2000-12-26 00:00:00+00:00,-0.00208333
2000-12-27 00:00:00+00:00,0.01042753
2000-12-28 00:00:00+00:00,-0.02282158
2000-12-29 00:00:00+00:00,0.00304302
2001-01-02 00:00:00+00:00,0.02944104
2001-01-03 00:00:00+00:00,0.04109448
2001-01-04 00:00:00+00:00,-0.01295022
2001-01-05 00:00:00+00:00,0.00814664
2001-01-08 00:00:00+00:00,0.08032454
2001-01-09 00:00:00+00:00,0.01716069
2001-01-10 00:00:00+00:00,0.07424594
2001-01-11 00:00:00+00:00,-0.05602163
2001-01-12 00:00:00+00:00,0.00679263
2001-01-16 00:00:00+00:00,-0.04272935
2001-01-17 00:00:00+00:00,-0.05649827
2001-01-18 00:00:00+00:00,0.06144301
2001-01-19 00:00:00+00:00,0.06310680
2001-01-22 00:00:00+00:00,0.02014118
2001-01-23 00:00:00+00:00,-0.02827381
2001-01-24 00:00:00+00:00,-0.02339623
2001-01-25 00:00:00+00:00,0.04849179
2001-01-26 00:00:00+00:00,0.00744186
2001-01-29 00:00:00+00:00,-0.04448563
2001-01-30 00:00:00+00:00,0.00901328
2001-01-31 00:00:00+00:00,-0.00746163
2001-02-01 00:00:00+00:00,-0.00037922
2001-02-02 00:00:00+00:00,0.00294229
2001-02-05 00:00:00+00:00,0.05335734
2001-02-06 00:00:00+00:00,-0.01163650
2001-02-07 00:00:00+00:00,-0.00743149
2001-02-08 00:00:00+00:00,-0.05522388
2001-02-09 00:00:00+00:00,-0.05691525
2001-02-12 00:00:00+00:00,-0.08643564
2001-02-13 00:00:00+00:00,0.03823438
2001-02-14 00:00:00+00:00,-0.01657262
2001-02-15 00:00:00+00:00,0.02122750
2001-02-16 00:00:00+00:00,-0.01167513
2001-02-20 00:00:00+00:00,-0.01174668
2001-02-21 00:00:00+00:00,-0.07523124
2001-02-22 00:00:00+00:00,-0.08757539
2001-02-23 00:00:00+00:00,-0.08457015
2001-02-26 00:00:00+00:00,0.00222222
2001-02-27 00:00:00+00:00,-0.00806122
2001-02-28 00:00:00+00:00,-0.00941176
2001-03-01 00:00:00+00:00,-0.10201900
2001-03-02 00:00:00+00:00,-0.08267150
2001-03-05 00:00:00+00:00,0.02349869
2001-03-06 00:00:00+00:00,-0.00993548
2001-03-07 00:00:00+00:00,0.06475426
2001-03-08 00:00:00+00:00,0.06113099
2001-03-09 00:00:00+00:00,-0.02227632
2001-03-12 00:00:00+00:00,-0.07422909
2001-03-13 00:00:00+00:00,0.01738686
2001-03-14 00:00:00+00:00,0.02788340
2001-03-15 00:00:00+00:00,0.00250000
2001-03-16 00:00:00+00:00,0.02372035
2001-03-19 00:00:00+00:00,-0.00616903
2001-03-20 00:00:00+00:00,-0.02722772
2001-03-21 00:00:00+00:00,-0.03011292
2001-03-22 00:00:00+00:00,-0.02038217
2001-03-23 00:00:00+00:00,0.00772201
2001-03-26 00:00:00+00:00,-0.01538462
2001-03-27 00:00:00+00:00,-0.00775194
2001-03-28 00:00:00+00:00,-0.03190661
2001-03-29 00:00:00+00:00,-0.05456702
2001-03-30 00:00:00+00:00,0.01626016
2001-04-02 00:00:00+00:00,-0.05013441
2001-04-03 00:00:00+00:00,-0.07637692
2001-04-04 00:00:00+00:00,-0.00000000
2001-04-05 00:00:00+00:00,-0.03344578
2001-04-06 00:00:00+00:00,0.02204380
2001-04-09 00:00:00+00:00,-0.01516136
2001-04-10 00:00:00+00:00,-0.02706242
2001-04-11 00:00:00+00:00,-0.02949853
2001-04-12 00:00:00+00:00,-0.03038922
2001-04-16 00:00:00+00:00,0.01869727
2001-04-17 00:00:00+00:00,0.26141559
2001-04-18 00:00:00+00:00,-0.07072692
2001-04-19 00:00:00+00:00,-0.09023066
2001-04-20 00:00:00+00:00,0.00440341
2001-04-23 00:00:00+00:00,0.04096095
2001-04-24 00:00:00+00:00,-0.02777778
2001-04-25 00:00:00+00:00,-0.00633803
2001-04-26 00:00:00+00:00,-0.01850936
2001-04-27 00:00:00+00:00,-0.03679407
2001-04-30 00:00:00+00:00,-0.00087171
2001-05-01 00:00:00+00:00,-0.02761628
2001-05-02 00:00:00+00:00,-0.01179941
2001-05-03 00:00:00+00:00,-0.00556380
2001-05-04 00:00:00+00:00,0.02380952
2001-05-07 00:00:00+00:00,-0.02573529
2001-05-08 00:00:00+00:00,0.00633147
2001-05-09 00:00:00+00:00,0.00222800
2001-05-10 00:00:00+00:00,-0.03976261
2001-05-11 00:00:00+00:00,-0.01392673
2001-05-14 00:00:00+00:00,-0.08841463
2001-05-15 00:00:00+00:00,0.05063796
2001-05-16 00:00:00+00:00,-0.00031104
2001-05-17 00:00:00+00:00,0.03686421
2001-05-18 00:00:00+00:00,-0.00190913
2001-05-21 00:00:00+00:00,0.00764526
2001-05-22 00:00:00+00:00,-0.01751714
2001-05-23 00:00:00+00:00,-0.02036895
2001-05-24 00:00:00+00:00,0.03729604
2001-05-25 00:00:00+00:00,0.01559285
2001-05-29 00:00:00+00:00,0.00075758
2001-05-30 00:00:00+00:00,-0.03860712
2001-05-31 00:00:00+00:00,-0.00455598
2001-06-01 00:00:00+00:00,-0.00705919
2001-06-04 00:00:00+00:00,0.00000000
2001-06-05 00:00:00+00:00,-0.03218750
2001-06-06 00:00:00+00:00,-0.02901293
2001-06-07 00:00:00+00:00,-0.01840000
2001-06-08 00:00:00+00:00,0.00500606
2001-06-11 00:00:00+00:00,-0.01224227
2001-06-12 00:00:00+00:00,-0.03808752
2001-06-13 00:00:00+00:00,-0.01353694
2001-06-14 00:00:00+00:00,0.01113604
2001-06-15 00:00:00+00:00,0.01652893
2001-06-18 00:00:00+00:00,0.01098361
2001-06-19 00:00:00+00:00,0.00864107
2001-06-20 00:00:00+00:00,0.03896104
2001-06-21 00:00:00+00:00,-0.02117834
2001-06-22 00:00:00+00:00,-0.01078297
2001-06-25 00:00:00+00:00,-0.01294498
2001-06-26 00:00:00+00:00,-0.00651466
2001-06-27 00:00:00+00:00,-0.01307190
2001-06-28 00:00:00+00:00,-0.04276316
2001-06-29 00:00:00+00:00,0.01663866
2001-07-02 00:00:00+00:00,0.00516710
2001-07-03 00:00:00+00:00,-0.04821280
2001-07-05 00:00:00+00:00,-0.01022147
2001-07-06 00:00:00+00:00,-0.02397260
2001-07-09 00:00:00+00:00,-0.00225303
2001-07-10 00:00:00+00:00,-0.04285590
2001-07-11 00:00:00+00:00,0.00354610
2001-07-12 00:00:00+00:00,0.00123894
2001-07-13 00:00:00+00:00,-0.03661449
2001-07-16 00:00:00+00:00,-0.03567568
2001-07-17 00:00:00+00:00,-0.07374794
2001-07-18 00:00:00+00:00,-0.01600000
2001-07-19 00:00:00+00:00,-0.03379416
2001-07-20 00:00:00+00:00,-0.12773437
2001-07-23 00:00:00+00:00,-0.01585646
2001-07-24 00:00:00+00:00,-0.00946372
2001-07-25 00:00:00+00:00,-0.01586462
2001-07-26 00:00:00+00:00,-0.01705757
2001-07-27 00:00:00+00:00,-0.04344086
2001-07-30 00:00:00+00:00,-0.07960418
2001-07-31 00:00:00+00:00,0.11188651
2001-08-01 00:00:00+00:00,0.03683640
2001-08-02 00:00:00+00:00,0.05319149
2001-08-03 00:00:00+00:00,0.01948187
2001-08-06 00:00:00+00:00,-0.06797412
2001-08-07 00:00:00+00:00,-0.10693027
2001-08-08 00:00:00+00:00,-0.00561482
2001-08-09 00:00:00+00:00,0.04504505
2001-08-10 00:00:00+00:00,0.09251101
2001-08-13 00:00:00+00:00,-0.01347368
2001-08-14 00:00:00+00:00,-0.09311441
2001-08-15 00:00:00+00:00,-0.04531319
2001-08-16 00:00:00+00:00,0.01363636
2001-08-17 00:00:00+00:00,0.03148984
2001-08-20 00:00:00+00:00,-0.02244444
2001-08-21 00:00:00+00:00,0.00876404
2001-08-22 00:00:00+00:00,0.01230425
2001-08-23 00:00:00+00:00,-0.02888889
2001-08-24 00:00:00+00:00,0.02700150
2001-08-27 00:00:00+00:00,-0.01001112
2001-08-28 00:00:00+00:00,0.11291224
2001-08-29 00:00:00+00:00,-0.00042328
2001-08-30 00:00:00+00:00,-0.05881731
2001-08-31 00:00:00+00:00,0.02281668
2001-09-04 00:00:00+00:00,0.00659341
2001-09-05 00:00:00+00:00,0.01561135
2001-09-06 00:00:00+00:00,-0.01537139
2001-09-07 00:00:00+00:00,-0.00731441
2001-09-10 00:00:00+00:00,0.00956780
2001-09-17 00:00:00+00:00,0.02396514
2001-09-18 00:00:00+00:00,0.00000000
2001-09-19 00:00:00+00:00,-0.01063830
2001-09-20 00:00:00+00:00,-0.03010753
2001-09-21 00:00:00+00:00,-0.01995565
2001-09-24 00:00:00+00:00,-0.02488688
2001-09-25 00:00:00+00:00,-0.02320186
2001-09-26 00:00:00+00:00,-0.06318290
2001-09-27 00:00:00+00:00,-0.03651116
2001-09-28 00:00:00+00:00,-0.06052632
2001-10-01 00:00:00+00:00,-0.08949580
2001-10-02 00:00:00+00:00,0.03061068
2001-10-03 00:00:00+00:00,-0.26085637
2001-10-04 00:00:00+00:00,0.00000000
2001-10-05 00:00:00+00:00,0.03812317
2001-10-08 00:00:00+00:00,-0.00776978
2001-10-09 00:00:00+00:00,-0.02397804
2001-10-10 00:00:00+00:00,0.01754386
2001-10-11 00:00:00+00:00,0.04057971
2001-10-12 00:00:00+00:00,0.02159091
2001-10-15 00:00:00+00:00,0.02360877
2001-10-16 00:00:00+00:00,-0.12222222
2001-10-17 00:00:00+00:00,-0.02958580
2001-10-18 00:00:00+00:00,-0.03243243
2001-10-19 00:00:00+00:00,-0.04334554
2001-10-22 00:00:00+00:00,-0.01464174
2001-10-23 00:00:00+00:00,0.03828652
2001-10-24 00:00:00+00:00,-0.04000000
2001-10-25 00:00:00+00:00,0.01569859
2001-10-26 00:00:00+00:00,0.13862928
2001-10-29 00:00:00+00:00,0.02332362
2001-10-30 00:00:00+00:00,-0.09798271
2001-10-31 00:00:00+00:00,-0.08242424
2001-11-01 00:00:00+00:00,0.00379267
2001-11-02 00:00:00+00:00,0.11356467
2001-11-05 00:00:00+00:00,-0.04388060
2001-11-06 00:00:00+00:00,-0.01464978
2001-11-07 00:00:00+00:00,-0.00153728
2001-11-08 00:00:00+00:00,0.00769231
2001-11-09 00:00:00+00:00,-0.00306748
2001-11-12 00:00:00+00:00,0.06144393
2001-11-13 00:00:00+00:00,-0.12265276
2001-11-14 00:00:00+00:00,0.02507937
2001-11-15 00:00:00+00:00,0.04357367
2001-11-16 00:00:00+00:00,0.09802117
2001-11-19 00:00:00+00:00,-0.01783626
2001-11-20 00:00:00+00:00,-0.05176991
2001-11-21 00:00:00+00:00,0.02893063
2001-11-26 00:00:00+00:00,-0.01492537
2001-11-27 00:00:00+00:00,0.01726727
2001-11-28 00:00:00+00:00,0.00521221
2001-11-29 00:00:00+00:00,-0.00208024
2001-11-30 00:00:00+00:00,0.04571173
2001-12-03 00:00:00+00:00,0.03161042
2001-12-04 00:00:00+00:00,0.01311249
2001-12-05 00:00:00+00:00,0.01212534
2001-12-06 00:00:00+00:00,0.05976578
2001-12-07 00:00:00+00:00,0.06185698
2001-12-10 00:00:00+00:00,0.02691388
2001-12-11 00:00:00+00:00,-0.07035527
2001-12-12 00:00:00+00:00,-0.06365117
2001-12-13 00:00:00+00:00,0.03572862
2001-12-14 00:00:00+00:00,0.03423773
2001-12-17 00:00:00+00:00,0.01936290
2001-12-18 00:00:00+00:00,-0.00980392
2001-12-19 00:00:00+00:00,-0.01361386
2001-12-20 00:00:00+00:00,-0.00627353
2001-12-21 00:00:00+00:00,0.03737374
2001-12-26 00:00:00+00:00,0.03213242
2001-12-27 00:00:00+00:00,0.02830189
2001-12-28 00:00:00+00:00,0.03096330
2001-12-31 00:00:00+00:00,-0.00333704
2002-01-02 00:00:00+00:00,-0.02008929
2002-01-03 00:00:00+00:00,-0.00865604
2002-01-04 00:00:00+00:00,-0.02228860
2002-01-07 00:00:00+00:00,0.20094007
2002-01-08 00:00:00+00:00,0.03301887
2002-01-09 00:00:00+00:00,0.01856148
2002-01-10 00:00:00+00:00,0.00689655
2002-01-11 00:00:00+00:00,-0.01443299
2002-01-14 00:00:00+00:00,-0.01592246
2002-01-15 00:00:00+00:00,-0.07397069
2002-01-16 00:00:00+00:00,0.05314010
2002-01-17 00:00:00+00:00,-0.02117647
2002-01-18 00:00:00+00:00,-0.02687277
2002-01-22 00:00:00+00:00,-0.08123418
2002-01-23 00:00:00+00:00,-0.07286432
2002-01-24 00:00:00+00:00,-0.00782269
2002-01-25 00:00:00+00:00,0.03219895
2002-01-28 00:00:00+00:00,-0.05745202
2002-01-29 00:00:00+00:00,-0.03183024
2002-01-30 00:00:00+00:00,0.00727763
2002-01-31 00:00:00+00:00,-0.01799382
2002-02-01 00:00:00+00:00,0.00542005
2002-02-04 00:00:00+00:00,0.02162162
2002-02-05 00:00:00+00:00,-0.00601604
2002-02-06 00:00:00+00:00,-0.01152815
2002-02-07 00:00:00+00:00,0.02777403
2002-02-08 00:00:00+00:00,-0.01063830
2002-02-11 00:00:00+00:00,-0.01671123
2002-02-12 00:00:00+00:00,0.01078167
2002-02-13 00:00:00+00:00,0.10522788
2002-02-14 00:00:00+00:00,-0.03269720
2002-02-15 00:00:00+00:00,-0.04163434
2002-02-19 00:00:00+00:00,-0.01927902
2002-02-20 00:00:00+00:00,-0.02733333
2002-02-21 00:00:00+00:00,0.02021427
2002-02-22 00:00:00+00:00,-0.02113712
2002-02-25 00:00:00+00:00,0.02677123
2002-02-26 00:00:00+00:00,0.02818971
2002-02-27 00:00:00+00:00,0.00355591
2002-02-28 00:00:00+00:00,-0.05354331
2002-03-01 00:00:00+00:00,0.01186624
2002-03-04 00:00:00+00:00,-0.00268097
2002-03-05 00:00:00+00:00,-0.04966443
2002-03-06 00:00:00+00:00,-0.00550964
2002-03-07 00:00:00+00:00,0.00911602
2002-03-08 00:00:00+00:00,0.05692287
2002-03-11 00:00:00+00:00,0.00748663
2002-03-12 00:00:00+00:00,-0.01945888
2002-03-13 00:00:00+00:00,-0.04414536
2002-03-14 00:00:00+00:00,0.02036884
2002-03-15 00:00:00+00:00,0.01089918
2002-03-18 00:00:00+00:00,0.02710027
2002-03-19 00:00:00+00:00,0.00534759
2002-03-20 00:00:00+00:00,0.01600000
2002-03-21 00:00:00+00:00,-0.00264550
2002-03-22 00:00:00+00:00,0.01880795
2002-03-25 00:00:00+00:00,0.08371605
2002-03-26 00:00:00+00:00,-0.02317380
2002-03-27 00:00:00+00:00,-0.01987768
2002-03-28 00:00:00+00:00,0.00205920
2002-04-01 00:00:00+00:00,0.00899974
2002-04-02 00:00:00+00:00,-0.00332779
2002-04-03 00:00:00+00:00,-0.10128205
2002-04-04 00:00:00+00:00,-0.04996624
2002-04-05 00:00:00+00:00,0.00554017
2002-04-08 00:00:00+00:00,0.00552486
2002-04-09 00:00:00+00:00,0.00550964
2002-04-10 00:00:00+00:00,0.00824176
2002-04-11 00:00:00+00:00,0.04651163
2002-04-12 00:00:00+00:00,-0.02139037
2002-04-15 00:00:00+00:00,-0.00540541
2002-04-16 00:00:00+00:00,0.00352304
2002-04-17 00:00:00+00:00,-0.00351684
2002-04-18 00:00:00+00:00,0.04769648
2002-04-19 00:00:00+00:00,-0.01879301
2002-04-22 00:00:00+00:00,-0.01977288
2002-04-23 00:00:00+00:00,0.00242882
2002-04-24 00:00:00+00:00,0.00000000
2002-04-25 00:00:00+00:00,-0.02156334
2002-04-26 00:00:00+00:00,-0.00108992
2002-04-29 00:00:00+00:00,-0.02181025
2002-04-30 00:00:00+00:00,-0.03748622
2002-05-01 00:00:00+00:00,-0.02475387
2002-05-02 00:00:00+00:00,-0.01552264
2002-05-03 00:00:00+00:00,0.01752874
2002-05-06 00:00:00+00:00,0.02250392
2002-05-07 00:00:00+00:00,0.01619718
2002-05-08 00:00:00+00:00,0.00558659
2002-05-09 00:00:00+00:00,-0.03621170
2002-05-10 00:00:00+00:00,0.00851064
2002-05-13 00:00:00+00:00,-0.02768362
2002-05-14 00:00:00+00:00,0.02262962
2002-05-15 00:00:00+00:00,0.08498584
2002-05-16 00:00:00+00:00,0.01086957
2002-05-17 00:00:00+00:00,0.02337838
2002-05-20 00:00:00+00:00,0.04365821
2002-05-21 00:00:00+00:00,-0.06583072
2002-05-22 00:00:00+00:00,-0.04970958
2002-05-23 00:00:00+00:00,-0.03878116
2002-05-24 00:00:00+00:00,-0.01700515
