Date,WHEY
2007-08-30 00:00:00+00:00,0.00000000
2007-08-31 00:00:00+00:00,-0.11518325
2007-09-04 00:00:00+00:00,0.00555556
2007-09-05 00:00:00+00:00,-0.02222222
2007-09-06 00:00:00+00:00,-0.17777778
2007-09-07 00:00:00+00:00,0.00609756
2007-09-10 00:00:00+00:00,-0.00606061
2007-09-11 00:00:00+00:00,0.07311173
2007-09-12 00:00:00+00:00,0.00000000
2007-09-13 00:00:00+00:00,-0.03488372
2007-09-14 00:00:00+00:00,0.00000000
2007-09-17 00:00:00+00:00,0.00000000
2007-09-18 00:00:00+00:00,-0.00059524
2007-09-19 00:00:00+00:00,-0.03216200
2007-09-20 00:00:00+00:00,-0.02743902
2007-09-21 00:00:00+00:00,0.00609756
2007-09-24 00:00:00+00:00,0.00609756
2007-09-25 00:00:00+00:00,0.00000000
2007-09-26 00:00:00+00:00,-0.01219512
2007-09-27 00:00:00+00:00,0.01219512
2007-09-28 00:00:00+00:00,0.00000000
2007-10-01 00:00:00+00:00,-0.02439024
2007-10-02 00:00:00+00:00,0.01234568
2007-10-03 00:00:00+00:00,0.00000000
2007-10-04 00:00:00+00:00,0.16951220
2007-10-05 00:00:00+00:00,-0.02217169
2007-10-08 00:00:00+00:00,0.00000000
2007-10-09 00:00:00+00:00,0.00000000
2007-10-10 00:00:00+00:00,0.00000000
2007-10-11 00:00:00+00:00,0.05741899
2007-10-12 00:00:00+00:00,-0.00005900
2007-10-15 00:00:00+00:00,-0.00054377
2007-10-16 00:00:00+00:00,0.00054377
2007-10-17 00:00:00+00:00,0.01086957
2007-10-18 00:00:00+00:00,0.02173913
2007-10-19 00:00:00+00:00,-0.00534759
2007-10-22 00:00:00+00:00,0.00000000
2007-10-23 00:00:00+00:00,-0.03225806
2007-10-24 00:00:00+00:00,0.00000000
2007-10-25 00:00:00+00:00,0.00000000
2007-10-26 00:00:00+00:00,-0.03225806
2007-10-29 00:00:00+00:00,0.00000000
2007-10-30 00:00:00+00:00,0.00000000
2007-10-31 00:00:00+00:00,-0.00555556
2007-11-01 00:00:00+00:00,0.00000000
2007-11-02 00:00:00+00:00,-0.00055556
2007-11-05 00:00:00+00:00,0.00000000
2007-11-06 00:00:00+00:00,0.00611111
2007-11-07 00:00:00+00:00,-0.00555556
2007-11-08 00:00:00+00:00,-0.00555556
2007-11-09 00:00:00+00:00,0.00000000
2007-11-12 00:00:00+00:00,0.00000000
2007-11-13 00:00:00+00:00,-0.04475174
2007-11-14 00:00:00+00:00,0.00000000
2007-11-15 00:00:00+00:00,-0.04494382
2007-11-16 00:00:00+00:00,-0.00578035
2007-11-19 00:00:00+00:00,0.01190476
2007-11-20 00:00:00+00:00,0.02440476
2007-11-21 00:00:00+00:00,0.01685067
2007-11-23 00:00:00+00:00,0.00000000
2007-11-26 00:00:00+00:00,0.03965517
2007-11-27 00:00:00+00:00,-0.03965517
2007-11-28 00:00:00+00:00,0.00581395
2007-11-29 00:00:00+00:00,-0.08139535
2007-11-30 00:00:00+00:00,0.00609756
2007-12-03 00:00:00+00:00,-0.02424242
2007-12-04 00:00:00+00:00,-0.04294479
2007-12-05 00:00:00+00:00,-0.02500000
2007-12-06 00:00:00+00:00,-0.11538462
2007-12-07 00:00:00+00:00,0.00000000
2007-12-10 00:00:00+00:00,0.00000000
2007-12-11 00:00:00+00:00,-0.00005900
2007-12-12 00:00:00+00:00,0.02739726
2007-12-13 00:00:00+00:00,0.00000000
2007-12-14 00:00:00+00:00,0.00000000
2007-12-17 00:00:00+00:00,-0.14666667
2007-12-18 00:00:00+00:00,-0.01388889
2007-12-19 00:00:00+00:00,-0.01408451
2007-12-20 00:00:00+00:00,-0.09285714
2007-12-21 00:00:00+00:00,0.07086614
2007-12-24 00:00:00+00:00,0.00000000
2007-12-26 00:00:00+00:00,0.00000000
2007-12-27 00:00:00+00:00,0.03676471
2007-12-28 00:00:00+00:00,-0.04285714
2007-12-31 00:00:00+00:00,0.00000000
2008-01-02 00:00:00+00:00,0.00000000
2008-01-03 00:00:00+00:00,0.00000000
2008-01-04 00:00:00+00:00,0.05882353
2008-01-07 00:00:00+00:00,0.00000000
2008-01-08 00:00:00+00:00,0.00000000
2008-01-09 00:00:00+00:00,-0.09285714
2008-01-10 00:00:00+00:00,-0.15909091
2008-01-11 00:00:00+00:00,-0.03424703
2008-01-14 00:00:00+00:00,-0.03448276
2008-01-15 00:00:00+00:00,0.00000000
2008-01-16 00:00:00+00:00,-0.10344828
2008-01-17 00:00:00+00:00,0.05172414
2008-01-18 00:00:00+00:00,0.00000000
2008-01-22 00:00:00+00:00,0.00000000
2008-01-23 00:00:00+00:00,0.03508772
2008-01-24 00:00:00+00:00,-0.01724138
2008-01-25 00:00:00+00:00,0.00000000
2008-01-28 00:00:00+00:00,-0.06140351
2008-01-29 00:00:00+00:00,0.00000000
2008-01-30 00:00:00+00:00,0.02631579
2008-01-31 00:00:00+00:00,0.00000000
2008-02-01 00:00:00+00:00,0.00000000
2008-02-04 00:00:00+00:00,0.00000000
2008-02-05 00:00:00+00:00,0.00000000
2008-02-06 00:00:00+00:00,-0.01754386
2008-02-07 00:00:00+00:00,-0.07079646
2008-02-08 00:00:00+00:00,0.00000000
2008-02-11 00:00:00+00:00,-0.00005900
2008-02-12 00:00:00+00:00,-0.11111111
2008-02-13 00:00:00+00:00,-0.02000000
2008-02-14 00:00:00+00:00,-0.02000000
2008-02-15 00:00:00+00:00,0.00000000
2008-02-19 00:00:00+00:00,0.00000000
2008-02-20 00:00:00+00:00,0.00000000
2008-02-21 00:00:00+00:00,0.03000000
2008-02-22 00:00:00+00:00,0.00000000
2008-02-25 00:00:00+00:00,0.01960784
2008-02-26 00:00:00+00:00,0.00000000
2008-02-27 00:00:00+00:00,0.10576923
2008-02-28 00:00:00+00:00,0.00000000
2008-02-29 00:00:00+00:00,0.00892857
2008-03-03 00:00:00+00:00,-0.02678571
2008-03-04 00:00:00+00:00,-0.00909091
2008-03-05 00:00:00+00:00,0.08256881
2008-03-06 00:00:00+00:00,0.00000000
2008-03-07 00:00:00+00:00,0.00000000
2008-03-10 00:00:00+00:00,0.00000000
2008-03-11 00:00:00+00:00,0.00000000
2008-03-12 00:00:00+00:00,-0.00005900
2008-03-13 00:00:00+00:00,0.00000000
2008-03-14 00:00:00+00:00,0.00000000
2008-03-17 00:00:00+00:00,0.00000000
2008-03-18 00:00:00+00:00,0.00000000
2008-03-19 00:00:00+00:00,0.05172414
2008-03-20 00:00:00+00:00,-0.05737705
2008-03-24 00:00:00+00:00,0.04491525
2008-03-25 00:00:00+00:00,0.00000000
2008-03-26 00:00:00+00:00,0.03852459
2008-03-27 00:00:00+00:00,0.02439024
2008-03-28 00:00:00+00:00,0.01507937
2008-03-31 00:00:00+00:00,-0.00078802
2008-04-01 00:00:00+00:00,0.00000000
2008-04-02 00:00:00+00:00,0.00000000
2008-04-03 00:00:00+00:00,0.00000000
2008-04-04 00:00:00+00:00,0.00000000
2008-04-07 00:00:00+00:00,0.05520505
2008-04-08 00:00:00+00:00,0.00157729
2008-04-09 00:00:00+00:00,0.07086614
2008-04-10 00:00:00+00:00,-0.00740741
2008-04-11 00:00:00+00:00,-0.01487381
2008-04-14 00:00:00+00:00,0.00000000
2008-04-15 00:00:00+00:00,0.00000000
2008-04-16 00:00:00+00:00,0.00000000
2008-04-17 00:00:00+00:00,0.02222222
2008-04-18 00:00:00+00:00,0.10294118
2008-04-21 00:00:00+00:00,0.00000000
2008-04-22 00:00:00+00:00,-0.00666667
2008-04-23 00:00:00+00:00,-0.10666667
2008-04-24 00:00:00+00:00,-0.11428571
2008-04-25 00:00:00+00:00,0.00000000
2008-04-28 00:00:00+00:00,0.05984848
2008-04-29 00:00:00+00:00,0.00000000
2008-04-30 00:00:00+00:00,0.00000000
2008-05-01 00:00:00+00:00,0.00000000
2008-05-02 00:00:00+00:00,-0.00662252
2008-05-05 00:00:00+00:00,0.00740741
2008-05-06 00:00:00+00:00,-0.02647059
2008-05-07 00:00:00+00:00,0.00000000
2008-05-08 00:00:00+00:00,-0.03323263
2008-05-09 00:00:00+00:00,0.01515152
2008-05-12 00:00:00+00:00,0.00000000
2008-05-13 00:00:00+00:00,-0.00005900
2008-05-14 00:00:00+00:00,0.02272727
2008-05-15 00:00:00+00:00,-0.02222222
2008-05-16 00:00:00+00:00,-0.03731343
2008-05-19 00:00:00+00:00,0.02325581
2008-05-20 00:00:00+00:00,0.12868217
2008-05-21 00:00:00+00:00,-0.04532967
2008-05-22 00:00:00+00:00,-0.04652778
2008-05-23 00:00:00+00:00,-0.03832249
2008-05-27 00:00:00+00:00,-0.01459854
2008-05-28 00:00:00+00:00,-0.00740741
2008-05-29 00:00:00+00:00,0.00000000
2008-05-30 00:00:00+00:00,-0.01492537
2008-06-02 00:00:00+00:00,0.01515152
2008-06-03 00:00:00+00:00,0.00000000
2008-06-04 00:00:00+00:00,0.00000000
2008-06-05 00:00:00+00:00,0.00000000
2008-06-06 00:00:00+00:00,0.00000000
2008-06-09 00:00:00+00:00,-0.02985075
2008-06-10 00:00:00+00:00,-0.02238806
2008-06-11 00:00:00+00:00,0.00757576
2008-06-12 00:00:00+00:00,-0.00005900
2008-06-13 00:00:00+00:00,0.00000000
2008-06-16 00:00:00+00:00,-0.01515152
2008-06-17 00:00:00+00:00,-0.01526718
2008-06-18 00:00:00+00:00,-0.00781250
2008-06-19 00:00:00+00:00,0.05468750
2008-06-20 00:00:00+00:00,-0.00740741
2008-06-23 00:00:00+00:00,0.00000000
2008-06-24 00:00:00+00:00,0.00000000
2008-06-25 00:00:00+00:00,0.00000000
2008-06-26 00:00:00+00:00,-0.04477612
2008-06-27 00:00:00+00:00,-0.09848485
2008-06-30 00:00:00+00:00,-0.08064516
2008-07-01 00:00:00+00:00,-0.03333333
2008-07-02 00:00:00+00:00,0.00000000
2008-07-03 00:00:00+00:00,-0.03448276
2008-07-07 00:00:00+00:00,0.00000000
2008-07-08 00:00:00+00:00,-0.02631579
2008-07-09 00:00:00+00:00,0.00000000
2008-07-10 00:00:00+00:00,0.00000000
2008-07-11 00:00:00+00:00,0.00000000
2008-07-14 00:00:00+00:00,-0.07148757
2008-07-15 00:00:00+00:00,0.04807692
2008-07-16 00:00:00+00:00,0.00000000
2008-07-17 00:00:00+00:00,0.00000000
2008-07-18 00:00:00+00:00,0.00000000
2008-07-21 00:00:00+00:00,0.03703704
2008-07-22 00:00:00+00:00,-0.02232143
2008-07-23 00:00:00+00:00,0.00462963
2008-07-24 00:00:00+00:00,-0.05357143
2008-07-25 00:00:00+00:00,0.03703704
2008-07-28 00:00:00+00:00,0.00000000
2008-07-29 00:00:00+00:00,-0.07142857
2008-07-30 00:00:00+00:00,0.00000000
2008-07-31 00:00:00+00:00,-0.02037037
2008-08-01 00:00:00+00:00,-0.20094340
2008-08-04 00:00:00+00:00,0.07368421
2008-08-05 00:00:00+00:00,-0.12791878
2008-08-06 00:00:00+00:00,-0.11720430
2008-08-07 00:00:00+00:00,-0.02325581
2008-08-08 00:00:00+00:00,-0.09523810
2008-08-11 00:00:00+00:00,0.01219512
2008-08-12 00:00:00+00:00,-0.00005900
2008-08-13 00:00:00+00:00,0.00000000
2008-08-14 00:00:00+00:00,0.06172840
2008-08-15 00:00:00+00:00,0.00000000
2008-08-18 00:00:00+00:00,-0.03571429
2008-08-19 00:00:00+00:00,0.03703704
2008-08-20 00:00:00+00:00,0.00000000
2008-08-21 00:00:00+00:00,0.00000000
2008-08-22 00:00:00+00:00,0.00000000
2008-08-25 00:00:00+00:00,0.00000000
2008-08-26 00:00:00+00:00,-0.02380952
2008-08-27 00:00:00+00:00,-0.03536585
2008-08-28 00:00:00+00:00,0.00000000
2008-08-29 00:00:00+00:00,0.00000000
2008-09-02 00:00:00+00:00,0.00000000
2008-09-03 00:00:00+00:00,0.00000000
2008-09-04 00:00:00+00:00,-0.00124844
2008-09-05 00:00:00+00:00,0.00000000
2008-09-08 00:00:00+00:00,0.00000000
2008-09-09 00:00:00+00:00,0.00000000
2008-09-10 00:00:00+00:00,-0.02500000
2008-09-11 00:00:00+00:00,-0.02537546
2008-09-12 00:00:00+00:00,-0.06410256
2008-09-15 00:00:00+00:00,0.00000000
2008-09-16 00:00:00+00:00,0.00000000
2008-09-17 00:00:00+00:00,0.00000000
2008-09-18 00:00:00+00:00,0.00000000
2008-09-19 00:00:00+00:00,0.00000000
2008-09-22 00:00:00+00:00,0.01282051
2008-09-23 00:00:00+00:00,0.01265823
2008-09-24 00:00:00+00:00,0.02500000
2008-09-25 00:00:00+00:00,0.01219512
2008-09-26 00:00:00+00:00,0.00000000
2008-09-29 00:00:00+00:00,-0.08536585
2008-09-30 00:00:00+00:00,0.00128205
2008-10-01 00:00:00+00:00,-0.02688860
2008-10-02 00:00:00+00:00,0.02564103
2008-10-03 00:00:00+00:00,0.00000000
2008-10-06 00:00:00+00:00,0.00000000
2008-10-07 00:00:00+00:00,0.02500000
2008-10-08 00:00:00+00:00,0.00000000
2008-10-09 00:00:00+00:00,0.02500000
2008-10-10 00:00:00+00:00,0.01674641
2008-10-13 00:00:00+00:00,-0.00005900
2008-10-14 00:00:00+00:00,0.00000000
2008-10-15 00:00:00+00:00,-0.05263158
2008-10-16 00:00:00+00:00,0.00000000
2008-10-17 00:00:00+00:00,0.00000000
2008-10-20 00:00:00+00:00,0.02469136
2008-10-21 00:00:00+00:00,0.00000000
2008-10-22 00:00:00+00:00,0.00000000
2008-10-23 00:00:00+00:00,-0.01204819
2008-10-24 00:00:00+00:00,-0.01204819
2008-10-27 00:00:00+00:00,-0.09756098
2008-10-28 00:00:00+00:00,-0.02597403
2008-10-29 00:00:00+00:00,-0.10526316
2008-10-30 00:00:00+00:00,-0.00833333
2008-10-31 00:00:00+00:00,0.00000000
2008-11-03 00:00:00+00:00,0.00000000
2008-11-04 00:00:00+00:00,0.00000000
2008-11-05 00:00:00+00:00,0.00000000
2008-11-06 00:00:00+00:00,-0.00840336
2008-11-07 00:00:00+00:00,0.00000000
2008-11-10 00:00:00+00:00,0.00000000
2008-11-11 00:00:00+00:00,0.01680672
2008-11-12 00:00:00+00:00,-0.01672567
2008-11-13 00:00:00+00:00,0.00000000
2008-11-14 00:00:00+00:00,0.00000000
2008-11-17 00:00:00+00:00,0.00000000
2008-11-18 00:00:00+00:00,0.00840336
2008-11-19 00:00:00+00:00,0.00000000
2008-11-20 00:00:00+00:00,0.00000000
2008-11-21 00:00:00+00:00,-0.12500000
2008-11-24 00:00:00+00:00,0.01515152
2008-11-25 00:00:00+00:00,-0.01176471
2008-11-26 00:00:00+00:00,0.00000000
2008-11-28 00:00:00+00:00,0.00000000
2008-12-01 00:00:00+00:00,0.01173021
2008-12-02 00:00:00+00:00,0.01449275
2008-12-03 00:00:00+00:00,0.01449275
2008-12-04 00:00:00+00:00,0.02898551
2008-12-05 00:00:00+00:00,0.00000000
2008-12-08 00:00:00+00:00,0.00000000
2008-12-09 00:00:00+00:00,0.00000000
2008-12-10 00:00:00+00:00,0.01422671
2008-12-11 00:00:00+00:00,0.00000000
2008-12-12 00:00:00+00:00,0.00000000
2008-12-15 00:00:00+00:00,0.00000000
2008-12-16 00:00:00+00:00,0.00000000
2008-12-17 00:00:00+00:00,0.01408451
2008-12-18 00:00:00+00:00,0.00000000
2008-12-19 00:00:00+00:00,-0.09722222
2008-12-22 00:00:00+00:00,-0.02941176
2008-12-23 00:00:00+00:00,0.00000000
2008-12-24 00:00:00+00:00,-0.02941176
2008-12-26 00:00:00+00:00,0.00000000
2008-12-29 00:00:00+00:00,0.00000000
2008-12-30 00:00:00+00:00,-0.11764706
2008-12-31 00:00:00+00:00,-0.03333333
2009-01-02 00:00:00+00:00,0.00000000
2009-01-05 00:00:00+00:00,-0.03448276
2009-01-06 00:00:00+00:00,-0.01785714
2009-01-07 00:00:00+00:00,0.00000000
2009-01-08 00:00:00+00:00,0.00178571
2009-01-09 00:00:00+00:00,0.05169340
2009-01-12 00:00:00+00:00,-0.00005900
2009-01-13 00:00:00+00:00,0.00000000
2009-01-14 00:00:00+00:00,-0.01694915
2009-01-15 00:00:00+00:00,0.03333333
2009-01-16 00:00:00+00:00,0.08064516
2009-01-20 00:00:00+00:00,0.06250000
2009-01-21 00:00:00+00:00,0.05882353
2009-01-22 00:00:00+00:00,-0.02857143
2009-01-23 00:00:00+00:00,0.00000000
2009-01-26 00:00:00+00:00,0.00000000
2009-01-27 00:00:00+00:00,0.00000000
2009-01-28 00:00:00+00:00,0.02941176
2009-01-29 00:00:00+00:00,0.00000000
2009-01-30 00:00:00+00:00,-0.00000000
2009-02-02 00:00:00+00:00,0.00000000
2009-02-03 00:00:00+00:00,0.00000000
2009-02-04 00:00:00+00:00,0.00000000
2009-02-05 00:00:00+00:00,0.00000000
2009-02-06 00:00:00+00:00,0.00000000
2009-02-09 00:00:00+00:00,-0.00005900
2009-02-10 00:00:00+00:00,0.00000000
2009-02-11 00:00:00+00:00,0.00000000
2009-02-12 00:00:00+00:00,0.01408451
2009-02-13 00:00:00+00:00,0.00000000
2009-02-17 00:00:00+00:00,0.07042254
2009-02-18 00:00:00+00:00,0.00000000
2009-02-19 00:00:00+00:00,0.01315789
2009-02-20 00:00:00+00:00,0.01315789
2009-02-23 00:00:00+00:00,0.00000000
2009-02-24 00:00:00+00:00,0.09090909
2009-02-25 00:00:00+00:00,0.00000000
2009-02-26 00:00:00+00:00,0.00000000
2009-02-27 00:00:00+00:00,0.00000000
2009-03-02 00:00:00+00:00,0.00000000
2009-03-03 00:00:00+00:00,0.00000000
2009-03-04 00:00:00+00:00,-0.01190476
2009-03-05 00:00:00+00:00,0.03614458
2009-03-06 00:00:00+00:00,0.02380952
2009-03-09 00:00:00+00:00,0.00000000
2009-03-10 00:00:00+00:00,0.02325581
2009-03-11 00:00:00+00:00,0.01136364
2009-03-12 00:00:00+00:00,0.04539555
2009-03-13 00:00:00+00:00,0.00000000
2009-03-16 00:00:00+00:00,0.01136364
2009-03-17 00:00:00+00:00,0.00000000
2009-03-18 00:00:00+00:00,0.00000000
2009-03-19 00:00:00+00:00,0.11363636
2009-03-20 00:00:00+00:00,0.07142857
2009-03-23 00:00:00+00:00,0.00000000
2009-03-24 00:00:00+00:00,0.00000000
2009-03-25 00:00:00+00:00,-0.00990099
2009-03-26 00:00:00+00:00,0.00000000
2009-03-27 00:00:00+00:00,0.00000000
2009-03-30 00:00:00+00:00,0.00000000
2009-03-31 00:00:00+00:00,0.00000000
2009-04-01 00:00:00+00:00,-0.05940594
2009-04-02 00:00:00+00:00,0.00000000
2009-04-03 00:00:00+00:00,0.00000000
2009-04-06 00:00:00+00:00,0.00000000
2009-04-07 00:00:00+00:00,0.00000000
2009-04-08 00:00:00+00:00,0.01000000
2009-04-09 00:00:00+00:00,0.01000000
2009-04-13 00:00:00+00:00,0.00000000
2009-04-14 00:00:00+00:00,0.01000000
2009-04-15 00:00:00+00:00,-0.02000000
2009-04-16 00:00:00+00:00,0.03061224
2009-04-17 00:00:00+00:00,-0.02000000
2009-04-20 00:00:00+00:00,0.11111111
2009-04-21 00:00:00+00:00,0.02181818
2009-04-22 00:00:00+00:00,0.01436266
2009-04-23 00:00:00+00:00,0.03539823
2009-04-24 00:00:00+00:00,0.02743363
2009-04-27 00:00:00+00:00,0.00000000
2009-04-28 00:00:00+00:00,-0.00087642
2009-04-29 00:00:00+00:00,0.00000000
2009-04-30 00:00:00+00:00,0.00000000
2009-05-01 00:00:00+00:00,0.05263158
2009-05-04 00:00:00+00:00,-0.03508772
2009-05-05 00:00:00+00:00,-0.01754386
2009-05-06 00:00:00+00:00,-0.01785714
2009-05-07 00:00:00+00:00,0.01000000
2009-05-08 00:00:00+00:00,0.00000000
2009-05-11 00:00:00+00:00,-0.03600360
2009-05-12 00:00:00+00:00,-0.00005900
2009-05-13 00:00:00+00:00,0.00900090
2009-05-14 00:00:00+00:00,0.00000000
2009-05-15 00:00:00+00:00,0.01696429
2009-05-18 00:00:00+00:00,0.02654867
2009-05-19 00:00:00+00:00,0.00000000
2009-05-20 00:00:00+00:00,0.00000000
2009-05-21 00:00:00+00:00,0.01724138
2009-05-22 00:00:00+00:00,0.00847458
2009-05-26 00:00:00+00:00,-0.03361345
2009-05-27 00:00:00+00:00,0.02608696
2009-05-28 00:00:00+00:00,0.00000000
2009-05-29 00:00:00+00:00,0.00000000
2009-06-01 00:00:00+00:00,0.01694915
2009-06-02 00:00:00+00:00,0.00000000
2009-06-03 00:00:00+00:00,-0.00833333
2009-06-04 00:00:00+00:00,0.02333333
2009-06-05 00:00:00+00:00,0.01628664
2009-06-08 00:00:00+00:00,0.00000000
2009-06-09 00:00:00+00:00,0.00000000
2009-06-10 00:00:00+00:00,0.00000000
2009-06-11 00:00:00+00:00,0.00961538
2009-06-12 00:00:00+00:00,0.03168703
2009-06-15 00:00:00+00:00,0.01587302
2009-06-16 00:00:00+00:00,0.00787402
2009-06-17 00:00:00+00:00,0.00000000
2009-06-18 00:00:00+00:00,-0.00787402
2009-06-19 00:00:00+00:00,-0.04761905
2009-06-22 00:00:00+00:00,0.03333333
2009-06-23 00:00:00+00:00,0.03333333
2009-06-24 00:00:00+00:00,0.00833333
2009-06-25 00:00:00+00:00,-0.01680672
2009-06-26 00:00:00+00:00,0.04201681
2009-06-29 00:00:00+00:00,0.00000000
2009-06-30 00:00:00+00:00,0.00000000
2009-07-01 00:00:00+00:00,0.00000000
2009-07-02 00:00:00+00:00,0.00000000
2009-07-06 00:00:00+00:00,0.00000000
2009-07-07 00:00:00+00:00,0.00000000
2009-07-08 00:00:00+00:00,0.00000000
2009-07-09 00:00:00+00:00,-0.01666667
2009-07-10 00:00:00+00:00,0.00000000
2009-07-13 00:00:00+00:00,-0.00005900
2009-07-14 00:00:00+00:00,0.00000000
2009-07-15 00:00:00+00:00,0.00000000
2009-07-16 00:00:00+00:00,0.00000000
2009-07-17 00:00:00+00:00,0.00000000
2009-07-20 00:00:00+00:00,0.02500000
2009-07-21 00:00:00+00:00,-0.02926829
2009-07-22 00:00:00+00:00,0.00000000
2009-07-23 00:00:00+00:00,0.00000000
2009-07-24 00:00:00+00:00,0.00000000
2009-07-27 00:00:00+00:00,0.00000000
2009-07-28 00:00:00+00:00,0.00495868
2009-07-29 00:00:00+00:00,-0.03333333
2009-07-30 00:00:00+00:00,0.03389831
2009-07-31 00:00:00+00:00,0.00000000
2009-08-03 00:00:00+00:00,0.00000000
2009-08-04 00:00:00+00:00,-0.00833333
