Date,MILK
2000-05-09 00:00:00+00:00,0.00333056
2000-05-10 00:00:00+00:00,-0.05000250
2000-05-11 00:00:00+00:00,-0.00672269
2000-05-12 00:00:00+00:00,-0.02065404
2000-05-15 00:00:00+00:00,-0.01041667
2000-05-16 00:00:00+00:00,-0.01304348
2000-05-17 00:00:00+00:00,0.07894737
2000-05-18 00:00:00+00:00,0.00000000
2000-05-19 00:00:00+00:00,-0.01219512
2000-05-22 00:00:00+00:00,-0.01065574
2000-05-23 00:00:00+00:00,0.01065574
2000-05-24 00:00:00+00:00,-0.01224490
2000-05-25 00:00:00+00:00,0.00082305
2000-05-26 00:00:00+00:00,-0.00329218
2000-05-30 00:00:00+00:00,0.00743802
2000-05-31 00:00:00+00:00,-0.01074380
2000-06-01 00:00:00+00:00,0.00249792
2000-06-02 00:00:00+00:00,0.02081599
2000-06-05 00:00:00+00:00,-0.01487603
2000-06-06 00:00:00+00:00,-0.02148760
2000-06-07 00:00:00+00:00,-0.00417711
2000-06-08 00:00:00+00:00,-0.00334169
2000-06-09 00:00:00+00:00,0.00250627
2000-06-12 00:00:00+00:00,0.04499750
2000-06-13 00:00:00+00:00,0.01224490
2000-06-14 00:00:00+00:00,-0.04838710
2000-06-15 00:00:00+00:00,0.05560166
2000-06-16 00:00:00+00:00,-0.00080321
2000-06-19 00:00:00+00:00,0.01918465
2000-06-20 00:00:00+00:00,-0.01568627
2000-06-21 00:00:00+00:00,-0.00869565
2000-06-22 00:00:00+00:00,-0.02379064
2000-06-23 00:00:00+00:00,-0.00318725
2000-06-26 00:00:00+00:00,0.01113763
2000-06-27 00:00:00+00:00,0.00000000
2000-06-28 00:00:00+00:00,-0.00236780
2000-06-29 00:00:00+00:00,-0.00078678
2000-06-30 00:00:00+00:00,0.01732283
2000-07-03 00:00:00+00:00,-0.00078616
2000-07-05 00:00:00+00:00,0.00314713
2000-07-06 00:00:00+00:00,-0.03294118
2000-07-07 00:00:00+00:00,-0.02943516
2000-07-10 00:00:00+00:00,-0.04431910
2000-07-11 00:00:00+00:00,-0.00489646
2000-07-12 00:00:00+00:00,0.01224490
2000-07-13 00:00:00+00:00,-0.02024291
2000-07-14 00:00:00+00:00,-0.03673469
2000-07-17 00:00:00+00:00,-0.04500000
2000-07-18 00:00:00+00:00,0.00775194
2000-07-19 00:00:00+00:00,-0.08119658
2000-07-20 00:00:00+00:00,0.01076233
2000-07-21 00:00:00+00:00,0.08629893
2000-07-24 00:00:00+00:00,0.00855432
2000-07-25 00:00:00+00:00,-0.04173765
2000-07-26 00:00:00+00:00,-0.03056769
2000-07-27 00:00:00+00:00,-0.09691630
2000-07-28 00:00:00+00:00,0.01636364
2000-07-31 00:00:00+00:00,-0.02262443
2000-08-01 00:00:00+00:00,-0.01722575
2000-08-02 00:00:00+00:00,-0.00917431
2000-08-03 00:00:00+00:00,-0.02306273
2000-08-04 00:00:00+00:00,0.07627119
2000-08-07 00:00:00+00:00,-0.01171171
2000-08-08 00:00:00+00:00,-0.00911577
2000-08-09 00:00:00+00:00,0.00365297
2000-08-10 00:00:00+00:00,0.04474636
2000-08-11 00:00:00+00:00,-0.04196429
2000-08-14 00:00:00+00:00,0.02949309
2000-08-15 00:00:00+00:00,0.00454545
2000-08-16 00:00:00+00:00,-0.03529412
2000-08-17 00:00:00+00:00,-0.01473297
2000-08-18 00:00:00+00:00,0.00373832
2000-08-21 00:00:00+00:00,0.00000000
2000-08-22 00:00:00+00:00,0.02723005
2000-08-23 00:00:00+00:00,-0.02141527
2000-08-24 00:00:00+00:00,0.02801120
2000-08-25 00:00:00+00:00,0.00836431
2000-08-28 00:00:00+00:00,0.01658986
2000-08-29 00:00:00+00:00,-0.01649863
2000-08-30 00:00:00+00:00,-0.03211009
2000-08-31 00:00:00+00:00,0.00467290
2000-09-01 00:00:00+00:00,0.02803738
2000-09-05 00:00:00+00:00,-0.01018519
2000-09-06 00:00:00+00:00,-0.00092593
2000-09-07 00:00:00+00:00,0.01574074
2000-09-08 00:00:00+00:00,0.00921659
2000-09-11 00:00:00+00:00,-0.01835112
2000-09-12 00:00:00+00:00,-0.06018519
2000-09-13 00:00:00+00:00,-0.01339713
2000-09-14 00:00:00+00:00,0.00872939
2000-09-15 00:00:00+00:00,0.00000000
2000-09-18 00:00:00+00:00,0.00000000
2000-09-19 00:00:00+00:00,-0.01159420
2000-09-20 00:00:00+00:00,-0.01264591
2000-09-21 00:00:00+00:00,-0.00686275
2000-09-22 00:00:00+00:00,-0.01178782
2000-09-25 00:00:00+00:00,-0.01086957
2000-09-26 00:00:00+00:00,0.00895522
2000-09-27 00:00:00+00:00,-0.03366337
2000-09-28 00:00:00+00:00,-0.02000000
2000-09-29 00:00:00+00:00,0.00203046
2000-10-02 00:00:00+00:00,0.01823708
2000-10-03 00:00:00+00:00,0.00402010
2000-10-04 00:00:00+00:00,-0.01501502
2000-10-05 00:00:00+00:00,-0.03434343
2000-10-06 00:00:00+00:00,-0.00204082
2000-10-09 00:00:00+00:00,-0.03384615
2000-10-10 00:00:00+00:00,-0.01546642
2000-10-11 00:00:00+00:00,-0.00523560
2000-10-12 00:00:00+00:00,0.02105263
2000-10-13 00:00:00+00:00,0.00000000
2000-10-16 00:00:00+00:00,0.00000000
2000-10-17 00:00:00+00:00,0.03626943
2000-10-18 00:00:00+00:00,0.00200000
2000-10-19 00:00:00+00:00,0.00200000
2000-10-20 00:00:00+00:00,-0.02300000
2000-10-23 00:00:00+00:00,-0.00202020
2000-10-24 00:00:00+00:00,-0.00505051
2000-10-25 00:00:00+00:00,-0.01111111
2000-10-26 00:00:00+00:00,-0.00713558
2000-10-27 00:00:00+00:00,-0.00716479
2000-10-30 00:00:00+00:00,-0.00409417
2000-10-31 00:00:00+00:00,-0.00614125
2000-11-01 00:00:00+00:00,0.00000000
2000-11-02 00:00:00+00:00,-0.02666667
2000-11-03 00:00:00+00:00,-0.03726708
2000-11-06 00:00:00+00:00,0.01904762
2000-11-07 00:00:00+00:00,0.00946372
2000-11-08 00:00:00+00:00,0.00000000
2000-11-09 00:00:00+00:00,0.02713987
2000-11-10 00:00:00+00:00,0.03523066
2000-11-13 00:00:00+00:00,0.00510204
2000-11-14 00:00:00+00:00,0.00610376
2000-11-15 00:00:00+00:00,0.00608519
2000-11-16 00:00:00+00:00,0.00812183
2000-11-17 00:00:00+00:00,0.00505051
2000-11-20 00:00:00+00:00,-0.03718593
2000-11-21 00:00:00+00:00,-0.00000000
2000-11-22 00:00:00+00:00,0.00918367
2000-11-24 00:00:00+00:00,-0.00711382
2000-11-27 00:00:00+00:00,-0.00918367
2000-11-28 00:00:00+00:00,0.01948718
2000-11-29 00:00:00+00:00,-0.00203666
2000-11-30 00:00:00+00:00,0.00102041
2000-12-01 00:00:00+00:00,-0.00406091
2000-12-04 00:00:00+00:00,-0.01221996
2000-12-05 00:00:00+00:00,-0.00927835
2000-12-06 00:00:00+00:00,-0.00621118
2000-12-07 00:00:00+00:00,-0.01139896
2000-12-08 00:00:00+00:00,0.01256545
2000-12-11 00:00:00+00:00,-0.01138716
2000-12-12 00:00:00+00:00,0.01256295
2000-12-13 00:00:00+00:00,0.00932642
2000-12-14 00:00:00+00:00,0.00721649
2000-12-15 00:00:00+00:00,0.00308008
2000-12-18 00:00:00+00:00,0.01024590
2000-12-19 00:00:00+00:00,0.02752294
2000-12-20 00:00:00+00:00,-0.00992063
2000-12-21 00:00:00+00:00,-0.00400000
2000-12-22 00:00:00+00:00,0.00200000
2000-12-26 00:00:00+00:00,0.00000000
2000-12-27 00:00:00+00:00,0.00299700
2000-12-28 00:00:00+00:00,-0.00300000
2000-12-29 00:00:00+00:00,-0.00300000
2001-01-02 00:00:00+00:00,-0.00200602
2001-01-03 00:00:00+00:00,0.00000000
2001-01-04 00:00:00+00:00,0.00301508
2001-01-05 00:00:00+00:00,0.00300903
2001-01-08 00:00:00+00:00,0.00599750
2001-01-09 00:00:00+00:00,0.02380952
2001-01-10 00:00:00+00:00,-0.01756098
2001-01-11 00:00:00+00:00,-0.01576355
2001-01-12 00:00:00+00:00,0.00100503
2001-01-16 00:00:00+00:00,0.01708543
2001-01-17 00:00:00+00:00,0.03359684
2001-01-18 00:00:00+00:00,-0.00485437
2001-01-19 00:00:00+00:00,0.02233010
2001-01-22 00:00:00+00:00,0.00769971
2001-01-23 00:00:00+00:00,-0.04030710
2001-01-24 00:00:00+00:00,0.02156863
2001-01-25 00:00:00+00:00,-0.00782779
2001-01-26 00:00:00+00:00,0.01073171
2001-01-29 00:00:00+00:00,0.00096618
2001-01-30 00:00:00+00:00,0.00289855
2001-01-31 00:00:00+00:00,0.00384615
2001-02-01 00:00:00+00:00,0.00575816
2001-02-02 00:00:00+00:00,0.00859599
2001-02-05 00:00:00+00:00,0.01048618
2001-02-06 00:00:00+00:00,0.01711027
2001-02-07 00:00:00+00:00,0.02924528
2001-02-08 00:00:00+00:00,0.02422863
2001-02-09 00:00:00+00:00,-0.01841621
2001-02-12 00:00:00+00:00,-0.00837209
2001-02-13 00:00:00+00:00,0.01588785
2001-02-14 00:00:00+00:00,0.02504638
2001-02-15 00:00:00+00:00,0.00639854
2001-02-16 00:00:00+00:00,-0.00454133
2001-02-20 00:00:00+00:00,0.00000000
2001-02-21 00:00:00+00:00,0.00182315
2001-02-22 00:00:00+00:00,0.02363636
2001-02-23 00:00:00+00:00,0.00630063
2001-02-26 00:00:00+00:00,0.00268336
2001-02-27 00:00:00+00:00,0.00000000
2001-02-28 00:00:00+00:00,-0.00178891
2001-03-01 00:00:00+00:00,-0.01253357
2001-03-02 00:00:00+00:00,-0.00450450
2001-03-05 00:00:00+00:00,0.01534296
2001-03-06 00:00:00+00:00,-0.01076233
2001-03-07 00:00:00+00:00,-0.01082056
2001-03-08 00:00:00+00:00,-0.00452080
2001-03-09 00:00:00+00:00,0.02633969
2001-03-12 00:00:00+00:00,-0.00089936
2001-03-13 00:00:00+00:00,-0.00269058
2001-03-14 00:00:00+00:00,0.02515723
2001-03-15 00:00:00+00:00,0.00265957
2001-03-16 00:00:00+00:00,0.01504425
2001-03-19 00:00:00+00:00,0.07192982
2001-03-20 00:00:00+00:00,0.02945990
2001-03-21 00:00:00+00:00,-0.00240964
2001-03-22 00:00:00+00:00,0.02016129
2001-03-23 00:00:00+00:00,0.03585657
2001-03-26 00:00:00+00:00,-0.00705882
2001-03-27 00:00:00+00:00,0.00157109
2001-03-28 00:00:00+00:00,0.01098039
2001-03-29 00:00:00+00:00,0.00778210
2001-03-30 00:00:00+00:00,0.03030303
2001-04-02 00:00:00+00:00,-0.04681504
2001-04-03 00:00:00+00:00,-0.00793651
2001-04-04 00:00:00+00:00,-0.00954654
2001-04-05 00:00:00+00:00,-0.01120000
2001-04-06 00:00:00+00:00,0.01127214
2001-04-09 00:00:00+00:00,0.02168675
2001-04-10 00:00:00+00:00,0.01115288
2001-04-11 00:00:00+00:00,0.02458366
2001-04-12 00:00:00+00:00,0.00625000
2001-04-16 00:00:00+00:00,0.00778210
2001-04-17 00:00:00+00:00,0.04736025
2001-04-18 00:00:00+00:00,0.01927354
2001-04-19 00:00:00+00:00,-0.00809419
2001-04-20 00:00:00+00:00,0.02060338
2001-04-23 00:00:00+00:00,0.03589744
2001-04-24 00:00:00+00:00,-0.00216763
2001-04-25 00:00:00+00:00,0.02386117
2001-04-26 00:00:00+00:00,0.00142959
2001-04-27 00:00:00+00:00,0.01790831
2001-04-30 00:00:00+00:00,0.02576951
2001-05-01 00:00:00+00:00,0.00424028
2001-05-02 00:00:00+00:00,0.00070621
2001-05-03 00:00:00+00:00,0.00706215
2001-05-04 00:00:00+00:00,0.00421941
2001-05-07 00:00:00+00:00,0.00210379
2001-05-08 00:00:00+00:00,0.00280308
2001-05-09 00:00:00+00:00,0.00770308
2001-05-10 00:00:00+00:00,-0.00767335
2001-05-11 00:00:00+00:00,-0.00279916
2001-05-14 00:00:00+00:00,-0.00070077
2001-05-15 00:00:00+00:00,-0.00139958
2001-05-16 00:00:00+00:00,-0.00701262
2001-05-17 00:00:00+00:00,0.00984529
2001-05-18 00:00:00+00:00,0.01601671
2001-05-21 00:00:00+00:00,-0.00000000
2001-05-22 00:00:00+00:00,-0.01038062
2001-05-23 00:00:00+00:00,0.01250000
2001-05-24 00:00:00+00:00,0.04215619
2001-05-25 00:00:00+00:00,0.01960784
2001-05-29 00:00:00+00:00,0.04688547
2001-05-30 00:00:00+00:00,0.04070913
2001-05-31 00:00:00+00:00,0.00641026
2001-06-01 00:00:00+00:00,-0.02364217
2001-06-04 00:00:00+00:00,0.01875809
2001-06-05 00:00:00+00:00,0.00064020
2001-06-06 00:00:00+00:00,-0.01152369
2001-06-07 00:00:00+00:00,-0.02700965
2001-06-08 00:00:00+00:00,-0.08349641
2001-06-11 00:00:00+00:00,-0.05034264
2001-06-12 00:00:00+00:00,-0.06993007
2001-06-13 00:00:00+00:00,0.11920858
2001-06-14 00:00:00+00:00,0.01360544
2001-06-15 00:00:00+00:00,0.00608108
2001-06-18 00:00:00+00:00,-0.08474576
2001-06-19 00:00:00+00:00,0.05555556
2001-06-20 00:00:00+00:00,0.02428571
2001-06-21 00:00:00+00:00,0.12626082
2001-06-22 00:00:00+00:00,-0.02119205
2001-06-25 00:00:00+00:00,-0.02600000
2001-06-26 00:00:00+00:00,-0.01016949
2001-06-27 00:00:00+00:00,-0.03412969
2001-06-28 00:00:00+00:00,0.00555556
2001-06-29 00:00:00+00:00,0.00346021
2001-07-02 00:00:00+00:00,0.03310345
2001-07-03 00:00:00+00:00,-0.01427600
2001-07-05 00:00:00+00:00,0.01232877
2001-07-06 00:00:00+00:00,0.00204082
2001-07-09 00:00:00+00:00,0.00610998
2001-07-10 00:00:00+00:00,0.00474576
2001-07-11 00:00:00+00:00,0.00744503
2001-07-12 00:00:00+00:00,0.01416049
2001-07-13 00:00:00+00:00,-0.00335570
2001-07-16 00:00:00+00:00,-0.01611820
2001-07-17 00:00:00+00:00,0.00881356
2001-07-18 00:00:00+00:00,-0.07008086
2001-07-19 00:00:00+00:00,0.02173913
2001-07-20 00:00:00+00:00,0.01438849
2001-07-23 00:00:00+00:00,0.06737589
2001-07-24 00:00:00+00:00,-0.01021103
2001-07-25 00:00:00+00:00,0.01438356
2001-07-26 00:00:00+00:00,-0.00544218
2001-07-27 00:00:00+00:00,-0.00681199
2001-07-30 00:00:00+00:00,0.01089918
2001-07-31 00:00:00+00:00,0.00067751
2001-08-01 00:00:00+00:00,0.00542373
2001-08-02 00:00:00+00:00,-0.01216216
2001-08-03 00:00:00+00:00,0.00339443
2001-08-06 00:00:00+00:00,-0.01700680
2001-08-07 00:00:00+00:00,-0.03230241
2001-08-08 00:00:00+00:00,-0.04399441
2001-08-09 00:00:00+00:00,0.03381295
2001-08-10 00:00:00+00:00,0.10459114
2001-08-13 00:00:00+00:00,-0.00939597
2001-08-14 00:00:00+00:00,-0.00135501
2001-08-15 00:00:00+00:00,0.02442334
2001-08-16 00:00:00+00:00,-0.01266667
2001-08-17 00:00:00+00:00,-0.09255533
2001-08-20 00:00:00+00:00,0.04138950
2001-08-21 00:00:00+00:00,-0.02095376
2001-08-22 00:00:00+00:00,-0.02189781
2001-08-23 00:00:00+00:00,0.00369004
2001-08-24 00:00:00+00:00,0.05735294
2001-08-27 00:00:00+00:00,-0.02002861
2001-08-28 00:00:00+00:00,-0.02527076
2001-08-29 00:00:00+00:00,-0.04817518
2001-08-30 00:00:00+00:00,0.00970149
2001-08-31 00:00:00+00:00,0.01341282
2001-09-04 00:00:00+00:00,0.02592593
2001-09-05 00:00:00+00:00,0.04744526
2001-09-06 00:00:00+00:00,0.02142857
2001-09-07 00:00:00+00:00,0.01625442
2001-09-10 00:00:00+00:00,0.00139665
2001-09-13 00:00:00+00:00,-0.00000250
2001-09-14 00:00:00+00:00,0.00907821
2001-09-17 00:00:00+00:00,0.00828729
2001-09-18 00:00:00+00:00,-0.07586207
2001-09-19 00:00:00+00:00,0.00746269
2001-09-20 00:00:00+00:00,-0.00892193
2001-09-21 00:00:00+00:00,0.00149031
2001-09-24 00:00:00+00:00,-0.04783259
2001-09-25 00:00:00+00:00,-0.05053599
2001-09-26 00:00:00+00:00,0.00000000
2001-09-27 00:00:00+00:00,0.01712062
2001-09-28 00:00:00+00:00,-0.00154799
2001-10-01 00:00:00+00:00,-0.02316602
2001-10-02 00:00:00+00:00,-0.04280156
2001-10-03 00:00:00+00:00,-0.03346614
2001-10-04 00:00:00+00:00,-0.07915994
2001-10-05 00:00:00+00:00,-0.10168067
2001-10-08 00:00:00+00:00,0.00522193
2001-10-09 00:00:00+00:00,-0.02051282
2001-10-10 00:00:00+00:00,-0.00948526
2001-10-11 00:00:00+00:00,0.02086957
2001-10-12 00:00:00+00:00,-0.00345125
2001-10-15 00:00:00+00:00,-0.11206897
2001-10-16 00:00:00+00:00,0.05090909
2001-10-17 00:00:00+00:00,0.01843723
2001-10-18 00:00:00+00:00,-0.06465517
2001-10-19 00:00:00+00:00,0.00263158
2001-10-22 00:00:00+00:00,0.01749781
2001-10-23 00:00:00+00:00,0.01480836
2001-10-24 00:00:00+00:00,0.00865801
2001-10-25 00:00:00+00:00,0.02586207
2001-10-26 00:00:00+00:00,0.01282051
2001-10-29 00:00:00+00:00,0.01446809
2001-10-30 00:00:00+00:00,-0.03296703
2001-10-31 00:00:00+00:00,-0.01547721
2001-11-01 00:00:00+00:00,-0.00086957
2001-11-02 00:00:00+00:00,0.01043478
2001-11-05 00:00:00+00:00,-0.01120690
2001-11-06 00:00:00+00:00,0.01913043
2001-11-07 00:00:00+00:00,-0.00430663
2001-11-08 00:00:00+00:00,-0.00258621
2001-11-09 00:00:00+00:00,0.01802575
2001-11-12 00:00:00+00:00,-0.01108519
2001-11-13 00:00:00+00:00,-0.00257954
2001-11-14 00:00:00+00:00,0.00000000
2001-11-15 00:00:00+00:00,0.00258621
2001-11-16 00:00:00+00:00,0.00862069
2001-11-19 00:00:00+00:00,0.01287554
2001-11-20 00:00:00+00:00,0.00000000
2001-11-21 00:00:00+00:00,0.02796610
2001-11-23 00:00:00+00:00,0.02008368
2001-11-26 00:00:00+00:00,-0.00331675
2001-11-27 00:00:00+00:00,0.00664452
2001-11-28 00:00:00+00:00,0.00000000
2001-11-29 00:00:00+00:00,0.00580431
2001-11-30 00:00:00+00:00,-0.04545455
2001-12-03 00:00:00+00:00,-0.02542373
2001-12-04 00:00:00+00:00,-0.00257511
2001-12-05 00:00:00+00:00,-0.03442341
2001-12-06 00:00:00+00:00,0.00000000
2001-12-07 00:00:00+00:00,0.01133391
2001-12-10 00:00:00+00:00,-0.02260870
2001-12-11 00:00:00+00:00,-0.01666917
2001-12-12 00:00:00+00:00,0.01061947
2001-12-13 00:00:00+00:00,0.01578947
2001-12-14 00:00:00+00:00,0.02086957
2001-12-17 00:00:00+00:00,-0.01808786
2001-12-18 00:00:00+00:00,0.03478261
2001-12-19 00:00:00+00:00,0.02352941
2001-12-20 00:00:00+00:00,-0.00581395
2001-12-21 00:00:00+00:00,-0.01004184
2001-12-24 00:00:00+00:00,-0.00756303
2001-12-26 00:00:00+00:00,-0.02449324
2001-12-27 00:00:00+00:00,-0.01282051
2001-12-28 00:00:00+00:00,-0.01974249
2001-12-31 00:00:00+00:00,-0.00868056
2002-01-02 00:00:00+00:00,-0.00610288
2002-01-03 00:00:00+00:00,0.00261552
2002-01-04 00:00:00+00:00,0.01304348
2002-01-07 00:00:00+00:00,0.01465517
2002-01-08 00:00:00+00:00,0.04280572
2002-01-09 00:00:00+00:00,0.00840336
2002-01-10 00:00:00+00:00,-0.00418410
2002-01-11 00:00:00+00:00,-0.00840336
2002-01-14 00:00:00+00:00,-0.01518987
2002-01-15 00:00:00+00:00,0.01955782
2002-01-16 00:00:00+00:00,0.00083403
2002-01-17 00:00:00+00:00,0.00833333
2002-01-18 00:00:00+00:00,-0.00580913
2002-01-22 00:00:00+00:00,0.00083403
2002-01-23 00:00:00+00:00,0.00250209
2002-01-24 00:00:00+00:00,-0.00250417
2002-01-25 00:00:00+00:00,-0.02006689
2002-01-28 00:00:00+00:00,-0.02436975
2002-01-29 00:00:00+00:00,-0.00508475
2002-01-30 00:00:00+00:00,-0.02796610
2002-01-31 00:00:00+00:00,0.00600858
2002-02-01 00:00:00+00:00,0.00598291
2002-02-04 00:00:00+00:00,-0.00765957
2002-02-05 00:00:00+00:00,-0.03247863
2002-02-06 00:00:00+00:00,0.00431406
2002-02-07 00:00:00+00:00,0.01811907
2002-02-08 00:00:00+00:00,-0.01459477
2002-02-11 00:00:00+00:00,-0.00605536
2002-02-12 00:00:00+00:00,-0.01129453
2002-02-13 00:00:00+00:00,-0.00436681
2002-02-14 00:00:00+00:00,-0.01225919
2002-02-15 00:00:00+00:00,0.01233480
2002-02-19 00:00:00+00:00,-0.01044386
2002-02-20 00:00:00+00:00,0.00174978
2002-02-21 00:00:00+00:00,-0.01049869
2002-02-22 00:00:00+00:00,-0.01495163
2002-02-25 00:00:00+00:00,0.00530973
2002-02-26 00:00:00+00:00,0.01762115
2002-02-27 00:00:00+00:00,-0.00174672
2002-02-28 00:00:00+00:00,0.00436300
2002-03-01 00:00:00+00:00,0.00435161
2002-03-04 00:00:00+00:00,-0.00607112
2002-03-05 00:00:00+00:00,-0.01909722
2002-03-06 00:00:00+00:00,0.01659389
2002-03-07 00:00:00+00:00,0.01299827
2002-03-08 00:00:00+00:00,0.01120690
2002-03-11 00:00:00+00:00,-0.00772120
2002-03-12 00:00:00+00:00,-0.01546392
2002-03-13 00:00:00+00:00,0.00173160
2002-03-14 00:00:00+00:00,-0.00086505
2002-03-15 00:00:00+00:00,-0.01470588
2002-03-18 00:00:00+00:00,0.04873803
2002-03-19 00:00:00+00:00,0.00082988
2002-03-20 00:00:00+00:00,0.00331675
2002-03-21 00:00:00+00:00,-0.01239669
2002-03-22 00:00:00+00:00,0.02904564
2002-03-25 00:00:00+00:00,-0.01395731
2002-03-26 00:00:00+00:00,-0.00082440
2002-03-27 00:00:00+00:00,0.01314708
2002-03-28 00:00:00+00:00,-0.03776683
2002-04-01 00:00:00+00:00,0.01255230
2002-04-02 00:00:00+00:00,0.00497925
2002-04-03 00:00:00+00:00,0.00414938
2002-04-04 00:00:00+00:00,0.01157025
2002-04-05 00:00:00+00:00,-0.01396878
2002-04-08 00:00:00+00:00,0.00000000
2002-04-09 00:00:00+00:00,-0.00330579
2002-04-10 00:00:00+00:00,-0.00580681
2002-04-11 00:00:00+00:00,0.01332223
2002-04-12 00:00:00+00:00,-0.01161826
2002-04-15 00:00:00+00:00,-0.00920502
2002-04-16 00:00:00+00:00,-0.00672269
2002-04-17 00:00:00+00:00,0.06992418
2002-04-18 00:00:00+00:00,0.01889764
2002-04-19 00:00:00+00:00,-0.00546448
2002-04-22 00:00:00+00:00,-0.01564945
2002-04-23 00:00:00+00:00,0.00236220
2002-04-24 00:00:00+00:00,-0.00551181
2002-04-25 00:00:00+00:00,-0.01500790
2002-04-26 00:00:00+00:00,-0.01832669
2002-04-29 00:00:00+00:00,-0.01121795
2002-04-30 00:00:00+00:00,-0.00241546
2002-05-01 00:00:00+00:00,0.00080515
2002-05-02 00:00:00+00:00,-0.00482703
2002-05-03 00:00:00+00:00,-0.00966184
2002-05-06 00:00:00+00:00,-0.00404531
2002-05-07 00:00:00+00:00,-0.02348178
2002-05-08 00:00:00+00:00,-0.02377049
2002-05-09 00:00:00+00:00,-0.03983402
2002-05-10 00:00:00+00:00,-0.01355034
2002-05-13 00:00:00+00:00,0.00512821
2002-05-14 00:00:00+00:00,-0.01705030
2002-05-15 00:00:00+00:00,-0.00173160
2002-05-16 00:00:00+00:00,-0.01994796
