Date,COFFEE
2007-10-19 00:00:00+00:00,-0.00668161
2007-10-22 00:00:00+00:00,-0.02144282
2007-10-23 00:00:00+00:00,0.00419041
2007-10-24 00:00:00+00:00,-0.00597748
2007-10-25 00:00:00+00:00,-0.04482233
2007-10-26 00:00:00+00:00,0.01351655
2007-10-29 00:00:00+00:00,0.01421992
2007-10-30 00:00:00+00:00,-0.00723374
2007-10-31 00:00:00+00:00,-0.00884577
2007-11-01 00:00:00+00:00,0.01941769
2007-11-02 00:00:00+00:00,-0.05774602
2007-11-05 00:00:00+00:00,0.01695534
2007-11-06 00:00:00+00:00,0.01197614
2007-11-07 00:00:00+00:00,-0.00370716
2007-11-08 00:00:00+00:00,0.02236048
2007-11-09 00:00:00+00:00,-0.00287589
2007-11-12 00:00:00+00:00,0.00069680
2007-11-13 00:00:00+00:00,0.01340834
2007-11-14 00:00:00+00:00,0.02474979
2007-11-15 00:00:00+00:00,0.00925372
2007-11-16 00:00:00+00:00,0.00183735
2007-11-19 00:00:00+00:00,-0.05008152
2007-11-20 00:00:00+00:00,0.03525964
2007-11-21 00:00:00+00:00,-0.01811989
2007-11-23 00:00:00+00:00,-0.00009644
2007-11-26 00:00:00+00:00,-0.01557659
2007-11-27 00:00:00+00:00,0.00029471
2007-11-28 00:00:00+00:00,0.05220040
2007-11-29 00:00:00+00:00,-0.00617371
2007-11-30 00:00:00+00:00,0.00943937
2007-12-03 00:00:00+00:00,0.01129891
2007-12-04 00:00:00+00:00,0.00972247
2007-12-05 00:00:00+00:00,0.00817177
2007-12-06 00:00:00+00:00,-0.03114423
2007-12-07 00:00:00+00:00,0.03182331
2007-12-10 00:00:00+00:00,0.03543558
2007-12-11 00:00:00+00:00,-0.00045632
2007-12-12 00:00:00+00:00,0.00984491
2007-12-13 00:00:00+00:00,-0.01105703
2007-12-14 00:00:00+00:00,0.00800082
2007-12-17 00:00:00+00:00,-0.00741435
2007-12-18 00:00:00+00:00,0.01571101
2007-12-19 00:00:00+00:00,-0.00045225
2007-12-20 00:00:00+00:00,-0.01175954
2007-12-21 00:00:00+00:00,0.00724726
2007-12-26 00:00:00+00:00,-0.00813530
2007-12-27 00:00:00+00:00,-0.02725019
2007-12-28 00:00:00+00:00,0.01887830
2007-12-31 00:00:00+00:00,0.04560442
2008-01-02 00:00:00+00:00,-0.03108869
2008-01-03 00:00:00+00:00,0.01710008
2008-01-04 00:00:00+00:00,-0.03638064
2008-01-07 00:00:00+00:00,-0.01894470
2008-01-08 00:00:00+00:00,0.06070121
2008-01-09 00:00:00+00:00,0.00207455
2008-01-10 00:00:00+00:00,0.01472571
2008-01-11 00:00:00+00:00,-0.00475958
2008-01-14 00:00:00+00:00,0.01789014
2008-01-15 00:00:00+00:00,-0.01007695
2008-01-16 00:00:00+00:00,-0.02804120
2008-01-17 00:00:00+00:00,-0.00772143
2008-01-18 00:00:00+00:00,-0.01869279
2008-01-22 00:00:00+00:00,0.02791088
2008-01-23 00:00:00+00:00,-0.05417318
2008-01-24 00:00:00+00:00,0.01560299
2008-01-25 00:00:00+00:00,-0.01377487
2008-01-28 00:00:00+00:00,0.04095886
2008-01-29 00:00:00+00:00,-0.00738166
2008-01-30 00:00:00+00:00,0.04175182
2008-01-31 00:00:00+00:00,0.02257530
2008-02-01 00:00:00+00:00,0.01343663
2008-02-04 00:00:00+00:00,0.05075918
2008-02-05 00:00:00+00:00,-0.00110248
2008-02-06 00:00:00+00:00,0.00750945
2008-02-07 00:00:00+00:00,0.00233173
2008-02-08 00:00:00+00:00,0.05303032
2008-02-11 00:00:00+00:00,0.00927491
2008-02-12 00:00:00+00:00,0.00059259
2008-02-13 00:00:00+00:00,0.02085212
2008-02-14 00:00:00+00:00,0.04034891
2008-02-15 00:00:00+00:00,-0.03582981
2008-02-19 00:00:00+00:00,0.06915539
2008-02-20 00:00:00+00:00,-0.00482469
2008-02-21 00:00:00+00:00,0.02533567
2008-02-22 00:00:00+00:00,0.04174861
2008-02-25 00:00:00+00:00,0.01904486
2008-02-26 00:00:00+00:00,-0.04425164
2008-02-27 00:00:00+00:00,0.04634145
2008-02-28 00:00:00+00:00,0.04049169
2008-02-29 00:00:00+00:00,-0.00859882
2008-03-03 00:00:00+00:00,0.00911397
2008-03-04 00:00:00+00:00,-0.02919772
2008-03-05 00:00:00+00:00,-0.01349119
2008-03-06 00:00:00+00:00,-0.11008840
2008-03-07 00:00:00+00:00,-0.04236534
2008-03-10 00:00:00+00:00,-0.01272539
2008-03-11 00:00:00+00:00,0.02089110
2008-03-12 00:00:00+00:00,0.02455574
2008-03-13 00:00:00+00:00,0.04984204
2008-03-14 00:00:00+00:00,-0.07055682
2008-03-17 00:00:00+00:00,-0.16916688
2008-03-18 00:00:00+00:00,0.02235012
2008-03-19 00:00:00+00:00,-0.06571713
2008-03-20 00:00:00+00:00,-0.03029578
2008-03-24 00:00:00+00:00,-0.03227227
2008-03-25 00:00:00+00:00,0.05938352
2008-03-26 00:00:00+00:00,-0.00485397
2008-03-27 00:00:00+00:00,0.00366305
2008-03-28 00:00:00+00:00,-0.03187528
2008-03-31 00:00:00+00:00,-0.04517578
2008-04-01 00:00:00+00:00,0.02611663
2008-04-02 00:00:00+00:00,-0.00688317
2008-04-03 00:00:00+00:00,0.04034892
2008-04-04 00:00:00+00:00,0.00891937
2008-04-07 00:00:00+00:00,0.02524093
2008-04-08 00:00:00+00:00,-0.00592259
2008-04-09 00:00:00+00:00,0.04820541
2008-04-10 00:00:00+00:00,-0.06838802
2008-04-11 00:00:00+00:00,-0.01419470
2008-04-14 00:00:00+00:00,0.00333831
2008-04-15 00:00:00+00:00,0.04604379
2008-04-16 00:00:00+00:00,0.00838499
2008-04-17 00:00:00+00:00,0.07070705
2008-04-18 00:00:00+00:00,-0.06241375
2008-04-21 00:00:00+00:00,-0.05606598
2008-04-22 00:00:00+00:00,0.04074864
2008-04-23 00:00:00+00:00,-0.00542722
2008-04-24 00:00:00+00:00,-0.06892214
2008-04-25 00:00:00+00:00,-0.00452963
2008-04-28 00:00:00+00:00,0.04824896
2008-04-29 00:00:00+00:00,0.01164543
2008-04-30 00:00:00+00:00,0.00213407
2008-05-01 00:00:00+00:00,-0.08934003
2008-05-02 00:00:00+00:00,0.00260781
2008-05-05 00:00:00+00:00,0.04810796
2008-05-06 00:00:00+00:00,0.01476073
2008-05-07 00:00:00+00:00,-0.03645253
2008-05-08 00:00:00+00:00,0.05086276
2008-05-09 00:00:00+00:00,0.02916266
2008-05-12 00:00:00+00:00,0.02873889
2008-05-13 00:00:00+00:00,-0.01886716
2008-05-14 00:00:00+00:00,0.00603192
2008-05-15 00:00:00+00:00,-0.01220656
2008-05-16 00:00:00+00:00,0.01682861
2008-05-19 00:00:00+00:00,-0.03997453
2008-05-20 00:00:00+00:00,0.02357645
2008-05-21 00:00:00+00:00,0.05276050
2008-05-22 00:00:00+00:00,-0.08756485
2008-05-23 00:00:00+00:00,-0.00372024
2008-05-27 00:00:00+00:00,-0.02904150
2008-05-28 00:00:00+00:00,0.05353048
2008-05-29 00:00:00+00:00,-0.04500512
2008-05-30 00:00:00+00:00,0.02070223
2008-06-02 00:00:00+00:00,0.05094981
2008-06-03 00:00:00+00:00,-0.06946971
2008-06-04 00:00:00+00:00,0.00364667
2008-06-05 00:00:00+00:00,0.04507498
2008-06-06 00:00:00+00:00,0.00066367
2008-06-09 00:00:00+00:00,-0.06950031
2008-06-10 00:00:00+00:00,0.05988360
2008-06-11 00:00:00+00:00,-0.02116086
2008-06-12 00:00:00+00:00,0.01464166
2008-06-13 00:00:00+00:00,-0.00298324
2008-06-16 00:00:00+00:00,0.02588746
2008-06-17 00:00:00+00:00,0.04391601
2008-06-18 00:00:00+00:00,-0.03427731
2008-06-19 00:00:00+00:00,0.00424412
2008-06-20 00:00:00+00:00,0.07691783
2008-06-23 00:00:00+00:00,-0.00370858
2008-06-24 00:00:00+00:00,0.02525709
2008-06-25 00:00:00+00:00,0.02559951
2008-06-26 00:00:00+00:00,0.04315357
2008-06-27 00:00:00+00:00,-0.01436293
2008-06-30 00:00:00+00:00,0.00827183
2008-07-01 00:00:00+00:00,0.02769072
2008-07-02 00:00:00+00:00,0.00717604
2008-07-03 00:00:00+00:00,-0.05084362
2008-07-07 00:00:00+00:00,-0.11038423
2008-07-08 00:00:00+00:00,-0.01163339
2008-07-09 00:00:00+00:00,-0.02469919
2008-07-10 00:00:00+00:00,0.01241910
2008-07-11 00:00:00+00:00,0.00993409
2008-07-14 00:00:00+00:00,0.00886085
2008-07-15 00:00:00+00:00,-0.02973095
2008-07-16 00:00:00+00:00,0.00341574
2008-07-17 00:00:00+00:00,-0.04602032
2008-07-18 00:00:00+00:00,0.00171979
2008-07-21 00:00:00+00:00,-0.00641134
2008-07-22 00:00:00+00:00,0.00172091
2008-07-23 00:00:00+00:00,-0.02131338
2008-07-24 00:00:00+00:00,-0.01044146
2008-07-25 00:00:00+00:00,0.03054069
2008-07-28 00:00:00+00:00,-0.02841449
2008-07-29 00:00:00+00:00,0.01576534
2008-07-30 00:00:00+00:00,0.01635524
2008-07-31 00:00:00+00:00,0.02577637
2008-08-01 00:00:00+00:00,0.01112217
2008-08-04 00:00:00+00:00,-0.04590514
2008-08-05 00:00:00+00:00,0.04722348
2008-08-06 00:00:00+00:00,-0.03166242
2008-08-07 00:00:00+00:00,0.03628905
2008-08-08 00:00:00+00:00,-0.06415818
2008-08-11 00:00:00+00:00,0.00101506
2008-08-12 00:00:00+00:00,0.02247186
2008-08-13 00:00:00+00:00,-0.02694354
2008-08-14 00:00:00+00:00,-0.00579716
2008-08-15 00:00:00+00:00,-0.03278196
2008-08-18 00:00:00+00:00,0.01638940
2008-08-19 00:00:00+00:00,0.03183709
2008-08-20 00:00:00+00:00,0.01564746
2008-08-21 00:00:00+00:00,0.04349907
2008-08-22 00:00:00+00:00,0.00741855
2008-08-25 00:00:00+00:00,-0.01256378
2008-08-26 00:00:00+00:00,0.06323081
2008-08-27 00:00:00+00:00,0.00192398
2008-08-28 00:00:00+00:00,-0.00401073
2008-08-29 00:00:00+00:00,-0.02712781
2008-09-02 00:00:00+00:00,-0.01678880
2008-09-03 00:00:00+00:00,-0.01456317
2008-09-04 00:00:00+00:00,0.04549205
2008-09-05 00:00:00+00:00,-0.05422838
2008-09-08 00:00:00+00:00,0.00506720
2008-09-09 00:00:00+00:00,-0.03888325
2008-09-10 00:00:00+00:00,0.00966786
2008-09-11 00:00:00+00:00,-0.03253494
2008-09-12 00:00:00+00:00,0.01048777
2008-09-15 00:00:00+00:00,-0.00247729
2008-09-16 00:00:00+00:00,-0.07875491
2008-09-17 00:00:00+00:00,-0.00729407
2008-09-18 00:00:00+00:00,-0.03583447
2008-09-19 00:00:00+00:00,0.03904004
2008-09-22 00:00:00+00:00,0.05180952
2008-09-23 00:00:00+00:00,-0.02422212
2008-09-24 00:00:00+00:00,0.01078102
2008-09-25 00:00:00+00:00,0.02790607
2008-09-26 00:00:00+00:00,-0.04736565
2008-09-29 00:00:00+00:00,-0.05496639
2008-09-30 00:00:00+00:00,0.00293755
2008-10-01 00:00:00+00:00,-0.02043176
2008-10-02 00:00:00+00:00,-0.05362645
2008-10-03 00:00:00+00:00,-0.05044623
2008-10-06 00:00:00+00:00,-0.11836506
2008-10-07 00:00:00+00:00,-0.00422006
2008-10-08 00:00:00+00:00,0.00626981
2008-10-09 00:00:00+00:00,0.00081343
2008-10-10 00:00:00+00:00,0.01169918
2008-10-13 00:00:00+00:00,0.03825324
2008-10-14 00:00:00+00:00,0.02120791
2008-10-15 00:00:00+00:00,-0.09169602
2008-10-16 00:00:00+00:00,-0.00510126
2008-10-17 00:00:00+00:00,0.04451643
2008-10-20 00:00:00+00:00,-0.01996436
2008-10-21 00:00:00+00:00,-0.00297670
2008-10-22 00:00:00+00:00,-0.02775714
2008-10-23 00:00:00+00:00,-0.04177368
2008-10-24 00:00:00+00:00,-0.02525120
2008-10-27 00:00:00+00:00,-0.01632244
2008-10-28 00:00:00+00:00,-0.00003075
2008-10-29 00:00:00+00:00,0.07942498
2008-10-30 00:00:00+00:00,-0.02051467
2008-10-31 00:00:00+00:00,0.03319671
2008-11-03 00:00:00+00:00,-0.00978818
2008-11-04 00:00:00+00:00,0.07375129
2008-11-05 00:00:00+00:00,-0.00495657
2008-11-06 00:00:00+00:00,-0.08908986
2008-11-07 00:00:00+00:00,0.01940425
2008-11-10 00:00:00+00:00,0.01024094
2008-11-11 00:00:00+00:00,-0.00895164
2008-11-12 00:00:00+00:00,-0.00941926
2008-11-13 00:00:00+00:00,-0.02406976
2008-11-14 00:00:00+00:00,0.00912185
2008-11-17 00:00:00+00:00,-0.00997330
2008-11-18 00:00:00+00:00,0.02309064
2008-11-19 00:00:00+00:00,-0.00937561
2008-11-20 00:00:00+00:00,-0.04581471
2008-11-21 00:00:00+00:00,-0.01052268
2008-11-24 00:00:00+00:00,0.05811412
2008-11-25 00:00:00+00:00,0.00554985
2008-11-26 00:00:00+00:00,0.03199908
2008-11-28 00:00:00+00:00,-0.00505249
2008-12-01 00:00:00+00:00,-0.04259057
2008-12-02 00:00:00+00:00,-0.02800386
2008-12-03 00:00:00+00:00,-0.01180045
2008-12-04 00:00:00+00:00,-0.08920162
2008-12-05 00:00:00+00:00,-0.05426293
2008-12-08 00:00:00+00:00,0.11908299
2008-12-09 00:00:00+00:00,0.00623437
2008-12-10 00:00:00+00:00,0.02133290
2008-12-11 00:00:00+00:00,0.02770703
2008-12-12 00:00:00+00:00,-0.00956281
2008-12-15 00:00:00+00:00,-0.02880573
2008-12-16 00:00:00+00:00,0.00929007
2008-12-17 00:00:00+00:00,0.02115424
2008-12-18 00:00:00+00:00,0.00348062
2008-12-19 00:00:00+00:00,-0.02657800
2008-12-22 00:00:00+00:00,-0.04590577
2008-12-23 00:00:00+00:00,-0.01627008
2008-12-24 00:00:00+00:00,0.01000830
2008-12-26 00:00:00+00:00,0.00633641
2008-12-29 00:00:00+00:00,-0.03118945
2008-12-30 00:00:00+00:00,0.01650959
2008-12-31 00:00:00+00:00,0.07918588
2009-01-02 00:00:00+00:00,-0.01797845
2009-01-05 00:00:00+00:00,-0.05657411
2009-01-06 00:00:00+00:00,0.15323818
2009-01-07 00:00:00+00:00,-0.03337379
2009-01-08 00:00:00+00:00,-0.01333362
2009-01-09 00:00:00+00:00,0.05927036
2009-01-12 00:00:00+00:00,-0.03994408
2009-01-13 00:00:00+00:00,0.00384660
2009-01-14 00:00:00+00:00,-0.00172480
2009-01-15 00:00:00+00:00,-0.01286594
2009-01-16 00:00:00+00:00,0.03276000
2009-01-20 00:00:00+00:00,-0.01486214
2009-01-21 00:00:00+00:00,0.04485891
2009-01-22 00:00:00+00:00,0.03217833
2009-01-23 00:00:00+00:00,0.00368987
2009-01-26 00:00:00+00:00,0.04185945
2009-01-27 00:00:00+00:00,-0.00443644
2009-01-28 00:00:00+00:00,0.00965504
2009-01-29 00:00:00+00:00,-0.01605446
2009-01-30 00:00:00+00:00,-0.04205343
2009-02-02 00:00:00+00:00,0.01402115
2009-02-03 00:00:00+00:00,-0.00821847
2009-02-04 00:00:00+00:00,-0.05559637
2009-02-05 00:00:00+00:00,0.05589085
2009-02-06 00:00:00+00:00,0.00616280
2009-02-09 00:00:00+00:00,0.02996208
2009-02-10 00:00:00+00:00,-0.07367278
2009-02-11 00:00:00+00:00,-0.01892595
2009-02-12 00:00:00+00:00,-0.05944056
2009-02-13 00:00:00+00:00,0.00653514
2009-02-17 00:00:00+00:00,-0.03436563
2009-02-18 00:00:00+00:00,-0.02611290
2009-02-19 00:00:00+00:00,0.01566306
2009-02-20 00:00:00+00:00,-0.01868378
2009-02-23 00:00:00+00:00,0.03865182
2009-02-24 00:00:00+00:00,0.00172302
2009-02-25 00:00:00+00:00,-0.00780678
2009-02-26 00:00:00+00:00,0.00476120
2009-02-27 00:00:00+00:00,-0.02082294
2009-03-02 00:00:00+00:00,-0.10640854
2009-03-03 00:00:00+00:00,0.01156797
2009-03-04 00:00:00+00:00,0.04046183
2009-03-05 00:00:00+00:00,0.00043627
2009-03-06 00:00:00+00:00,-0.02749564
2009-03-09 00:00:00+00:00,-0.01601176
2009-03-10 00:00:00+00:00,-0.00692551
2009-03-11 00:00:00+00:00,0.01986396
2009-03-12 00:00:00+00:00,0.06408743
2009-03-13 00:00:00+00:00,-0.00755743
2009-03-16 00:00:00+00:00,0.01067445
2009-03-17 00:00:00+00:00,0.00795908
2009-03-18 00:00:00+00:00,0.03265581
2009-03-19 00:00:00+00:00,0.05213624
2009-03-20 00:00:00+00:00,0.00167892
2009-03-23 00:00:00+00:00,0.02198134
2009-03-24 00:00:00+00:00,-0.01298613
2009-03-25 00:00:00+00:00,-0.00043609
2009-03-26 00:00:00+00:00,0.01051717
2009-03-27 00:00:00+00:00,-0.02515999
2009-03-30 00:00:00+00:00,-0.04840054
2009-03-31 00:00:00+00:00,0.04783161
2009-04-01 00:00:00+00:00,-0.02125572
2009-04-02 00:00:00+00:00,0.03948652
2009-04-03 00:00:00+00:00,0.02735314
2009-04-06 00:00:00+00:00,-0.01538031
2009-04-07 00:00:00+00:00,0.00040359
2009-04-08 00:00:00+00:00,0.01171040
2009-04-09 00:00:00+00:00,0.01870408
2009-04-13 00:00:00+00:00,-0.06717555
2009-04-14 00:00:00+00:00,0.00339562
2009-04-15 00:00:00+00:00,0.00296500
2009-04-16 00:00:00+00:00,-0.03361603
2009-04-17 00:00:00+00:00,-0.03203421
2009-04-20 00:00:00+00:00,-0.00309009
2009-04-21 00:00:00+00:00,0.01187008
2009-04-22 00:00:00+00:00,0.04852189
2009-04-23 00:00:00+00:00,0.00792030
2009-04-24 00:00:00+00:00,0.01992939
2009-04-27 00:00:00+00:00,-0.06582926
2009-04-28 00:00:00+00:00,0.01444275
2009-04-29 00:00:00+00:00,0.00420875
2009-04-30 00:00:00+00:00,-0.01012269
2009-05-01 00:00:00+00:00,0.07576993
2009-05-04 00:00:00+00:00,0.00610595
2009-05-05 00:00:00+00:00,0.06225620
2009-05-06 00:00:00+00:00,0.00353697
2009-05-07 00:00:00+00:00,-0.00513687
2009-05-08 00:00:00+00:00,0.03317396
2009-05-11 00:00:00+00:00,0.02719137
2009-05-12 00:00:00+00:00,0.00573902
2009-05-13 00:00:00+00:00,-0.02524380
2009-05-14 00:00:00+00:00,0.01198755
2009-05-15 00:00:00+00:00,-0.00309456
2009-05-18 00:00:00+00:00,0.02466756
2009-05-19 00:00:00+00:00,0.04417589
2009-05-20 00:00:00+00:00,0.01452138
2009-05-21 00:00:00+00:00,0.03699504
2009-05-22 00:00:00+00:00,-0.01091575
2009-05-26 00:00:00+00:00,0.02080367
2009-05-27 00:00:00+00:00,-0.01339072
2009-05-28 00:00:00+00:00,0.01927323
2009-05-29 00:00:00+00:00,0.00899570
2009-06-01 00:00:00+00:00,0.06921300
2009-06-02 00:00:00+00:00,-0.00348063
2009-06-03 00:00:00+00:00,-0.05037788
2009-06-04 00:00:00+00:00,0.01174316
2009-06-05 00:00:00+00:00,-0.07546642
2009-06-08 00:00:00+00:00,-0.05559050
2009-06-09 00:00:00+00:00,0.01701797
2009-06-10 00:00:00+00:00,-0.01239718
2009-06-11 00:00:00+00:00,0.01923810
2009-06-12 00:00:00+00:00,-0.03067995
2009-06-15 00:00:00+00:00,-0.12496652
2009-06-16 00:00:00+00:00,0.01781384
2009-06-17 00:00:00+00:00,-0.06143539
2009-06-18 00:00:00+00:00,-0.00001444
2009-06-19 00:00:00+00:00,0.03309388
2009-06-22 00:00:00+00:00,0.00283414
2009-06-23 00:00:00+00:00,-0.02395050
2009-06-24 00:00:00+00:00,0.00368110
2009-06-25 00:00:00+00:00,0.01760867
2009-06-26 00:00:00+00:00,-0.01708096
2009-06-29 00:00:00+00:00,0.01760837
2009-06-30 00:00:00+00:00,-0.00529512
2009-07-01 00:00:00+00:00,-0.01385793
