Date,CH10
2002-03-14 00:00:00+00:00,-0.00143635
2002-03-15 00:00:00+00:00,0.00043544
2002-03-18 00:00:00+00:00,0.00315890
2002-03-19 00:00:00+00:00,-0.00007528
2002-03-20 00:00:00+00:00,-0.00124005
2002-03-21 00:00:00+00:00,-0.00364629
2002-03-22 00:00:00+00:00,0.00162872
2002-03-25 00:00:00+00:00,-0.00381917
2002-03-26 00:00:00+00:00,0.00828262
2002-03-27 00:00:00+00:00,0.00689033
2002-03-28 00:00:00+00:00,0.00212670
2002-04-02 00:00:00+00:00,0.00043310
2002-04-03 00:00:00+00:00,0.00668801
2002-04-04 00:00:00+00:00,0.00885571
2002-04-05 00:00:00+00:00,-0.00024078
2002-04-08 00:00:00+00:00,-0.00158246
2002-04-09 00:00:00+00:00,-0.00410110
2002-04-10 00:00:00+00:00,-0.00023988
2002-04-11 00:00:00+00:00,0.00043272
2002-04-12 00:00:00+00:00,0.00497374
2002-04-15 00:00:00+00:00,0.00546404
2002-04-16 00:00:00+00:00,-0.01094661
2002-04-17 00:00:00+00:00,0.00110524
2002-04-18 00:00:00+00:00,-0.00007194
2002-04-19 00:00:00+00:00,0.00129765
2002-04-22 00:00:00+00:00,0.00950386
2002-04-23 00:00:00+00:00,-0.00140979
2002-04-24 00:00:00+00:00,0.00377614
2002-04-25 00:00:00+00:00,0.00210341
2002-04-26 00:00:00+00:00,0.00159528
2002-04-29 00:00:00+00:00,-0.00357361
2002-04-30 00:00:00+00:00,0.00026058
2002-05-02 00:00:00+00:00,0.00560232
2002-05-03 00:00:00+00:00,0.00741758
2002-05-06 00:00:00+00:00,0.00175060
2002-05-07 00:00:00+00:00,0.00489754
2002-05-08 00:00:00+00:00,-0.00437022
2002-05-09 00:00:00+00:00,-0.00007333
2002-05-10 00:00:00+00:00,-0.00137339
2002-05-13 00:00:00+00:00,0.00108630
2002-05-14 00:00:00+00:00,-0.00752764
2002-05-15 00:00:00+00:00,0.00258829
2002-05-16 00:00:00+00:00,-0.00090334
2002-05-17 00:00:00+00:00,-0.00206724
2002-05-21 00:00:00+00:00,0.00774622
2002-05-22 00:00:00+00:00,0.00373892
2002-05-23 00:00:00+00:00,0.00174779
2002-05-24 00:00:00+00:00,-0.00056870
2002-05-27 00:00:00+00:00,-0.00702097
2002-05-28 00:00:00+00:00,0.00142081
2002-05-29 00:00:00+00:00,0.00092266
2002-05-30 00:00:00+00:00,0.00108760
2002-05-31 00:00:00+00:00,0.00009316
2002-06-03 00:00:00+00:00,0.00075517
2002-06-04 00:00:00+00:00,0.00133481
2002-06-05 00:00:00+00:00,-0.00037858
2002-06-06 00:00:00+00:00,-0.00335657
2002-06-07 00:00:00+00:00,0.00688806
2002-06-10 00:00:00+00:00,0.00356632
2002-06-11 00:00:00+00:00,-0.00370554
2002-06-12 00:00:00+00:00,0.00439400
2002-06-13 00:00:00+00:00,0.00438460
2002-06-14 00:00:00+00:00,0.00503374
2002-06-17 00:00:00+00:00,-0.00532917
2002-06-18 00:00:00+00:00,0.00486890
2002-06-19 00:00:00+00:00,0.00403578
2002-06-20 00:00:00+00:00,0.00287908
2002-06-21 00:00:00+00:00,-0.00220030
2002-06-24 00:00:00+00:00,0.00467926
2002-06-25 00:00:00+00:00,-0.00219727
2002-06-26 00:00:00+00:00,0.00867902
2002-06-27 00:00:00+00:00,-0.00471119
2002-06-28 00:00:00+00:00,-0.00023447
2002-07-01 00:00:00+00:00,-0.00056106
2002-07-02 00:00:00+00:00,0.00416811
2002-07-03 00:00:00+00:00,0.00155539
2002-07-04 00:00:00+00:00,-0.00169796
2002-07-05 00:00:00+00:00,-0.00576763
2002-07-08 00:00:00+00:00,0.00000938
2002-07-09 00:00:00+00:00,0.00041749
2002-07-10 00:00:00+00:00,0.00775712
2002-07-11 00:00:00+00:00,0.00658931
2002-07-12 00:00:00+00:00,0.00154764
2002-07-15 00:00:00+00:00,0.00332584
2002-07-16 00:00:00+00:00,0.00105873
2002-07-17 00:00:00+00:00,-0.00330062
2002-07-18 00:00:00+00:00,0.00025144
2002-07-19 00:00:00+00:00,0.00882010
2002-07-22 00:00:00+00:00,0.00588387
2002-07-23 00:00:00+00:00,0.00233574
2002-07-24 00:00:00+00:00,0.00986638
2002-07-25 00:00:00+00:00,-0.00246373
2002-07-26 00:00:00+00:00,0.00024825
2002-07-29 00:00:00+00:00,-0.01036970
2002-07-30 00:00:00+00:00,-0.01003979
2002-07-31 00:00:00+00:00,0.00476782
2002-08-01 00:00:00+00:00,-0.00007083
2002-08-02 00:00:00+00:00,0.00936978
2002-08-05 00:00:00+00:00,0.00825827
2002-08-06 00:00:00+00:00,-0.00565214
2002-08-07 00:00:00+00:00,0.00393007
2002-08-08 00:00:00+00:00,-0.00781059
2002-08-09 00:00:00+00:00,-0.00102955
2002-08-12 00:00:00+00:00,0.00137043
2002-08-13 00:00:00+00:00,0.00385118
2002-08-14 00:00:00+00:00,0.00951112
2002-08-15 00:00:00+00:00,-0.01294163
2002-08-16 00:00:00+00:00,-0.00214850
2002-08-19 00:00:00+00:00,-0.00263240
2002-08-20 00:00:00+00:00,0.00618334
2002-08-21 00:00:00+00:00,-0.00710157
2002-08-22 00:00:00+00:00,-0.01434426
2002-08-23 00:00:00+00:00,-0.00184692
2002-08-26 00:00:00+00:00,0.00073757
2002-08-27 00:00:00+00:00,0.00073725
2002-08-28 00:00:00+00:00,0.01010715
2002-08-29 00:00:00+00:00,0.00451006
2002-08-30 00:00:00+00:00,0.00249422
2002-09-02 00:00:00+00:00,0.00921632
2002-09-03 00:00:00+00:00,-0.00453294
2002-09-04 00:00:00+00:00,0.00427867
2002-09-05 00:00:00+00:00,0.00887680
2002-09-06 00:00:00+00:00,-0.00181964
2002-09-09 00:00:00+00:00,-0.00548297
2002-09-10 00:00:00+00:00,-0.00261739
2002-09-11 00:00:00+00:00,-0.00612689
2002-09-12 00:00:00+00:00,0.01231700
2002-09-13 00:00:00+00:00,0.00755399
2002-09-16 00:00:00+00:00,0.01068953
2002-09-17 00:00:00+00:00,0.00055823
2002-09-18 00:00:00+00:00,0.00464986
2002-09-19 00:00:00+00:00,0.00259876
2002-09-20 00:00:00+00:00,-0.00422458
2002-09-23 00:00:00+00:00,0.00448581
2002-09-24 00:00:00+00:00,-0.00304806
2002-09-25 00:00:00+00:00,-0.00179699
2002-09-26 00:00:00+00:00,-0.00368351
2002-09-27 00:00:00+00:00,-0.00085641
2002-09-30 00:00:00+00:00,0.00890719
2002-10-01 00:00:00+00:00,-0.00367363
2002-10-02 00:00:00+00:00,-0.00572132
2002-10-03 00:00:00+00:00,0.00323931
2002-10-04 00:00:00+00:00,0.00244664
2002-10-07 00:00:00+00:00,0.00369910
2002-10-08 00:00:00+00:00,-0.00414380
2002-10-09 00:00:00+00:00,0.00275908
2002-10-10 00:00:00+00:00,-0.00508648
2002-10-11 00:00:00+00:00,-0.01091626
2002-10-14 00:00:00+00:00,-0.00275538
2002-10-15 00:00:00+00:00,-0.01273407
2002-10-16 00:00:00+00:00,0.00295640
2002-10-17 00:00:00+00:00,-0.00070679
2002-10-18 00:00:00+00:00,-0.00102521
2002-10-21 00:00:00+00:00,0.00438551
2002-10-22 00:00:00+00:00,-0.00356539
2002-10-23 00:00:00+00:00,0.00549798
2002-10-24 00:00:00+00:00,-0.00245001
2002-10-25 00:00:00+00:00,0.00549025
2002-10-28 00:00:00+00:00,0.00721880
2002-10-29 00:00:00+00:00,0.00672104
2002-10-30 00:00:00+00:00,-0.00423474
2002-10-31 00:00:00+00:00,0.00466481
2002-11-01 00:00:00+00:00,0.00465393
2002-11-04 00:00:00+00:00,-0.00241766
2002-11-05 00:00:00+00:00,-0.00179182
2002-11-06 00:00:00+00:00,-0.00163081
2002-11-07 00:00:00+00:00,0.00655012
2002-11-08 00:00:00+00:00,0.00409755
2002-11-11 00:00:00+00:00,0.00385403
2002-11-12 00:00:00+00:00,0.00415877
2002-11-13 00:00:00+00:00,0.00274743
2002-11-14 00:00:00+00:00,-0.00083654
2002-11-15 00:00:00+00:00,0.00227721
2002-11-18 00:00:00+00:00,-0.00254695
2002-11-19 00:00:00+00:00,0.00858411
2002-11-20 00:00:00+00:00,0.00552306
2002-11-21 00:00:00+00:00,-0.00562420
2002-11-22 00:00:00+00:00,-0.00827567
2002-11-25 00:00:00+00:00,-0.00511844
2002-11-26 00:00:00+00:00,0.00197070
2002-11-27 00:00:00+00:00,-0.00816651
2002-11-28 00:00:00+00:00,-0.00052828
2002-11-29 00:00:00+00:00,0.00902403
2002-12-02 00:00:00+00:00,-0.00107214
2002-12-03 00:00:00+00:00,-0.00619730
2002-12-04 00:00:00+00:00,-0.00121091
2002-12-05 00:00:00+00:00,0.00449819
2002-12-06 00:00:00+00:00,0.00840523
2002-12-09 00:00:00+00:00,0.00431127
2002-12-10 00:00:00+00:00,0.00477060
2002-12-11 00:00:00+00:00,0.00460395
2002-12-12 00:00:00+00:00,0.00443807
2002-12-13 00:00:00+00:00,0.00148885
2002-12-16 00:00:00+00:00,-0.00129518
2002-12-17 00:00:00+00:00,0.00164300
2002-12-18 00:00:00+00:00,0.00658698
2002-12-19 00:00:00+00:00,0.00225230
2002-12-20 00:00:00+00:00,-0.00498113
2002-12-23 00:00:00+00:00,0.00148476
2002-12-27 00:00:00+00:00,0.01011439
2002-12-30 00:00:00+00:00,0.00377485
2003-01-02 00:00:00+00:00,-0.00005833
2003-01-03 00:00:00+00:00,-0.00370615
2003-01-06 00:00:00+00:00,0.00070852
2003-01-07 00:00:00+00:00,0.00300763
2003-01-08 00:00:00+00:00,0.00024854
2003-01-09 00:00:00+00:00,-0.00755414
2003-01-10 00:00:00+00:00,-0.00220765
2003-01-13 00:00:00+00:00,-0.00390125
2003-01-14 00:00:00+00:00,0.00271493
2003-01-15 00:00:00+00:00,0.00101890
2003-01-16 00:00:00+00:00,0.00040396
2003-01-17 00:00:00+00:00,0.00701263
2003-01-20 00:00:00+00:00,-0.00036352
2003-01-21 00:00:00+00:00,-0.00189559
2003-01-22 00:00:00+00:00,-0.00128347
2003-01-23 00:00:00+00:00,0.00163056
2003-01-24 00:00:00+00:00,0.00714750
2003-01-27 00:00:00+00:00,0.00055398
2003-01-28 00:00:00+00:00,-0.00036259
2003-01-29 00:00:00+00:00,-0.00112617
2003-01-30 00:00:00+00:00,-0.00494645
2003-01-31 00:00:00+00:00,0.00132124
2003-02-03 00:00:00+00:00,-0.00005722
2003-02-04 00:00:00+00:00,0.00578451
2003-02-05 00:00:00+00:00,-0.00005722
2003-02-06 00:00:00+00:00,0.00179942
2003-02-07 00:00:00+00:00,-0.00020942
2003-02-10 00:00:00+00:00,0.00131543
2003-02-11 00:00:00+00:00,-0.00081885
2003-02-12 00:00:00+00:00,0.00786900
2003-02-13 00:00:00+00:00,0.00328308
2003-02-14 00:00:00+00:00,-0.00263409
2003-02-17 00:00:00+00:00,-0.00020913
2003-02-18 00:00:00+00:00,-0.00111968
2003-02-19 00:00:00+00:00,0.00465031
2003-02-20 00:00:00+00:00,0.00070002
2003-02-21 00:00:00+00:00,-0.00263223
2003-02-24 00:00:00+00:00,0.00214089
2003-02-25 00:00:00+00:00,-0.00051232
2003-02-26 00:00:00+00:00,-0.00475425
2003-02-27 00:00:00+00:00,-0.00309512
2003-02-28 00:00:00+00:00,0.00100672
2003-03-03 00:00:00+00:00,0.00328645
2003-03-04 00:00:00+00:00,-0.00946855
2003-03-05 00:00:00+00:00,0.00893178
2003-03-06 00:00:00+00:00,0.00588985
2003-03-07 00:00:00+00:00,0.00450531
2003-03-10 00:00:00+00:00,-0.00013029
2003-03-11 00:00:00+00:00,0.00600818
2003-03-12 00:00:00+00:00,-0.00617458
2003-03-13 00:00:00+00:00,-0.01142233
2003-03-14 00:00:00+00:00,-0.01102991
2003-03-17 00:00:00+00:00,-0.02227847
2003-03-18 00:00:00+00:00,-0.00858049
2003-03-19 00:00:00+00:00,-0.01204110
2003-03-20 00:00:00+00:00,0.01043421
2003-03-21 00:00:00+00:00,-0.01181735
2003-03-24 00:00:00+00:00,0.00213679
2003-03-25 00:00:00+00:00,-0.00052685
2003-03-26 00:00:00+00:00,-0.00130986
2003-03-27 00:00:00+00:00,0.00997089
2003-03-28 00:00:00+00:00,0.00072365
2003-03-31 00:00:00+00:00,0.01272328
2003-04-01 00:00:00+00:00,0.00071884
2003-04-02 00:00:00+00:00,-0.00609472
2003-04-03 00:00:00+00:00,-0.01170395
2003-04-04 00:00:00+00:00,-0.00661661
2003-04-07 00:00:00+00:00,-0.01416325
2003-04-08 00:00:00+00:00,0.00420537
2003-04-09 00:00:00+00:00,0.00309452
2003-04-10 00:00:00+00:00,0.00749270
2003-04-11 00:00:00+00:00,-0.00804768
2003-04-14 00:00:00+00:00,-0.00273158
2003-04-15 00:00:00+00:00,0.00498334
2003-04-16 00:00:00+00:00,0.00654216
2003-04-17 00:00:00+00:00,0.00417111
2003-04-22 00:00:00+00:00,-0.00240120
2003-04-23 00:00:00+00:00,-0.00334228
2003-04-24 00:00:00+00:00,0.00542851
2003-04-25 00:00:00+00:00,-0.00005625
2003-04-28 00:00:00+00:00,0.00043775
2003-04-29 00:00:00+00:00,-0.00411903
2003-04-30 00:00:00+00:00,0.00104028
2003-05-02 00:00:00+00:00,0.00589063
2003-05-05 00:00:00+00:00,0.00244074
2003-05-06 00:00:00+00:00,-0.00083523
2003-05-07 00:00:00+00:00,0.01225947
2003-05-08 00:00:00+00:00,0.00722674
2003-05-09 00:00:00+00:00,0.00056234
2003-05-12 00:00:00+00:00,0.00303156
2003-05-13 00:00:00+00:00,0.00533819
2003-05-14 00:00:00+00:00,0.00301977
2003-05-15 00:00:00+00:00,0.00362992
2003-05-16 00:00:00+00:00,0.00990544
2003-05-19 00:00:00+00:00,0.00894070
2003-05-20 00:00:00+00:00,-0.00308842
2003-05-21 00:00:00+00:00,-0.00051072
2003-05-22 00:00:00+00:00,-0.00081461
2003-05-23 00:00:00+00:00,0.00374784
2003-05-26 00:00:00+00:00,-0.00202788
2003-05-27 00:00:00+00:00,0.00009709
2003-05-28 00:00:00+00:00,-0.01509744
2003-05-30 00:00:00+00:00,0.00193631
2003-06-02 00:00:00+00:00,-0.00135692
2003-06-03 00:00:00+00:00,0.02393335
2003-06-04 00:00:00+00:00,0.00393802
2003-06-05 00:00:00+00:00,0.00920703
2003-06-06 00:00:00+00:00,-0.00942039
2003-06-10 00:00:00+00:00,0.01055405
2003-06-11 00:00:00+00:00,0.00024648
2003-06-12 00:00:00+00:00,-0.00658678
2003-06-13 00:00:00+00:00,-0.00273130
2003-06-16 00:00:00+00:00,0.00054840
2003-06-17 00:00:00+00:00,-0.01243381
2003-06-18 00:00:00+00:00,-0.02121875
2003-06-19 00:00:00+00:00,-0.01036603
2003-06-20 00:00:00+00:00,-0.00004764
2003-06-23 00:00:00+00:00,-0.00261582
2003-06-24 00:00:00+00:00,0.00529791
2003-06-25 00:00:00+00:00,0.00558581
2003-06-26 00:00:00+00:00,-0.00992247
2003-06-27 00:00:00+00:00,0.00315687
2003-06-30 00:00:00+00:00,-0.00012467
2003-07-01 00:00:00+00:00,0.00652943
2003-07-02 00:00:00+00:00,-0.00164375
2003-07-03 00:00:00+00:00,-0.00354538
2003-07-04 00:00:00+00:00,0.01213537
2003-07-07 00:00:00+00:00,-0.00262245
2003-07-08 00:00:00+00:00,0.00313330
2003-07-09 00:00:00+00:00,-0.00035197
2003-07-10 00:00:00+00:00,0.00524811
2003-07-11 00:00:00+00:00,0.00342265
2003-07-14 00:00:00+00:00,0.00432066
2003-07-15 00:00:00+00:00,-0.01253026
2003-07-16 00:00:00+00:00,-0.00882577
2003-07-17 00:00:00+00:00,-0.00628059
2003-07-18 00:00:00+00:00,0.00025546
2003-07-21 00:00:00+00:00,-0.01346333
2003-07-22 00:00:00+00:00,0.00071701
2003-07-23 00:00:00+00:00,0.01099450
2003-07-24 00:00:00+00:00,-0.00691499
2003-07-25 00:00:00+00:00,0.00989997
2003-07-28 00:00:00+00:00,-0.01086618
2003-07-29 00:00:00+00:00,0.00163272
2003-07-30 00:00:00+00:00,-0.00188779
2003-07-31 00:00:00+00:00,-0.00280763
2003-08-04 00:00:00+00:00,-0.00342562
2003-08-05 00:00:00+00:00,-0.00281679
2003-08-06 00:00:00+00:00,-0.00005069
2003-08-07 00:00:00+00:00,0.00520507
2003-08-08 00:00:00+00:00,0.01283798
2003-08-11 00:00:00+00:00,-0.00736888
2003-08-12 00:00:00+00:00,-0.00005111
2003-08-13 00:00:00+00:00,-0.01257393
2003-08-14 00:00:00+00:00,-0.00728856
2003-08-15 00:00:00+00:00,0.00381286
2003-08-18 00:00:00+00:00,-0.00437024
2003-08-19 00:00:00+00:00,-0.00577097
2003-08-20 00:00:00+00:00,0.00506477
2003-08-21 00:00:00+00:00,-0.00484496
2003-08-22 00:00:00+00:00,0.00242838
2003-08-25 00:00:00+00:00,-0.00020703
2003-08-26 00:00:00+00:00,-0.00067179
2003-08-27 00:00:00+00:00,-0.00129133
2003-08-28 00:00:00+00:00,-0.00005181
2003-08-29 00:00:00+00:00,-0.00056905
2003-09-01 00:00:00+00:00,-0.00082656
2003-09-02 00:00:00+00:00,-0.01392736
2003-09-03 00:00:00+00:00,-0.02128025
2003-09-04 00:00:00+00:00,0.00547570
2003-09-05 00:00:00+00:00,0.00297080
2003-09-08 00:00:00+00:00,0.01122231
2003-09-09 00:00:00+00:00,-0.00518255
2003-09-10 00:00:00+00:00,0.00698975
2003-09-11 00:00:00+00:00,-0.00131211
2003-09-12 00:00:00+00:00,0.01493444
2003-09-15 00:00:00+00:00,-0.00067711
2003-09-16 00:00:00+00:00,-0.00036462
2003-09-17 00:00:00+00:00,-0.00396715
2003-09-18 00:00:00+00:00,-0.00523029
2003-09-19 00:00:00+00:00,0.00702993
2003-09-22 00:00:00+00:00,0.00355560
2003-09-23 00:00:00+00:00,0.00143610
2003-09-24 00:00:00+00:00,-0.00255251
2003-09-25 00:00:00+00:00,0.01075264
2003-09-26 00:00:00+00:00,0.00353088
2003-09-29 00:00:00+00:00,-0.00253787
2003-09-30 00:00:00+00:00,0.01395695
2003-10-01 00:00:00+00:00,-0.00051451
2003-10-02 00:00:00+00:00,-0.01550981
2003-10-03 00:00:00+00:00,-0.01157959
2003-10-06 00:00:00+00:00,0.00355375
2003-10-07 00:00:00+00:00,0.00605014
2003-10-08 00:00:00+00:00,-0.00223296
2003-10-09 00:00:00+00:00,-0.00395248
2003-10-10 00:00:00+00:00,0.00808417
2003-10-13 00:00:00+00:00,-0.00550228
2003-10-14 00:00:00+00:00,-0.00098728
2003-10-15 00:00:00+00:00,-0.00739561
2003-10-16 00:00:00+00:00,0.00465574
2003-10-17 00:00:00+00:00,-0.00787514
2003-10-20 00:00:00+00:00,0.00552696
2003-10-21 00:00:00+00:00,0.00496142
2003-10-22 00:00:00+00:00,0.00994903
2003-10-23 00:00:00+00:00,-0.00533704
2003-10-24 00:00:00+00:00,-0.00160982
2003-10-27 00:00:00+00:00,-0.00878760
2003-10-28 00:00:00+00:00,-0.00177499
2003-10-29 00:00:00+00:00,-0.00350128
2003-10-30 00:00:00+00:00,0.00057742
2003-10-31 00:00:00+00:00,0.01015712
2003-11-03 00:00:00+00:00,-0.01020667
2003-11-04 00:00:00+00:00,0.00183332
2003-11-05 00:00:00+00:00,-0.00005097
2003-11-06 00:00:00+00:00,-0.00896925
2003-11-07 00:00:00+00:00,-0.00793147
2003-11-10 00:00:00+00:00,0.00153117
2003-11-11 00:00:00+00:00,0.00405956
2003-11-12 00:00:00+00:00,-0.00036653
2003-11-13 00:00:00+00:00,0.00405192
2003-11-14 00:00:00+00:00,0.00388590
2003-11-17 00:00:00+00:00,0.00906494
2003-11-18 00:00:00+00:00,-0.00075489
2003-11-19 00:00:00+00:00,0.00057487
2003-11-20 00:00:00+00:00,0.00213954
2003-11-21 00:00:00+00:00,0.00682552
2003-11-24 00:00:00+00:00,-0.01204260
2003-11-25 00:00:00+00:00,-0.00710150
2003-11-26 00:00:00+00:00,-0.00571093
2003-11-27 00:00:00+00:00,-0.00225806
2003-11-28 00:00:00+00:00,0.00152798
2003-12-01 00:00:00+00:00,-0.00249480
2003-12-02 00:00:00+00:00,0.00752433
2003-12-03 00:00:00+00:00,-0.01208359
2003-12-04 00:00:00+00:00,-0.00137843
2003-12-05 00:00:00+00:00,0.01812181
2003-12-08 00:00:00+00:00,0.00231686
2003-12-09 00:00:00+00:00,-0.00666952
2003-12-10 00:00:00+00:00,0.00848027
2003-12-11 00:00:00+00:00,-0.00398181
2003-12-12 00:00:00+00:00,0.01326799
2003-12-15 00:00:00+00:00,-0.00051943
2003-12-16 00:00:00+00:00,0.00112495
2003-12-17 00:00:00+00:00,0.00229811
2003-12-18 00:00:00+00:00,0.00010714
2003-12-19 00:00:00+00:00,-0.00215906
2003-12-22 00:00:00+00:00,0.00214190
2003-12-23 00:00:00+00:00,0.00120100
2003-12-29 00:00:00+00:00,-0.00348599
2003-12-30 00:00:00+00:00,-0.00349302
2004-01-05 00:00:00+00:00,-0.00663424
2004-01-06 00:00:00+00:00,0.00419648
2004-01-07 00:00:00+00:00,0.00246174
2004-01-08 00:00:00+00:00,0.00308615
2004-01-09 00:00:00+00:00,0.00746371
2004-01-12 00:00:00+00:00,-0.00036059
2004-01-13 00:00:00+00:00,0.00057462
2004-01-14 00:00:00+00:00,-0.00176375
2004-01-15 00:00:00+00:00,0.00229171
2004-01-16 00:00:00+00:00,0.00213271
2004-01-19 00:00:00+00:00,0.00150762
2004-01-20 00:00:00+00:00,0.00072890
2004-01-21 00:00:00+00:00,-0.00238162
2004-01-22 00:00:00+00:00,0.00057382
2004-01-23 00:00:00+00:00,0.00835485
2004-01-26 00:00:00+00:00,-0.01167312
2004-01-27 00:00:00+00:00,0.00150885
2004-01-28 00:00:00+00:00,0.00072840
2004-01-29 00:00:00+00:00,-0.01126114
2004-01-30 00:00:00+00:00,0.00417767
2004-02-02 00:00:00+00:00,0.00784049
2004-02-03 00:00:00+00:00,0.00570910
2004-02-04 00:00:00+00:00,-0.00160261
2004-02-05 00:00:00+00:00,0.00181352
2004-02-06 00:00:00+00:00,0.00367441
2004-02-09 00:00:00+00:00,0.00118870
2004-02-10 00:00:00+00:00,0.00087817
2004-02-11 00:00:00+00:00,-0.00066923
2004-02-12 00:00:00+00:00,0.01024332
2004-02-13 00:00:00+00:00,0.00549315
2004-02-16 00:00:00+00:00,-0.00250681
2004-02-17 00:00:00+00:00,0.00471593
2004-02-18 00:00:00+00:00,0.00317044
2004-02-19 00:00:00+00:00,-0.01214750
2004-02-20 00:00:00+00:00,-0.00359392
2004-02-23 00:00:00+00:00,-0.00483515
2004-02-24 00:00:00+00:00,0.00629157
2004-02-25 00:00:00+00:00,0.00072006
2004-02-26 00:00:00+00:00,-0.00236400
2004-02-27 00:00:00+00:00,0.00357291
2004-03-01 00:00:00+00:00,-0.00012809
2004-03-02 00:00:00+00:00,-0.00166813
2004-03-03 00:00:00+00:00,-0.01430065
2004-03-04 00:00:00+00:00,0.00380247
2004-03-05 00:00:00+00:00,0.00875994
2004-03-08 00:00:00+00:00,0.01065500
2004-03-09 00:00:00+00:00,0.00164641
2004-03-10 00:00:00+00:00,-0.00205574
2004-03-11 00:00:00+00:00,0.00596908
2004-03-12 00:00:00+00:00,0.00010278
2004-03-15 00:00:00+00:00,0.00348831
2004-03-16 00:00:00+00:00,-0.00711730
2004-03-17 00:00:00+00:00,0.00226176
2004-03-18 00:00:00+00:00,-0.00559371
2004-03-19 00:00:00+00:00,0.00133908
2004-03-22 00:00:00+00:00,0.00272679
2004-03-23 00:00:00+00:00,-0.00544361
2004-03-24 00:00:00+00:00,0.00056744
2004-03-25 00:00:00+00:00,0.00164842
2004-03-26 00:00:00+00:00,-0.00313711
2004-03-29 00:00:00+00:00,-0.01519739
2004-03-30 00:00:00+00:00,0.00586683
2004-03-31 00:00:00+00:00,0.00274434
2004-04-01 00:00:00+00:00,-0.00594294
2004-04-02 00:00:00+00:00,-0.01093730
2004-04-05 00:00:00+00:00,-0.00255251
2004-04-06 00:00:00+00:00,0.00480305
2004-04-07 00:00:00+00:00,0.00244847
2004-04-08 00:00:00+00:00,0.00119740
2004-04-13 00:00:00+00:00,-0.00987219
2004-04-14 00:00:00+00:00,-0.00224444
2004-04-15 00:00:00+00:00,0.00073322
2004-04-16 00:00:00+00:00,0.00324162
2004-04-19 00:00:00+00:00,0.00527095
2004-04-20 00:00:00+00:00,-0.00738909
2004-04-21 00:00:00+00:00,0.00120162
2004-04-22 00:00:00+00:00,-0.00474852
2004-04-23 00:00:00+00:00,-0.00460305
2004-04-26 00:00:00+00:00,-0.00146715
