Date,VIX
2006-04-05 00:00:00+00:00,-0.02056928
2006-04-06 00:00:00+00:00,-0.01286774
2006-04-07 00:00:00+00:00,0.03298835
2006-04-10 00:00:00+00:00,0.02439587
2006-04-11 00:00:00+00:00,0.03603366
2006-04-12 00:00:00+00:00,0.00997101
2006-04-13 00:00:00+00:00,-0.00706361
2006-04-17 00:00:00+00:00,0.00604802
2006-04-18 00:00:00+00:00,-0.11560344
2006-04-19 00:00:00+00:00,0.03552769
2006-04-20 00:00:00+00:00,-0.01361192
2006-04-21 00:00:00+00:00,0.01594884
2006-04-24 00:00:00+00:00,-0.00408417
2006-04-25 00:00:00+00:00,-0.00012917
2006-04-26 00:00:00+00:00,-0.01363250
2006-04-27 00:00:00+00:00,0.01114284
2006-04-28 00:00:00+00:00,-0.01047921
2006-05-01 00:00:00+00:00,0.03174084
2006-05-02 00:00:00+00:00,-0.02780076
2006-05-03 00:00:00+00:00,0.01983486
2006-05-04 00:00:00+00:00,-0.00960355
2006-05-05 00:00:00+00:00,-0.02454223
2006-05-08 00:00:00+00:00,0.00225738
2006-05-09 00:00:00+00:00,-0.01521423
2006-05-10 00:00:00+00:00,-0.00412473
2006-05-11 00:00:00+00:00,0.05604672
2006-05-12 00:00:00+00:00,0.10393538
2006-05-15 00:00:00+00:00,-0.00238011
2006-05-16 00:00:00+00:00,-0.02650945
2006-05-17 00:00:00+00:00,0.17988220
2006-05-18 00:00:00+00:00,0.01443005
2006-05-19 00:00:00+00:00,0.01559070
2006-05-22 00:00:00+00:00,0.06581872
2006-05-23 00:00:00+00:00,-0.00833804
2006-05-24 00:00:00+00:00,0.03042309
2006-05-25 00:00:00+00:00,-0.07054467
2006-05-26 00:00:00+00:00,0.01515114
2006-05-30 00:00:00+00:00,0.13337772
2006-05-31 00:00:00+00:00,-0.02435694
2006-06-01 00:00:00+00:00,-0.04613180
2006-06-02 00:00:00+00:00,-0.02374491
2006-06-05 00:00:00+00:00,0.07006463
2006-06-06 00:00:00+00:00,0.01595494
2006-06-07 00:00:00+00:00,0.04760366
2006-06-08 00:00:00+00:00,0.05525260
2006-06-09 00:00:00+00:00,0.01655167
2006-06-12 00:00:00+00:00,0.07951102
2006-06-13 00:00:00+00:00,0.11648458
2006-06-14 00:00:00+00:00,0.01858186
2006-06-15 00:00:00+00:00,-0.26077178
2006-06-16 00:00:00+00:00,0.05287746
2006-06-19 00:00:00+00:00,0.00633940
2006-06-20 00:00:00+00:00,-0.03140427
2006-06-21 00:00:00+00:00,-0.09845746
2006-06-22 00:00:00+00:00,0.00486785
2006-06-23 00:00:00+00:00,-0.01891027
2006-06-26 00:00:00+00:00,-0.01854978
2006-06-27 00:00:00+00:00,0.05245851
2006-06-28 00:00:00+00:00,-0.00138480
2006-06-29 00:00:00+00:00,-0.15023158
2006-06-30 00:00:00+00:00,-0.04353028
2006-07-03 00:00:00+00:00,-0.03645306
2006-07-05 00:00:00+00:00,0.07299864
2006-07-06 00:00:00+00:00,-0.00146989
2006-07-07 00:00:00+00:00,0.02282796
2006-07-10 00:00:00+00:00,-0.00013819
2006-07-11 00:00:00+00:00,-0.04096886
2006-07-12 00:00:00+00:00,0.05899272
2006-07-13 00:00:00+00:00,0.19434080
2006-07-14 00:00:00+00:00,0.08074717
2006-07-17 00:00:00+00:00,-0.00539394
2006-07-18 00:00:00+00:00,0.01459918
2006-07-19 00:00:00+00:00,-0.10433231
2006-07-20 00:00:00+00:00,0.03275002
2006-07-21 00:00:00+00:00,0.02313256
2006-07-24 00:00:00+00:00,-0.07793523
2006-07-25 00:00:00+00:00,-0.02739406
2006-07-26 00:00:00+00:00,-0.00814367
2006-07-27 00:00:00+00:00,0.04357412
2006-07-28 00:00:00+00:00,-0.05683909
2006-07-31 00:00:00+00:00,0.01964906
2006-08-01 00:00:00+00:00,0.04738479
2006-08-02 00:00:00+00:00,-0.03889504
2006-08-03 00:00:00+00:00,-0.01825223
2006-08-04 00:00:00+00:00,0.02925255
2006-08-07 00:00:00+00:00,0.01790082
2006-08-08 00:00:00+00:00,-0.00654698
2006-08-09 00:00:00+00:00,-0.01492094
2006-08-10 00:00:00+00:00,-0.00144224
2006-08-11 00:00:00+00:00,0.00308137
2006-08-14 00:00:00+00:00,-0.08662330
2006-08-15 00:00:00+00:00,-0.05532659
2006-08-16 00:00:00+00:00,-0.11266470
2006-08-17 00:00:00+00:00,-0.00789194
2006-08-18 00:00:00+00:00,-0.01647300
2006-08-21 00:00:00+00:00,-0.01168999
2006-08-22 00:00:00+00:00,-0.00671220
2006-08-23 00:00:00+00:00,0.02412707
2006-08-24 00:00:00+00:00,0.06447098
2006-08-25 00:00:00+00:00,0.04504064
2006-08-28 00:00:00+00:00,-0.01626667
2006-08-29 00:00:00+00:00,0.00115955
2006-08-30 00:00:00+00:00,-0.01833280
2006-08-31 00:00:00+00:00,-0.02252259
2006-09-01 00:00:00+00:00,-0.02806317
2006-09-05 00:00:00+00:00,0.01328518
2006-09-06 00:00:00+00:00,0.04525677
2006-09-07 00:00:00+00:00,0.01895456
2006-09-08 00:00:00+00:00,-0.01058694
2006-09-11 00:00:00+00:00,0.00906217
2006-09-12 00:00:00+00:00,-0.06111889
2006-09-13 00:00:00+00:00,-0.01614553
2006-09-14 00:00:00+00:00,0.02727031
2006-09-15 00:00:00+00:00,-0.01267764
2006-09-18 00:00:00+00:00,-0.00614039
2006-09-19 00:00:00+00:00,-0.01676965
2006-09-20 00:00:00+00:00,-0.03045956
2006-09-21 00:00:00+00:00,0.04761356
2006-09-22 00:00:00+00:00,0.01253914
2006-09-25 00:00:00+00:00,-0.05492076
2006-09-26 00:00:00+00:00,0.05860937
2006-09-27 00:00:00+00:00,0.01453642
2006-09-28 00:00:00+00:00,-0.00777261
2006-09-29 00:00:00+00:00,-0.00205193
2006-10-02 00:00:00+00:00,0.01331194
2006-10-03 00:00:00+00:00,-0.01229167
2006-10-04 00:00:00+00:00,-0.06500389
2006-10-05 00:00:00+00:00,-0.01657281
2006-10-06 00:00:00+00:00,-0.00611235
2006-10-09 00:00:00+00:00,-0.02490198
2006-10-10 00:00:00+00:00,-0.03320079
2006-10-11 00:00:00+00:00,-0.02613012
2006-10-12 00:00:00+00:00,-0.04792365
2006-10-13 00:00:00+00:00,-0.02649244
2006-10-16 00:00:00+00:00,-0.03048682
2006-10-17 00:00:00+00:00,0.01227768
2006-10-18 00:00:00+00:00,-0.01398867
2006-10-19 00:00:00+00:00,-0.01338545
2006-10-20 00:00:00+00:00,-0.03203939
2006-10-23 00:00:00+00:00,-0.03475346
2006-10-24 00:00:00+00:00,-0.03813503
2006-10-25 00:00:00+00:00,-0.04690664
2006-10-26 00:00:00+00:00,0.07493876
2006-10-27 00:00:00+00:00,0.00357652
2006-10-30 00:00:00+00:00,-0.00162630
2006-10-31 00:00:00+00:00,-0.02327391
2006-11-01 00:00:00+00:00,0.01951300
2006-11-02 00:00:00+00:00,0.00288614
2006-11-03 00:00:00+00:00,-0.00847361
2006-11-06 00:00:00+00:00,-0.04964509
2006-11-07 00:00:00+00:00,-0.00323865
2006-11-08 00:00:00+00:00,-0.01805333
2006-11-09 00:00:00+00:00,-0.00092092
2006-11-10 00:00:00+00:00,0.00377195
2006-11-13 00:00:00+00:00,-0.00407110
2006-11-14 00:00:00+00:00,-0.03089751
2006-11-15 00:00:00+00:00,-0.02326613
2006-11-16 00:00:00+00:00,-0.00823731
2006-11-17 00:00:00+00:00,0.00962390
2006-11-20 00:00:00+00:00,-0.01637349
2006-11-21 00:00:00+00:00,0.01523259
2006-11-22 00:00:00+00:00,0.01748904
2006-11-24 00:00:00+00:00,0.02766095
2006-11-27 00:00:00+00:00,0.08864602
2006-11-28 00:00:00+00:00,-0.05235398
2006-11-29 00:00:00+00:00,-0.04546025
2006-11-30 00:00:00+00:00,-0.01650766
2006-12-01 00:00:00+00:00,0.03299406
2006-12-04 00:00:00+00:00,-0.03865657
2006-12-05 00:00:00+00:00,0.00515765
2006-12-06 00:00:00+00:00,0.01194709
2006-12-07 00:00:00+00:00,0.02701224
2006-12-08 00:00:00+00:00,-0.01343061
2006-12-11 00:00:00+00:00,-0.01590229
2006-12-12 00:00:00+00:00,-0.00614226
2006-12-13 00:00:00+00:00,-0.00313672
2006-12-14 00:00:00+00:00,0.00958687
2006-12-15 00:00:00+00:00,0.02449159
2006-12-18 00:00:00+00:00,0.00724438
2006-12-19 00:00:00+00:00,-0.03758146
2006-12-20 00:00:00+00:00,-0.00830931
2006-12-21 00:00:00+00:00,0.01479944
2006-12-22 00:00:00+00:00,0.02652889
2006-12-26 00:00:00+00:00,-0.04619027
2006-12-27 00:00:00+00:00,-0.04789883
2006-12-28 00:00:00+00:00,0.06484666
2006-12-29 00:00:00+00:00,0.00847895
2007-01-03 00:00:00+00:00,-0.00013917
2007-01-04 00:00:00+00:00,-0.02502970
2007-01-05 00:00:00+00:00,0.03573185
2007-01-08 00:00:00+00:00,-0.00375463
2007-01-09 00:00:00+00:00,-0.01234402
2007-01-10 00:00:00+00:00,-0.00230124
2007-01-11 00:00:00+00:00,-0.09654343
2007-01-12 00:00:00+00:00,-0.03436647
2007-01-16 00:00:00+00:00,-0.03428278
2007-01-17 00:00:00+00:00,-0.00014083
2007-01-18 00:00:00+00:00,0.01148707
2007-01-19 00:00:00+00:00,-0.03812588
2007-01-22 00:00:00+00:00,0.02020345
2007-01-23 00:00:00+00:00,-0.05293670
2007-01-24 00:00:00+00:00,0.05550263
2007-01-25 00:00:00+00:00,0.03299337
2007-01-26 00:00:00+00:00,0.00134588
2007-01-29 00:00:00+00:00,0.00060378
2007-01-30 00:00:00+00:00,-0.02021574
2007-01-31 00:00:00+00:00,-0.03534710
2007-02-01 00:00:00+00:00,-0.01304924
2007-02-02 00:00:00+00:00,-0.00243524
2007-02-05 00:00:00+00:00,0.00062328
2007-02-06 00:00:00+00:00,-0.03615727
2007-02-07 00:00:00+00:00,-0.01105373
2007-02-08 00:00:00+00:00,0.00609316
2007-02-09 00:00:00+00:00,0.04428532
2007-02-12 00:00:00+00:00,0.03326718
2007-02-13 00:00:00+00:00,-0.05092625
2007-02-14 00:00:00+00:00,-0.05341439
2007-02-15 00:00:00+00:00,-0.02123611
2007-02-16 00:00:00+00:00,-0.00172840
2007-02-20 00:00:00+00:00,-0.03670862
2007-02-21 00:00:00+00:00,-0.01476448
2007-02-22 00:00:00+00:00,-0.01156217
2007-02-23 00:00:00+00:00,0.08421431
2007-02-26 00:00:00+00:00,-0.00693731
2007-02-27 00:00:00+00:00,0.22741289
2007-02-28 00:00:00+00:00,-0.10277689
2007-03-01 00:00:00+00:00,0.04668872
2007-03-02 00:00:00+00:00,0.08532939
2007-03-05 00:00:00+00:00,0.04478852
2007-03-06 00:00:00+00:00,-0.11534526
2007-03-07 00:00:00+00:00,-0.00084936
2007-03-08 00:00:00+00:00,-0.05355880
2007-03-09 00:00:00+00:00,0.01004196
2007-03-12 00:00:00+00:00,-0.01242365
2007-03-13 00:00:00+00:00,0.11933878
2007-03-14 00:00:00+00:00,0.06128222
2007-03-15 00:00:00+00:00,0.01673049
2007-03-16 00:00:00+00:00,0.05291727
2007-03-19 00:00:00+00:00,-0.09409408
2007-03-20 00:00:00+00:00,-0.05051343
2007-03-21 00:00:00+00:00,-0.13568537
2007-03-22 00:00:00+00:00,0.01456685
2007-03-23 00:00:00+00:00,0.00860719
2007-03-26 00:00:00+00:00,-0.00086084
2007-03-27 00:00:00+00:00,0.02295149
2007-03-28 00:00:00+00:00,0.07210662
2007-03-29 00:00:00+00:00,0.00333547
2007-03-30 00:00:00+00:00,-0.00980754
2007-04-02 00:00:00+00:00,0.03365435
2007-04-03 00:00:00+00:00,-0.06105621
2007-04-04 00:00:00+00:00,0.00619426
2007-04-05 00:00:00+00:00,-0.02239174
2007-04-09 00:00:00+00:00,-0.00154086
2007-04-10 00:00:00+00:00,-0.03813946
2007-04-11 00:00:00+00:00,0.05443317
2007-04-12 00:00:00+00:00,-0.03190657
2007-04-13 00:00:00+00:00,-0.02954982
2007-04-16 00:00:00+00:00,-0.09072266
2007-04-17 00:00:00+00:00,0.00885126
2007-04-18 00:00:00+00:00,0.00437392
2007-04-19 00:00:00+00:00,0.00360249
2007-04-20 00:00:00+00:00,-0.00309334
2007-04-23 00:00:00+00:00,0.03250400
2007-04-24 00:00:00+00:00,-0.00086528
2007-04-25 00:00:00+00:00,-0.00086500
2007-04-26 00:00:00+00:00,0.02173242
2007-04-27 00:00:00+00:00,-0.01740188
2007-04-30 00:00:00+00:00,0.04786639
2007-05-01 00:00:00+00:00,-0.00794154
2007-05-02 00:00:00+00:00,-0.01085667
2007-05-03 00:00:00+00:00,-0.00013458
2007-05-04 00:00:00+00:00,-0.00226499
2007-05-07 00:00:00+00:00,-0.00369796
2007-05-08 00:00:00+00:00,0.01930275
2007-05-09 00:00:00+00:00,-0.00084794
2007-05-10 00:00:00+00:00,0.05025632
2007-05-11 00:00:00+00:00,-0.02864543
2007-05-14 00:00:00+00:00,0.03078712
2007-05-15 00:00:00+00:00,0.01715602
2007-05-16 00:00:00+00:00,-0.02059440
2007-05-17 00:00:00+00:00,0.01572999
2007-05-18 00:00:00+00:00,-0.02405636
2007-05-21 00:00:00+00:00,-0.02712337
2007-05-22 00:00:00+00:00,0.00757365
2007-05-23 00:00:00+00:00,-0.00501277
2007-05-24 00:00:00+00:00,0.04379819
2007-05-25 00:00:00+00:00,-0.01683257
2007-05-29 00:00:00+00:00,-0.02041703
2007-05-30 00:00:00+00:00,-0.01305795
2007-05-31 00:00:00+00:00,-0.00424042
2007-06-01 00:00:00+00:00,0.00465629
2007-06-04 00:00:00+00:00,0.00600790
2007-06-05 00:00:00+00:00,0.01279239
2007-06-06 00:00:00+00:00,0.03356078
2007-06-07 00:00:00+00:00,0.07468380
2007-06-08 00:00:00+00:00,-0.01622912
2007-06-11 00:00:00+00:00,-0.03699976
2007-06-12 00:00:00+00:00,0.03812885
2007-06-13 00:00:00+00:00,-0.03076691
2007-06-14 00:00:00+00:00,-0.03242851
2007-06-15 00:00:00+00:00,-0.02612611
2007-06-18 00:00:00+00:00,0.00526933
2007-06-19 00:00:00+00:00,-0.04185149
2007-06-20 00:00:00+00:00,0.09890728
2007-06-21 00:00:00+00:00,0.01903736
2007-06-22 00:00:00+00:00,0.07334191
2007-06-25 00:00:00+00:00,0.02896384
2007-06-26 00:00:00+00:00,0.03039571
2007-06-27 00:00:00+00:00,-0.09565502
2007-06-28 00:00:00+00:00,0.00936829
2007-06-29 00:00:00+00:00,0.05682966
2007-07-02 00:00:00+00:00,-0.03920593
2007-07-03 00:00:00+00:00,-0.02451083
2007-07-05 00:00:00+00:00,0.03471841
2007-07-06 00:00:00+00:00,-0.03319884
2007-07-09 00:00:00+00:00,0.00429496
2007-07-10 00:00:00+00:00,0.11454846
2007-07-11 00:00:00+00:00,-0.00253160
2007-07-12 00:00:00+00:00,-0.03062055
2007-07-13 00:00:00+00:00,0.01749307
2007-07-16 00:00:00+00:00,0.02027233
2007-07-17 00:00:00+00:00,0.01831571
2007-07-18 00:00:00+00:00,0.05761258
2007-07-19 00:00:00+00:00,-0.01448826
2007-07-20 00:00:00+00:00,0.05401080
2007-07-23 00:00:00+00:00,-0.01702939
2007-07-24 00:00:00+00:00,0.06452487
2007-07-25 00:00:00+00:00,-0.00399610
2007-07-26 00:00:00+00:00,0.06532127
2007-07-27 00:00:00+00:00,0.03445860
2007-07-30 00:00:00+00:00,-0.03814707
2007-07-31 00:00:00+00:00,0.16428967
2007-08-01 00:00:00+00:00,0.03493664
2007-08-02 00:00:00+00:00,-0.06535225
2007-08-03 00:00:00+00:00,0.14855541
2007-08-06 00:00:00+00:00,-0.05240675
2007-08-07 00:00:00+00:00,-0.12267063
2007-08-08 00:00:00+00:00,-0.00753972
2007-08-09 00:00:00+00:00,0.24489021
2007-08-10 00:00:00+00:00,0.05575055
2007-08-13 00:00:00+00:00,-0.08011146
2007-08-14 00:00:00+00:00,0.09291676
2007-08-15 00:00:00+00:00,0.04672784
2007-08-16 00:00:00+00:00,0.12089261
2007-08-17 00:00:00+00:00,-0.01669922
2007-08-20 00:00:00+00:00,-0.14742838
2007-08-21 00:00:00+00:00,-0.03538611
2007-08-22 00:00:00+00:00,-0.07307436
2007-08-23 00:00:00+00:00,0.03394527
2007-08-24 00:00:00+00:00,-0.06898941
2007-08-27 00:00:00+00:00,0.06800569
2007-08-28 00:00:00+00:00,0.16074391
2007-08-29 00:00:00+00:00,-0.05578971
2007-08-30 00:00:00+00:00,0.01849226
2007-08-31 00:00:00+00:00,-0.05380865
2007-09-04 00:00:00+00:00,-0.06230759
2007-09-05 00:00:00+00:00,0.08094717
2007-09-06 00:00:00+00:00,-0.01520143
2007-09-07 00:00:00+00:00,0.09196811
2007-09-10 00:00:00+00:00,0.04475742
2007-09-11 00:00:00+00:00,-0.06721601
2007-09-12 00:00:00+00:00,0.02215124
2007-09-13 00:00:00+00:00,-0.01332822
2007-09-14 00:00:00+00:00,-0.00233094
2007-09-17 00:00:00+00:00,0.04220292
2007-09-18 00:00:00+00:00,-0.20720351
2007-09-19 00:00:00+00:00,-0.07845605
2007-09-20 00:00:00+00:00,0.03795673
2007-09-21 00:00:00+00:00,-0.08299643
2007-09-24 00:00:00+00:00,-0.01161721
2007-09-25 00:00:00+00:00,0.01847835
2007-09-26 00:00:00+00:00,-0.04137564
2007-09-27 00:00:00+00:00,-0.01669751
2007-09-28 00:00:00+00:00,0.04432769
2007-10-01 00:00:00+00:00,-0.04300898
2007-10-02 00:00:00+00:00,0.04262114
2007-10-03 00:00:00+00:00,0.02328790
2007-10-04 00:00:00+00:00,0.01149555
2007-10-05 00:00:00+00:00,-0.08960234
2007-10-08 00:00:00+00:00,0.02200677
2007-10-09 00:00:00+00:00,-0.07418574
2007-10-10 00:00:00+00:00,-0.00011264
2007-10-11 00:00:00+00:00,0.12059455
2007-10-12 00:00:00+00:00,-0.03258680
2007-10-15 00:00:00+00:00,0.09411400
2007-10-16 00:00:00+00:00,0.08120348
2007-10-17 00:00:00+00:00,-0.01581072
2007-10-18 00:00:00+00:00,-0.00058427
2007-10-19 00:00:00+00:00,0.13517141
2007-10-22 00:00:00+00:00,-0.03732945
2007-10-23 00:00:00+00:00,-0.05622901
2007-10-24 00:00:00+00:00,0.03710496
2007-10-25 00:00:00+00:00,-0.00103666
2007-10-26 00:00:00+00:00,-0.04697442
2007-10-29 00:00:00+00:00,-0.01049716
2007-10-30 00:00:00+00:00,0.07385940
2007-10-31 00:00:00+00:00,-0.11233489
2007-11-01 00:00:00+00:00,0.18451038
2007-11-02 00:00:00+00:00,0.05506028
2007-11-05 00:00:00+00:00,0.06739935
2007-11-06 00:00:00+00:00,-0.06808542
2007-11-07 00:00:00+00:00,0.18438692
2007-11-08 00:00:00+00:00,-0.01002788
2007-11-09 00:00:00+00:00,0.09154236
2007-11-12 00:00:00+00:00,0.01715688
2007-11-13 00:00:00+00:00,-0.13109466
2007-11-14 00:00:00+00:00,0.02912550
2007-11-15 00:00:00+00:00,0.11576860
2007-11-16 00:00:00+00:00,-0.01715352
2007-11-19 00:00:00+00:00,0.03810321
2007-11-20 00:00:00+00:00,-0.03865525
2007-11-21 00:00:00+00:00,0.03587053
2007-11-23 00:00:00+00:00,-0.06403858
2007-11-26 00:00:00+00:00,0.09421609
2007-11-27 00:00:00+00:00,-0.02159399
2007-11-28 00:00:00+00:00,-0.13460274
2007-11-29 00:00:00+00:00,0.00598736
2007-11-30 00:00:00+00:00,-0.02635096
2007-12-03 00:00:00+00:00,0.00971231
2007-12-04 00:00:00+00:00,0.02313237
2007-12-05 00:00:00+00:00,-0.06527684
2007-12-06 00:00:00+00:00,-0.08469816
2007-12-07 00:00:00+00:00,0.02764505
2007-12-10 00:00:00+00:00,-0.02616424
2007-12-11 00:00:00+00:00,0.07990076
2007-12-12 00:00:00+00:00,-0.01300247
2007-12-13 00:00:00+00:00,0.01754373
2007-12-14 00:00:00+00:00,0.05519805
2007-12-17 00:00:00+00:00,0.06271986
2007-12-18 00:00:00+00:00,-0.06258500
2007-12-19 00:00:00+00:00,-0.02029891
2007-12-20 00:00:00+00:00,-0.02182135
2007-12-21 00:00:00+00:00,-0.07809080
2007-12-24 00:00:00+00:00,-0.05419228
2007-12-26 00:00:00+00:00,-0.01403072
2007-12-27 00:00:00+00:00,0.03282195
2007-12-28 00:00:00+00:00,0.01690694
2007-12-31 00:00:00+00:00,0.03865872
2008-01-02 00:00:00+00:00,0.01851203
2008-01-03 00:00:00+00:00,-0.00009014
2008-01-04 00:00:00+00:00,0.06079113
2008-01-07 00:00:00+00:00,-0.03847534
2008-01-08 00:00:00+00:00,0.08426208
2008-01-09 00:00:00+00:00,-0.01419658
2008-01-10 00:00:00+00:00,-0.06338128
2008-01-11 00:00:00+00:00,0.11170471
2008-01-14 00:00:00+00:00,-0.07801554
2008-01-15 00:00:00+00:00,0.00390105
2008-01-16 00:00:00+00:00,-0.01007524
2008-01-17 00:00:00+00:00,0.14254524
2008-01-18 00:00:00+00:00,0.01344422
2008-01-22 00:00:00+00:00,0.00592582
2008-01-23 00:00:00+00:00,-0.09142014
2008-01-24 00:00:00+00:00,0.00467558
2008-01-25 00:00:00+00:00,0.03062283
2008-01-28 00:00:00+00:00,-0.03658265
2008-01-29 00:00:00+00:00,0.00152069
2008-01-30 00:00:00+00:00,0.01845053
2008-01-31 00:00:00+00:00,-0.02549545
2008-02-01 00:00:00+00:00,-0.04379785
2008-02-04 00:00:00+00:00,0.05540225
2008-02-05 00:00:00+00:00,0.11197536
2008-02-06 00:00:00+00:00,0.05326401
2008-02-07 00:00:00+00:00,-0.03732972
2008-02-08 00:00:00+00:00,0.04637889
2008-02-11 00:00:00+00:00,-0.05122499
2008-02-12 00:00:00+00:00,-0.02095259
2008-02-13 00:00:00+00:00,-0.06157360
2008-02-14 00:00:00+00:00,0.02786390
2008-02-15 00:00:00+00:00,-0.01804949
2008-02-19 00:00:00+00:00,-0.02051876
2008-02-20 00:00:00+00:00,-0.01757306
2008-02-21 00:00:00+00:00,0.00033132
2008-02-22 00:00:00+00:00,-0.04603500
2008-02-25 00:00:00+00:00,-0.02382380
2008-02-26 00:00:00+00:00,-0.01037173
2008-02-27 00:00:00+00:00,0.02396059
2008-02-28 00:00:00+00:00,0.04491735
2008-02-29 00:00:00+00:00,0.10673206
2008-03-03 00:00:00+00:00,-0.01183051
2008-03-04 00:00:00+00:00,-0.03298493
2008-03-05 00:00:00+00:00,-0.03971661
2008-03-06 00:00:00+00:00,0.11988101
2008-03-07 00:00:00+00:00,-0.00796661
2008-03-10 00:00:00+00:00,0.04956284
2008-03-11 00:00:00+00:00,-0.11193760
2008-03-12 00:00:00+00:00,0.07295774
2008-03-13 00:00:00+00:00,0.00109262
2008-03-14 00:00:00+00:00,0.09489692
2008-03-17 00:00:00+00:00,-0.00221607
2008-03-18 00:00:00+00:00,-0.16005479
2008-03-19 00:00:00+00:00,0.09512480
2008-03-20 00:00:00+00:00,-0.03243544
2008-03-24 00:00:00+00:00,-0.03914182
2008-03-25 00:00:00+00:00,0.00501834
2008-03-26 00:00:00+00:00,0.01078585
2008-03-27 00:00:00+00:00,0.00799531
2008-03-28 00:00:00+00:00,0.00262972
2008-03-31 00:00:00+00:00,-0.02029897
2008-04-01 00:00:00+00:00,-0.10729337
2008-04-02 00:00:00+00:00,0.00565351
2008-04-03 00:00:00+00:00,0.00036692
2008-04-04 00:00:00+00:00,0.00320655
2008-04-07 00:00:00+00:00,-0.05222474
2008-04-08 00:00:00+00:00,-0.01662347
2008-04-09 00:00:00+00:00,0.04847721
2008-04-10 00:00:00+00:00,-0.02699648
2008-04-11 00:00:00+00:00,0.06621759
2008-04-14 00:00:00+00:00,-0.01477284
2008-04-15 00:00:00+00:00,-0.03064202
2008-04-16 00:00:00+00:00,-0.11250235
2008-04-17 00:00:00+00:00,0.01675141
2008-04-18 00:00:00+00:00,-0.06543167
2008-04-21 00:00:00+00:00,-0.03024877
2008-04-22 00:00:00+00:00,0.01645799
2008-04-23 00:00:00+00:00,-0.01992987
2008-04-24 00:00:00+00:00,0.01959743
2008-04-25 00:00:00+00:00,-0.04598936
2008-04-28 00:00:00+00:00,-0.02108847
2008-04-29 00:00:00+00:00,0.02308578
2008-04-30 00:00:00+00:00,0.03314469
2008-05-01 00:00:00+00:00,-0.09252638
2008-05-02 00:00:00+00:00,-0.02319190
2008-05-05 00:00:00+00:00,0.02936593
2008-05-06 00:00:00+00:00,-0.05813837
2008-05-07 00:00:00+00:00,0.08785323
2008-05-08 00:00:00+00:00,0.00674906
2008-05-09 00:00:00+00:00,0.01302609
2008-05-12 00:00:00+00:00,-0.04630237
2008-05-13 00:00:00+00:00,-0.00142424
2008-05-14 00:00:00+00:00,-0.03707219
2008-05-15 00:00:00+00:00,-0.03349407
2008-05-16 00:00:00+00:00,0.02394736
2008-05-19 00:00:00+00:00,-0.01400654
2008-05-20 00:00:00+00:00,0.08474782
2008-05-21 00:00:00+00:00,0.11404076
2008-05-22 00:00:00+00:00,-0.01871335
2008-05-23 00:00:00+00:00,0.04196746
2008-05-27 00:00:00+00:00,-0.00878975
2008-05-28 00:00:00+00:00,-0.03068504
2008-05-29 00:00:00+00:00,-0.08795240
2008-05-30 00:00:00+00:00,-0.01461769
2008-06-02 00:00:00+00:00,0.07285970
2008-06-03 00:00:00+00:00,0.03134479
2008-06-04 00:00:00+00:00,-0.01064600
2008-06-05 00:00:00+00:00,-0.05935340
2008-06-06 00:00:00+00:00,0.12945600
