Date,Energy,Equity,FX,Metals,Rates
2002-03-28 00:00:00+00:00,0.02529054,-0.01201776,-0.03522308,-0.00332629,-0.00590668
2002-03-29 00:00:00+00:00,0.02529054,-0.01201776,-0.03522308,-0.00332629,-0.00590668
2002-04-01 00:00:00+00:00,0.02802103,-0.01254219,-0.03876634,-0.00223966,-0.00489040
2002-04-02 00:00:00+00:00,0.03457009,-0.01324068,-0.03787093,-0.00144646,-0.00979680
2002-04-03 00:00:00+00:00,0.03275366,-0.01392677,-0.02857958,-0.00428510,-0.01893008
2002-04-04 00:00:00+00:00,0.02685550,-0.01296968,-0.02906662,-0.00388979,-0.01941262
2002-04-05 00:00:00+00:00,0.02416092,-0.01291704,-0.03786873,-0.00434690,-0.02215797
2002-04-08 00:00:00+00:00,0.02514233,-0.01221146,-0.03552787,-0.00626705,-0.02097875
2002-04-09 00:00:00+00:00,0.02158892,-0.01211844,-0.03605910,-0.00806371,-0.01963732
2002-04-10 00:00:00+00:00,0.02185067,-0.01218293,-0.03568399,-0.00713210,-0.01822322
2002-04-11 00:00:00+00:00,0.01737857,-0.01015163,-0.03947657,-0.00328515,-0.02081223
2002-04-12 00:00:00+00:00,0.01561054,-0.01099869,-0.03653938,-0.00319407,-0.02181129
2002-04-15 00:00:00+00:00,0.01904188,-0.00992295,-0.03759682,-0.00538944,-0.02224074
2002-04-16 00:00:00+00:00,0.01644705,-0.01270533,-0.04050048,-0.00405594,-0.01831677
2002-04-17 00:00:00+00:00,0.01738953,-0.01235449,-0.04143066,-0.00306485,-0.01846851
2002-04-18 00:00:00+00:00,0.01760177,-0.01166211,-0.04053168,-0.00261364,-0.01696879
2002-04-19 00:00:00+00:00,0.01768699,-0.01147418,-0.04712126,-0.00276955,-0.01617410
2002-04-22 00:00:00+00:00,0.01864978,-0.01043907,-0.05295252,-0.00174863,-0.01609571
2002-04-23 00:00:00+00:00,0.02050089,-0.00942790,-0.05590826,-0.00094923,-0.01444728
2002-04-24 00:00:00+00:00,0.02043140,-0.00894416,-0.05980328,-0.00112874,-0.01354109
2002-04-25 00:00:00+00:00,0.01847497,-0.00870480,-0.04884181,0.00079901,-0.01493458
2002-04-26 00:00:00+00:00,0.02112992,-0.00665207,-0.04196498,0.00255011,-0.01521661
2002-04-29 00:00:00+00:00,0.02215318,-0.00600407,-0.03910982,0.00183322,-0.01416231
2002-04-30 00:00:00+00:00,0.02575603,-0.00726902,-0.05460045,-0.00105795,-0.01284423
2002-05-01 00:00:00+00:00,0.02549023,-0.00728649,-0.02944734,-0.00135171,-0.01179311
2002-05-02 00:00:00+00:00,0.02308834,-0.00704193,-0.01813000,-0.00253135,-0.01354430
2002-05-03 00:00:00+00:00,0.02389612,-0.00649638,-0.00428250,-0.00327384,-0.01137976
2002-05-06 00:00:00+00:00,0.02201995,-0.00425703,-0.00307556,-0.00337296,-0.01187842
2002-05-07 00:00:00+00:00,0.02402356,-0.00263599,-0.00537313,-0.00389493,-0.00939994
2002-05-08 00:00:00+00:00,0.02660537,-0.01200086,-0.02269602,-0.00724368,-0.01850868
2002-05-09 00:00:00+00:00,0.02608437,-0.00950071,-0.01644347,-0.00506675,-0.01890327
2002-05-10 00:00:00+00:00,0.02868296,-0.00831500,-0.01281758,-0.00453469,-0.01365172
2002-05-13 00:00:00+00:00,0.03050433,-0.00933323,-0.02028813,-0.00486020,-0.01544095
2002-05-14 00:00:00+00:00,0.03433910,-0.01070063,-0.02202892,-0.00626170,-0.01761163
2002-05-15 00:00:00+00:00,0.02660448,-0.01156418,-0.01574850,-0.00527366,-0.01826026
2002-05-16 00:00:00+00:00,0.02692636,-0.01169054,-0.01693970,-0.00474403,-0.01742453
2002-05-17 00:00:00+00:00,0.02764678,-0.01380181,-0.01074406,-0.00129818,-0.01735380
2002-05-20 00:00:00+00:00,0.02884134,-0.01314373,-0.01305698,0.00188212,-0.01940800
2002-05-21 00:00:00+00:00,0.02644735,-0.01360407,-0.01374076,0.00248418,-0.01930854
2002-05-22 00:00:00+00:00,0.02605439,-0.01314288,-0.01090446,0.00303362,-0.02019085
2002-05-23 00:00:00+00:00,0.02610609,-0.01093380,-0.01620533,0.00554605,-0.01993706
2002-05-24 00:00:00+00:00,0.02574523,-0.01000863,-0.01814924,0.00330463,-0.01361474
2002-05-27 00:00:00+00:00,0.02549665,-0.00952688,-0.01504339,0.00372602,-0.01301658
2002-05-28 00:00:00+00:00,0.02629796,-0.01014018,-0.00220214,0.00513061,-0.01218187
2002-05-29 00:00:00+00:00,0.02502193,-0.00715531,0.00111054,0.00634186,-0.01201065
2002-05-30 00:00:00+00:00,0.02267663,-0.00530183,0.00866938,0.00735561,-0.01131303
2002-05-31 00:00:00+00:00,0.01949203,-0.00561205,-0.00070141,0.00942605,-0.01216860
2002-06-03 00:00:00+00:00,0.01772675,-0.00421858,0.01730289,0.01043948,-0.01298434
2002-06-04 00:00:00+00:00,0.00925370,-0.00433210,0.02270073,0.01259049,-0.01229963
2002-06-05 00:00:00+00:00,0.00811447,-0.00385205,0.01820599,0.00586644,-0.01341286
2002-06-06 00:00:00+00:00,0.00073967,-0.00204350,0.02153805,0.00672908,-0.01138754
2002-06-07 00:00:00+00:00,0.00156984,-0.00015082,0.02164241,0.00630114,-0.01191734
2002-06-10 00:00:00+00:00,0.00343335,-0.00056476,0.02031389,0.00502038,-0.01135330
2002-06-11 00:00:00+00:00,0.00376375,0.00094688,0.02667647,0.00538126,-0.01641324
2002-06-12 00:00:00+00:00,0.00114233,0.00226913,0.02171170,0.00568890,-0.01314399
2002-06-13 00:00:00+00:00,-0.00675042,0.00471089,0.02506565,0.00511903,-0.00952990
2002-06-14 00:00:00+00:00,-0.00675376,0.00892778,0.03272503,0.00513420,-0.00668383
2002-06-17 00:00:00+00:00,-0.00486376,0.00719525,0.03818499,0.00498474,-0.01437786
2002-06-18 00:00:00+00:00,-0.01051231,0.00721706,0.03923863,0.00523627,-0.01427716
2002-06-19 00:00:00+00:00,-0.00907230,0.00987442,0.04558658,0.00469502,-0.00829840
2002-06-20 00:00:00+00:00,-0.00700901,0.01255616,0.04799658,0.00487196,-0.01768056
2002-06-21 00:00:00+00:00,-0.00912264,0.01339370,0.05729910,0.00509873,-0.01242828
2002-06-24 00:00:00+00:00,-0.01061791,0.01345603,0.06117935,0.00311728,-0.00956520
2002-06-25 00:00:00+00:00,-0.01300900,0.01593213,0.06957136,0.00250718,-0.01869783
2002-06-26 00:00:00+00:00,-0.01283275,0.01713785,0.09592146,0.00257541,-0.01056543
2002-06-27 00:00:00+00:00,-0.01562733,0.01440025,0.10016224,0.00183217,-0.01585739
2002-06-28 00:00:00+00:00,-0.02248253,0.01317361,0.10390171,-0.00002928,-0.01060860
2002-07-01 00:00:00+00:00,-0.02063015,0.01615753,0.09924407,0.00268445,-0.00010862
2002-07-02 00:00:00+00:00,-0.01472547,0.02074990,0.09526663,0.00382984,0.00688272
2002-07-03 00:00:00+00:00,-0.01172701,0.02082492,0.09683797,0.00449525,0.00937242
2002-07-04 00:00:00+00:00,-0.01277576,0.02009794,0.09548438,0.00446520,0.00704012
2002-07-05 00:00:00+00:00,-0.00963992,0.01250795,0.08666785,0.00503045,-0.00232435
2002-07-08 00:00:00+00:00,-0.01070700,0.01494441,0.10079684,0.00430756,-0.00093614
2002-07-09 00:00:00+00:00,-0.00670917,0.01549163,0.10781766,0.00470736,0.00586518
2002-07-10 00:00:00+00:00,-0.00178442,0.01933998,0.10877272,0.00463162,0.01270031
2002-07-11 00:00:00+00:00,-0.00349725,0.02001291,0.11597991,0.00601475,0.01528892
2002-07-12 00:00:00+00:00,-0.00160123,0.02285675,0.11536122,0.00634447,0.01437019
2002-07-15 00:00:00+00:00,-0.00368197,0.02424312,0.12687592,0.00649120,0.01403984
2002-07-16 00:00:00+00:00,-0.00182263,0.02473865,0.12860011,0.00525577,0.00746544
2002-07-17 00:00:00+00:00,-0.00186413,0.02306153,0.13101882,0.00587073,0.00879453
2002-07-18 00:00:00+00:00,-0.00384782,0.02366048,0.13011101,0.00570254,0.01307577
2002-07-19 00:00:00+00:00,-0.00386359,0.02596647,0.13533692,0.00587606,0.01560752
2002-07-22 00:00:00+00:00,-0.00713868,0.02782132,0.13270153,0.00606716,0.02125719
2002-07-23 00:00:00+00:00,-0.00809140,0.02988235,0.11280681,0.00275765,0.02484870
2002-07-24 00:00:00+00:00,-0.00915716,0.02387918,0.11315282,0.00089764,0.02882149
2002-07-25 00:00:00+00:00,-0.01046126,0.02279000,0.10865976,0.00172211,0.02983382
2002-07-26 00:00:00+00:00,-0.01234202,0.02411898,0.10622782,0.00530650,0.03271984
2002-07-29 00:00:00+00:00,-0.01039069,0.02184744,0.08864788,0.00484339,0.01681490
2002-07-30 00:00:00+00:00,-0.00736959,0.02080886,0.09192952,0.00531935,0.01682003
2002-07-31 00:00:00+00:00,-0.00968569,0.01902236,0.07027572,0.00379091,0.02024571
2002-08-01 00:00:00+00:00,-0.00774984,0.01779698,0.07181913,0.00390451,0.02457272
2002-08-02 00:00:00+00:00,-0.00888994,0.01674919,0.07695002,0.00371688,0.02904775
2002-08-05 00:00:00+00:00,-0.00898760,0.02904268,0.09805904,0.00601947,0.04056708
2002-08-06 00:00:00+00:00,-0.00894249,0.02649334,0.09369701,0.00520356,0.03584629
2002-08-07 00:00:00+00:00,-0.00997308,0.02453805,0.08938755,0.00409846,0.03726416
2002-08-08 00:00:00+00:00,-0.01255245,0.02505245,0.09348591,0.00486500,0.03650288
2002-08-09 00:00:00+00:00,-0.01612096,0.02669674,0.10357382,0.00582363,0.04169553
2002-08-12 00:00:00+00:00,-0.01018099,0.02706999,0.09593703,0.00543139,0.04207235
2002-08-13 00:00:00+00:00,-0.01016964,0.02757820,0.09881411,0.00509222,0.04454364
2002-08-14 00:00:00+00:00,-0.00963796,0.02701152,0.09471899,0.00531351,0.04456228
2002-08-15 00:00:00+00:00,-0.00820476,0.02577532,0.09310101,0.00177270,0.04061563
2002-08-16 00:00:00+00:00,-0.00572753,0.02527896,0.09048387,0.00128074,0.03596573
2002-08-19 00:00:00+00:00,-0.00461123,0.02462424,0.08846434,0.00096894,0.03569103
2002-08-20 00:00:00+00:00,-0.00454168,0.02524945,0.09114230,-0.00200882,0.04049055
2002-08-21 00:00:00+00:00,-0.00170599,0.02458642,0.09133304,-0.00027793,0.03898630
2002-08-22 00:00:00+00:00,-0.00233676,0.02413539,0.09017119,-0.00093469,0.03486188
2002-08-23 00:00:00+00:00,-0.00248517,0.02394990,0.08133308,-0.00216360,0.03728815
2002-08-26 00:00:00+00:00,0.00072040,0.02346912,0.07835018,-0.00390509,0.04046332
2002-08-27 00:00:00+00:00,0.00156636,0.02307897,0.07028448,-0.00514352,0.03883598
2002-08-28 00:00:00+00:00,-0.00058766,0.02400049,0.08169600,-0.00601996,0.03844609
2002-08-29 00:00:00+00:00,0.00050459,0.02269974,0.07084215,-0.00685696,0.04000773
2002-08-30 00:00:00+00:00,0.00168009,0.02297329,0.07061078,-0.00809006,0.03958712
2002-09-02 00:00:00+00:00,0.00130352,0.02258940,0.07292407,-0.00141154,0.04192869
2002-09-03 00:00:00+00:00,-0.00448233,0.02194079,0.07442351,-0.00207990,0.04787197
2002-09-04 00:00:00+00:00,-0.00228935,0.01982855,0.07313401,-0.00220095,0.04958774
2002-09-05 00:00:00+00:00,-0.00009584,0.02094896,0.07440972,-0.00076421,0.05144283
2002-09-06 00:00:00+00:00,0.00140035,0.01856859,0.06585374,-0.00085018,0.04619741
2002-09-09 00:00:00+00:00,0.00305081,0.01675092,0.07027104,-0.00180329,0.04434715
2002-09-10 00:00:00+00:00,0.00573830,0.01333501,0.06616350,-0.00240947,0.04369138
2002-09-11 00:00:00+00:00,0.00577224,0.00851420,0.05695364,-0.00263082,0.03567644
2002-09-12 00:00:00+00:00,0.00180416,0.01329155,0.05543098,-0.00211678,0.04249492
2002-09-13 00:00:00+00:00,0.00636663,0.01352885,0.05433247,-0.00234319,0.04419548
2002-09-16 00:00:00+00:00,0.00624167,0.01094320,0.05003119,-0.00186004,0.03991567
2002-09-17 00:00:00+00:00,0.00404117,0.00955670,0.04702521,-0.00222873,0.04594664
2002-09-18 00:00:00+00:00,0.00629987,0.00956312,0.03604047,-0.00151876,0.04341571
2002-09-19 00:00:00+00:00,0.00650591,0.01025716,0.03143790,-0.00120332,0.05123961
2002-09-20 00:00:00+00:00,0.00654952,0.00740209,0.02976441,-0.00093917,0.05238574
2002-09-23 00:00:00+00:00,0.01058884,0.00780949,0.00469597,-0.00062120,0.04998088
2002-09-24 00:00:00+00:00,0.00876671,0.01191164,0.00306011,0.00035159,0.05685854
2002-09-25 00:00:00+00:00,0.00710253,0.01118334,-0.00171384,-0.00043810,0.05412110
2002-09-26 00:00:00+00:00,0.00661039,0.00644107,0.00417844,-0.00114562,0.05128075
2002-09-27 00:00:00+00:00,0.00734577,0.00256034,0.00891153,-0.00072056,0.05253479
2002-09-30 00:00:00+00:00,0.00728502,0.00512480,0.00918536,-0.00017712,0.06016935
2002-10-01 00:00:00+00:00,0.00934302,0.00262688,0.00832109,-0.00052291,0.05451953
2002-10-02 00:00:00+00:00,0.00808098,0.00957980,0.01752166,-0.00082468,0.06274487
2002-10-03 00:00:00+00:00,0.00468555,0.00896522,0.00590922,-0.00055188,0.06023438
2002-10-04 00:00:00+00:00,0.00434380,0.00825809,0.00053563,-0.00032235,0.05652259
2002-10-07 00:00:00+00:00,0.00289313,0.00607194,0.00150248,-0.00047638,0.05454023
2002-10-08 00:00:00+00:00,0.00247876,0.00556253,-0.00884453,-0.00129275,0.05137295
2002-10-09 00:00:00+00:00,0.00039655,0.00594613,-0.00684997,-0.00079396,0.05506621
2002-10-10 00:00:00+00:00,-0.00056248,0.00217491,-0.01812404,-0.00215384,0.04997806
2002-10-11 00:00:00+00:00,-0.00083150,-0.00235032,-0.02029225,-0.00258790,0.04736528
2002-10-14 00:00:00+00:00,0.00146401,-0.00079403,-0.02253818,-0.00152788,0.04540704
2002-10-15 00:00:00+00:00,0.00186330,-0.00514024,-0.02135011,-0.00243031,0.02798533
2002-10-16 00:00:00+00:00,-0.00514327,-0.00685402,-0.02624648,-0.00327131,0.02354634
2002-10-17 00:00:00+00:00,-0.00142045,-0.01054458,-0.02634138,-0.00469403,0.01525746
2002-10-18 00:00:00+00:00,-0.00066915,-0.01264054,-0.01303033,-0.00340234,0.01367217
2002-10-21 00:00:00+00:00,-0.00374583,-0.01009260,-0.02125210,-0.00377331,0.00796255
2002-10-22 00:00:00+00:00,-0.00476761,-0.00946732,-0.02128925,-0.00415598,0.00553556
2002-10-23 00:00:00+00:00,-0.00402841,-0.00825606,-0.01645108,-0.00396968,0.00297254
2002-10-24 00:00:00+00:00,-0.00378929,-0.00568003,-0.01189053,-0.00372166,0.01912098
2002-10-25 00:00:00+00:00,-0.00433689,-0.00553591,-0.01193414,-0.00465108,0.02279311
2002-10-28 00:00:00+00:00,-0.00378071,-0.00533967,-0.01156939,-0.00534863,0.01847095
2002-10-29 00:00:00+00:00,-0.00355196,-0.00625398,-0.01486709,-0.00535814,0.01852805
2002-10-30 00:00:00+00:00,-0.00340032,-0.00705990,-0.01682939,-0.00522155,0.01224739
2002-10-31 00:00:00+00:00,-0.00648561,-0.00823656,-0.01814257,-0.00585968,0.01037844
2002-11-01 00:00:00+00:00,-0.00648023,-0.00672581,-0.01073427,-0.00603729,0.01373176
2002-11-04 00:00:00+00:00,-0.00700322,-0.00735056,-0.00965633,-0.00570461,0.00730430
2002-11-05 00:00:00+00:00,-0.00554042,-0.00607356,-0.00733225,-0.00562682,0.00918773
2002-11-06 00:00:00+00:00,-0.00507990,-0.00574360,-0.00471190,-0.00544412,0.00608763
2002-11-07 00:00:00+00:00,-0.00290190,-0.00600626,0.00307939,-0.00529630,0.00796450
2002-11-08 00:00:00+00:00,-0.00328013,-0.00631036,0.00863855,-0.00543882,0.00615342
2002-11-11 00:00:00+00:00,-0.00394809,-0.00551484,0.00716662,-0.00620980,0.00647876
2002-11-12 00:00:00+00:00,-0.00547454,-0.00497041,0.00601433,-0.00485360,0.01373049
2002-11-13 00:00:00+00:00,-0.00418195,-0.00474144,-0.00120005,-0.00626237,0.01873772
2002-11-14 00:00:00+00:00,-0.00613553,-0.00419379,-0.00084138,-0.00660527,0.00975137
2002-11-15 00:00:00+00:00,-0.00673693,-0.00443786,0.00403681,-0.00582341,0.00487395
2002-11-18 00:00:00+00:00,-0.01199367,-0.00436842,0.00007588,-0.00657187,0.00654581
2002-11-19 00:00:00+00:00,-0.01067261,-0.00410481,-0.00862129,-0.00592417,0.01028703
2002-11-20 00:00:00+00:00,-0.01129011,-0.00420357,-0.01055224,-0.00629497,0.00548412
2002-11-21 00:00:00+00:00,-0.01448327,-0.00428072,-0.01049886,-0.00613287,0.00080296
2002-11-22 00:00:00+00:00,-0.01599958,-0.00437953,-0.01129566,-0.00563505,0.00136764
2002-11-25 00:00:00+00:00,-0.01316495,-0.00496653,-0.01954589,-0.00609394,0.00157622
2002-11-26 00:00:00+00:00,-0.01574792,-0.00552273,-0.02061711,-0.00600252,0.00246612
2002-11-27 00:00:00+00:00,-0.01697988,-0.00506667,-0.02200655,-0.00587408,-0.00154982
2002-11-28 00:00:00+00:00,-0.01704265,-0.00530817,-0.02200655,-0.00587408,-0.00262994
2002-11-29 00:00:00+00:00,-0.01212416,-0.00662717,-0.02348354,-0.00612408,-0.01014446
2002-12-02 00:00:00+00:00,-0.01377912,-0.00629762,-0.01845648,-0.00571086,-0.01158563
2002-12-03 00:00:00+00:00,-0.01697181,-0.00735742,-0.02025533,-0.00797027,-0.01328294
2002-12-04 00:00:00+00:00,-0.01885309,-0.00673369,-0.01261123,-0.00782976,-0.00891372
2002-12-05 00:00:00+00:00,-0.01853378,-0.00704431,-0.01003428,-0.00721750,-0.00706155
2002-12-06 00:00:00+00:00,-0.01947518,-0.00580268,-0.00651275,-0.00604031,-0.00542716
2002-12-09 00:00:00+00:00,-0.01904180,-0.00635842,-0.00644578,-0.00657682,-0.00089949
2002-12-10 00:00:00+00:00,-0.01093468,-0.00671579,-0.00681653,-0.00715894,-0.00537939
2002-12-11 00:00:00+00:00,-0.01368628,-0.00748245,-0.00735512,-0.00663896,-0.00715993
2002-12-12 00:00:00+00:00,-0.00606832,-0.00694822,0.00249121,-0.00465263,-0.00928137
2002-12-13 00:00:00+00:00,-0.00036502,-0.00700153,0.00284627,-0.00472482,-0.00958057
2002-12-16 00:00:00+00:00,0.00183589,-0.00898595,0.00373017,-0.00457789,-0.01268332
2002-12-17 00:00:00+00:00,-0.00219364,-0.00911653,0.00826249,-0.00528889,-0.01722757
2002-12-18 00:00:00+00:00,0.00056479,-0.00809640,0.00285342,-0.00301733,-0.01376575
2002-12-19 00:00:00+00:00,-0.00597722,-0.00964171,0.00428887,-0.00180763,-0.01688379
2002-12-20 00:00:00+00:00,-0.00385393,-0.01178438,0.00375924,-0.00529144,-0.01945061
2002-12-23 00:00:00+00:00,0.00089846,-0.01006043,0.00311268,-0.00264455,-0.01583999
2002-12-24 00:00:00+00:00,0.00184688,-0.00843165,0.01260214,-0.00159677,-0.01320566
2002-12-25 00:00:00+00:00,0.00122815,-0.00914616,0.01147646,-0.00224595,-0.01857022
2002-12-26 00:00:00+00:00,0.00042770,-0.01189129,0.02288262,-0.00212992,-0.02462355
2002-12-27 00:00:00+00:00,-0.00099738,-0.00717458,0.03535795,-0.00168061,-0.01261192
2002-12-30 00:00:00+00:00,-0.00667584,-0.00819980,0.04700612,-0.00333320,-0.00932826
2002-12-31 00:00:00+00:00,-0.00415383,-0.00942881,0.05095261,-0.00220875,-0.00948951
2003-01-01 00:00:00+00:00,-0.00361522,-0.01071529,0.05218708,-0.00277541,-0.00936122
2003-01-02 00:00:00+00:00,-0.00124452,-0.01290979,0.01332713,-0.00287094,-0.04121282
2003-01-03 00:00:00+00:00,0.00365438,-0.01284120,0.01960152,-0.00120069,-0.04045326
2003-01-06 00:00:00+00:00,-0.00088577,-0.01351207,0.02634453,-0.00151879,-0.04704044
2003-01-07 00:00:00+00:00,-0.00180649,-0.01080876,0.01678666,-0.00222021,-0.04022232
2003-01-08 00:00:00+00:00,-0.00583810,-0.00709526,0.02601003,0.00031326,-0.02982788
2003-01-09 00:00:00+00:00,-0.00352713,-0.00669446,0.02433974,-0.00088793,-0.03592032
2003-01-10 00:00:00+00:00,-0.00267212,-0.00386483,0.03409938,0.00028731,-0.02098023
2003-01-13 00:00:00+00:00,0.00657316,-0.00478420,0.03279587,0.00021083,-0.02034508
2003-01-14 00:00:00+00:00,0.00640591,-0.00354313,0.03723033,0.00062108,-0.01682979
2003-01-15 00:00:00+00:00,0.00957670,-0.00332382,0.03457443,0.00041408,-0.01716294
2003-01-16 00:00:00+00:00,0.01482477,-0.00298526,0.04384139,0.00210135,-0.01496450
2003-01-17 00:00:00+00:00,0.01507610,-0.00311037,0.04472574,0.00205854,-0.01204733
2003-01-20 00:00:00+00:00,0.01543378,-0.00303866,0.04636273,0.00188529,-0.01267771
2003-01-21 00:00:00+00:00,0.01414596,-0.00268181,0.04707296,0.00234805,-0.01307104
2003-01-22 00:00:00+00:00,0.01551245,-0.00160855,0.04711693,0.00349333,-0.01424751
2003-01-23 00:00:00+00:00,0.01267611,-0.00055005,0.05152742,0.00378581,-0.01585263
2003-01-24 00:00:00+00:00,0.01562980,-0.00084797,0.05908374,0.00454705,-0.01558849
2003-01-27 00:00:00+00:00,0.01307707,0.00309592,0.05737164,0.00424938,-0.01610501
2003-01-28 00:00:00+00:00,0.01645775,0.00317126,0.05357414,0.00473898,-0.01901808
2003-01-29 00:00:00+00:00,0.02082642,0.00356880,0.05281410,0.00444315,-0.01815080
2003-01-30 00:00:00+00:00,0.02239977,0.00161741,0.05028727,0.00533372,-0.01692275
2003-01-31 00:00:00+00:00,0.02235036,0.00171775,0.04330479,0.00527088,-0.01498397
2003-02-03 00:00:00+00:00,0.02185230,-0.00044074,0.04003938,0.00557928,-0.01664297
2003-02-04 00:00:00+00:00,0.02467909,0.00068538,0.04099003,0.00607494,-0.01615845
2003-02-05 00:00:00+00:00,0.02728431,-0.00017269,0.02964416,0.00577124,-0.01978806
2003-02-06 00:00:00+00:00,0.03020597,0.00090325,0.03047726,0.00497279,-0.01829217
2003-02-07 00:00:00+00:00,0.03732691,0.00141913,0.03335051,0.00438992,-0.01811593
2003-02-10 00:00:00+00:00,0.03098563,0.00120354,0.03807772,0.00532332,-0.02122057
2003-02-11 00:00:00+00:00,0.03384992,0.00024126,0.03758076,0.00529119,-0.00901803
2003-02-12 00:00:00+00:00,0.03296770,0.00163725,0.03315502,0.00444219,-0.00444815
2003-02-13 00:00:00+00:00,0.03460772,0.00157667,0.03974080,0.00453420,-0.00170372
2003-02-14 00:00:00+00:00,0.03416090,0.00056553,0.04672885,0.00443971,-0.00777015
2003-02-17 00:00:00+00:00,0.03433980,-0.00061449,0.04932457,0.00462534,-0.00538097
2003-02-18 00:00:00+00:00,0.03409546,-0.00144444,0.04397198,0.00415524,-0.00184026
2003-02-19 00:00:00+00:00,0.03772359,-0.00048968,0.04959101,0.00416314,0.00369875
2003-02-20 00:00:00+00:00,0.03482861,-0.00057614,0.06013932,0.00445179,0.00669429
2003-02-21 00:00:00+00:00,0.04243747,-0.00076500,0.05809481,0.00469642,0.00009188
2003-02-24 00:00:00+00:00,0.05302711,-0.00055887,0.06262159,0.00474896,0.00750838
2003-02-25 00:00:00+00:00,0.04869323,0.00029463,0.06394819,0.00445119,0.00969220
2003-02-26 00:00:00+00:00,0.05063338,0.00089402,0.06187040,0.00464886,0.00503493
2003-02-27 00:00:00+00:00,0.05060206,0.00070442,0.05493798,0.00410336,0.00425992
2003-02-28 00:00:00+00:00,0.05292504,0.00020274,0.05487504,0.00606854,0.00907138
2003-03-03 00:00:00+00:00,0.05005273,0.00044479,0.06090398,0.00626342,0.01083612
2003-03-04 00:00:00+00:00,0.05096771,0.00195943,0.05734006,0.00635614,0.01169847
2003-03-05 00:00:00+00:00,0.05104952,0.00190888,0.05859988,0.00591822,0.01325643
2003-03-06 00:00:00+00:00,0.05193296,0.00294253,0.05837654,0.00649958,0.01039888
2003-03-07 00:00:00+00:00,0.05204986,0.00317265,0.06158963,0.00687394,0.01491027
2003-03-10 00:00:00+00:00,0.05105974,0.00533851,0.06422771,0.00631914,0.01870773
2003-03-11 00:00:00+00:00,0.04073402,0.00511620,0.05019853,0.00385876,0.01561223
2003-03-12 00:00:00+00:00,0.03784599,0.00743339,0.04708364,0.00371059,0.01325318
2003-03-13 00:00:00+00:00,0.02755588,0.00462936,0.03330815,0.00248897,-0.00375924
2003-03-14 00:00:00+00:00,0.02788290,0.00279852,0.02945747,0.00288989,-0.00260899
2003-03-17 00:00:00+00:00,0.02402714,0.00058126,0.03067347,0.00117913,-0.01189966
