Date,CANOLA
2001-02-20 00:00:00+00:00,0.00876692
2001-02-21 00:00:00+00:00,-0.01381105
2001-02-22 00:00:00+00:00,0.00468959
2001-02-23 00:00:00+00:00,-0.00757102
2001-02-26 00:00:00+00:00,0.00283571
2001-02-27 00:00:00+00:00,0.03667619
2001-02-28 00:00:00+00:00,-0.01113643
2001-03-01 00:00:00+00:00,0.03521670
2001-03-02 00:00:00+00:00,0.01770144
2001-03-05 00:00:00+00:00,0.03338290
2001-03-06 00:00:00+00:00,0.01618826
2001-03-07 00:00:00+00:00,-0.02802458
2001-03-08 00:00:00+00:00,0.00057715
2001-03-09 00:00:00+00:00,0.00952999
2001-03-12 00:00:00+00:00,0.02119087
2001-03-13 00:00:00+00:00,0.00549809
2001-03-14 00:00:00+00:00,-0.03103379
2001-03-15 00:00:00+00:00,0.01691193
2001-03-16 00:00:00+00:00,0.00831890
2001-03-19 00:00:00+00:00,0.00895861
2001-03-20 00:00:00+00:00,-0.00361286
2001-03-21 00:00:00+00:00,0.00335305
2001-03-22 00:00:00+00:00,-0.01470327
2001-03-23 00:00:00+00:00,-0.03197050
2001-03-26 00:00:00+00:00,0.01406441
2001-03-27 00:00:00+00:00,0.01749670
2001-03-28 00:00:00+00:00,0.01666546
2001-03-29 00:00:00+00:00,0.00646800
2001-03-30 00:00:00+00:00,0.01718491
2001-04-02 00:00:00+00:00,0.00914387
2001-04-03 00:00:00+00:00,-0.02026789
2001-04-04 00:00:00+00:00,0.00366860
2001-04-05 00:00:00+00:00,-0.00184286
2001-04-06 00:00:00+00:00,-0.01941931
2001-04-09 00:00:00+00:00,-0.02475795
2001-04-10 00:00:00+00:00,-0.02260208
2001-04-11 00:00:00+00:00,0.00520267
2001-04-12 00:00:00+00:00,-0.01250700
2001-04-13 00:00:00+00:00,-0.00012200
2001-04-16 00:00:00+00:00,-0.02111614
2001-04-17 00:00:00+00:00,0.01458222
2001-04-18 00:00:00+00:00,0.01487118
2001-04-19 00:00:00+00:00,-0.01970320
2001-04-20 00:00:00+00:00,0.01065817
2001-04-23 00:00:00+00:00,-0.04155621
2001-04-24 00:00:00+00:00,0.02099917
2001-04-25 00:00:00+00:00,0.00240328
2001-04-26 00:00:00+00:00,0.03689467
2001-04-27 00:00:00+00:00,0.00799168
2001-04-30 00:00:00+00:00,0.03495772
2001-05-01 00:00:00+00:00,-0.00356821
2001-05-02 00:00:00+00:00,-0.02330445
2001-05-03 00:00:00+00:00,-0.00920017
2001-05-04 00:00:00+00:00,0.01426809
2001-05-07 00:00:00+00:00,0.02248800
2001-05-08 00:00:00+00:00,0.00644411
2001-05-09 00:00:00+00:00,-0.00595206
2001-05-10 00:00:00+00:00,-0.01703857
2001-05-11 00:00:00+00:00,0.00751282
2001-05-14 00:00:00+00:00,0.02157099
2001-05-15 00:00:00+00:00,-0.00524034
2001-05-16 00:00:00+00:00,0.02120436
2001-05-17 00:00:00+00:00,0.02413704
2001-05-18 00:00:00+00:00,0.02454046
2001-05-22 00:00:00+00:00,0.00185969
2001-05-23 00:00:00+00:00,0.01497589
2001-05-24 00:00:00+00:00,0.00054171
2001-05-25 00:00:00+00:00,-0.04191377
2001-05-28 00:00:00+00:00,0.02818458
2001-05-29 00:00:00+00:00,-0.03199836
2001-05-30 00:00:00+00:00,-0.01414419
2001-05-31 00:00:00+00:00,0.01536746
2001-06-01 00:00:00+00:00,0.02266191
2001-06-04 00:00:00+00:00,-0.01998571
2001-06-05 00:00:00+00:00,-0.00646952
2001-06-06 00:00:00+00:00,0.00959868
2001-06-07 00:00:00+00:00,0.00621667
2001-06-08 00:00:00+00:00,0.01947120
2001-06-11 00:00:00+00:00,0.01009081
2001-06-12 00:00:00+00:00,-0.01319753
2001-06-13 00:00:00+00:00,0.00777870
2001-06-14 00:00:00+00:00,0.00513635
2001-06-15 00:00:00+00:00,-0.02495255
2001-06-18 00:00:00+00:00,0.02939167
2001-06-19 00:00:00+00:00,0.00804429
2001-06-20 00:00:00+00:00,0.00606383
2001-06-21 00:00:00+00:00,0.01511376
2001-06-22 00:00:00+00:00,0.01215613
2001-06-25 00:00:00+00:00,-0.00978942
2001-06-26 00:00:00+00:00,0.03850568
2001-06-27 00:00:00+00:00,0.02155567
2001-06-28 00:00:00+00:00,-0.01790395
2001-06-29 00:00:00+00:00,-0.02574203
2001-07-03 00:00:00+00:00,0.03324362
2001-07-04 00:00:00+00:00,0.00465969
2001-07-05 00:00:00+00:00,0.03450341
2001-07-06 00:00:00+00:00,0.03838718
2001-07-09 00:00:00+00:00,0.05025766
2001-07-10 00:00:00+00:00,0.01336272
2001-07-11 00:00:00+00:00,0.03965353
2001-07-12 00:00:00+00:00,0.06434092
2001-07-13 00:00:00+00:00,-0.00858463
2001-07-16 00:00:00+00:00,-0.06495689
2001-07-17 00:00:00+00:00,0.02999824
2001-07-18 00:00:00+00:00,-0.02134169
2001-07-19 00:00:00+00:00,0.00831492
2001-07-20 00:00:00+00:00,-0.01593671
2001-07-23 00:00:00+00:00,0.00751290
2001-07-24 00:00:00+00:00,-0.00271011
2001-07-25 00:00:00+00:00,0.02114343
2001-07-26 00:00:00+00:00,0.01402051
2001-07-27 00:00:00+00:00,0.02079681
2001-07-30 00:00:00+00:00,0.00329077
2001-07-31 00:00:00+00:00,0.00243728
2001-08-01 00:00:00+00:00,0.01762408
2001-08-02 00:00:00+00:00,-0.02552669
2001-08-03 00:00:00+00:00,-0.00208775
2001-08-07 00:00:00+00:00,0.02877972
2001-08-08 00:00:00+00:00,0.00742480
2001-08-09 00:00:00+00:00,0.01101463
2001-08-10 00:00:00+00:00,0.03668554
2001-08-13 00:00:00+00:00,0.00939793
2001-08-14 00:00:00+00:00,-0.01417037
2001-08-15 00:00:00+00:00,-0.00392261
2001-08-16 00:00:00+00:00,-0.02113673
2001-08-17 00:00:00+00:00,-0.03541373
2001-08-20 00:00:00+00:00,-0.03657028
2001-08-21 00:00:00+00:00,-0.01009796
2001-08-22 00:00:00+00:00,-0.00383087
2001-08-23 00:00:00+00:00,-0.01101749
2001-08-24 00:00:00+00:00,-0.00414169
2001-08-27 00:00:00+00:00,-0.00183743
2001-08-28 00:00:00+00:00,-0.01571609
2001-08-29 00:00:00+00:00,-0.00097849
2001-08-30 00:00:00+00:00,-0.00855355
2001-08-31 00:00:00+00:00,-0.00068867
2001-09-04 00:00:00+00:00,-0.01473020
2001-09-05 00:00:00+00:00,0.00166660
2001-09-06 00:00:00+00:00,-0.02488146
2001-09-07 00:00:00+00:00,0.00767205
2001-09-10 00:00:00+00:00,0.00348041
2001-09-13 00:00:00+00:00,0.02316005
2001-09-14 00:00:00+00:00,-0.00274214
2001-09-17 00:00:00+00:00,0.00405073
2001-09-18 00:00:00+00:00,0.00227469
2001-09-19 00:00:00+00:00,-0.01008236
2001-09-20 00:00:00+00:00,0.01942551
2001-09-21 00:00:00+00:00,-0.00416880
2001-09-24 00:00:00+00:00,0.01192266
2001-09-25 00:00:00+00:00,0.01504918
2001-09-26 00:00:00+00:00,-0.00268041
2001-09-27 00:00:00+00:00,-0.02120524
2001-09-28 00:00:00+00:00,-0.06528112
2001-10-01 00:00:00+00:00,-0.00429967
2001-10-02 00:00:00+00:00,-0.00642463
2001-10-03 00:00:00+00:00,-0.00128771
2001-10-04 00:00:00+00:00,0.01390976
2001-10-05 00:00:00+00:00,-0.00369191
2001-10-09 00:00:00+00:00,0.01776894
2001-10-10 00:00:00+00:00,-0.00966488
2001-10-11 00:00:00+00:00,0.01045898
2001-10-12 00:00:00+00:00,-0.03029509
2001-10-15 00:00:00+00:00,-0.03440974
2001-10-16 00:00:00+00:00,-0.00532744
2001-10-17 00:00:00+00:00,0.02104546
2001-10-18 00:00:00+00:00,0.01528454
2001-10-19 00:00:00+00:00,-0.01258698
2001-10-22 00:00:00+00:00,-0.02763695
2001-10-23 00:00:00+00:00,-0.00224915
2001-10-24 00:00:00+00:00,-0.00069344
2001-10-25 00:00:00+00:00,0.00925789
2001-10-26 00:00:00+00:00,0.00394918
2001-10-29 00:00:00+00:00,0.01753410
2001-10-30 00:00:00+00:00,0.03784106
2001-10-31 00:00:00+00:00,0.03022639
2001-11-01 00:00:00+00:00,0.01266187
2001-11-02 00:00:00+00:00,0.04041352
2001-11-05 00:00:00+00:00,-0.00555530
2001-11-06 00:00:00+00:00,-0.02377596
2001-11-07 00:00:00+00:00,0.02365786
2001-11-08 00:00:00+00:00,0.02221837
2001-11-09 00:00:00+00:00,0.01195888
2001-11-13 00:00:00+00:00,-0.00688434
2001-11-14 00:00:00+00:00,0.04372421
2001-11-15 00:00:00+00:00,-0.01963889
2001-11-16 00:00:00+00:00,-0.00627596
2001-11-19 00:00:00+00:00,-0.01681414
2001-11-20 00:00:00+00:00,-0.00178433
2001-11-21 00:00:00+00:00,0.01570754
2001-11-22 00:00:00+00:00,0.02297876
2001-11-23 00:00:00+00:00,0.00218551
2001-11-26 00:00:00+00:00,-0.05237185
2001-11-27 00:00:00+00:00,0.00771872
2001-11-28 00:00:00+00:00,-0.01473895
2001-11-29 00:00:00+00:00,0.00775826
2001-11-30 00:00:00+00:00,0.02707579
2001-12-03 00:00:00+00:00,0.02073174
2001-12-04 00:00:00+00:00,-0.02065174
2001-12-05 00:00:00+00:00,-0.03167512
2001-12-06 00:00:00+00:00,0.00890781
2001-12-07 00:00:00+00:00,-0.00351419
2001-12-10 00:00:00+00:00,0.00311594
2001-12-11 00:00:00+00:00,-0.02600856
2001-12-12 00:00:00+00:00,-0.04470344
2001-12-13 00:00:00+00:00,0.00710138
2001-12-14 00:00:00+00:00,0.02076158
2001-12-17 00:00:00+00:00,-0.01271414
2001-12-18 00:00:00+00:00,-0.01693755
2001-12-19 00:00:00+00:00,0.01842177
2001-12-20 00:00:00+00:00,0.00348854
2001-12-21 00:00:00+00:00,0.01174158
2001-12-24 00:00:00+00:00,-0.00828968
2001-12-27 00:00:00+00:00,-0.02569269
2001-12-28 00:00:00+00:00,-0.01379821
2001-12-31 00:00:00+00:00,-0.02028827
2002-01-02 00:00:00+00:00,-0.00461517
2002-01-03 00:00:00+00:00,0.01856132
2002-01-04 00:00:00+00:00,0.02684567
2002-01-07 00:00:00+00:00,0.03758685
2002-01-08 00:00:00+00:00,0.02980942
2002-01-09 00:00:00+00:00,-0.01015274
2002-01-10 00:00:00+00:00,-0.02057793
2002-01-11 00:00:00+00:00,0.02553295
2002-01-14 00:00:00+00:00,-0.00835961
2002-01-15 00:00:00+00:00,-0.01049603
2002-01-16 00:00:00+00:00,0.01490363
2002-01-17 00:00:00+00:00,0.00431164
2002-01-18 00:00:00+00:00,-0.00238242
2002-01-21 00:00:00+00:00,0.01245474
2002-01-22 00:00:00+00:00,-0.02231231
2002-01-23 00:00:00+00:00,0.00110991
2002-01-24 00:00:00+00:00,0.01132169
2002-01-25 00:00:00+00:00,-0.00818889
2002-01-28 00:00:00+00:00,-0.00326608
2002-01-29 00:00:00+00:00,0.00549160
2002-01-30 00:00:00+00:00,-0.00938637
2002-01-31 00:00:00+00:00,-0.01089447
2002-02-01 00:00:00+00:00,-0.01978915
2002-02-04 00:00:00+00:00,0.00647603
2002-02-05 00:00:00+00:00,0.01532939
2002-02-06 00:00:00+00:00,-0.04237483
2002-02-07 00:00:00+00:00,0.00714840
2002-02-08 00:00:00+00:00,-0.00903519
2002-02-11 00:00:00+00:00,0.00775093
2002-02-12 00:00:00+00:00,0.01849213
2002-02-13 00:00:00+00:00,0.00557667
2002-02-14 00:00:00+00:00,-0.02046794
2002-02-15 00:00:00+00:00,0.00562572
2002-02-18 00:00:00+00:00,0.01934348
2002-02-19 00:00:00+00:00,0.00556499
2002-02-20 00:00:00+00:00,0.01855188
2002-02-21 00:00:00+00:00,-0.01324066
2002-02-22 00:00:00+00:00,-0.02509646
2002-02-25 00:00:00+00:00,-0.00807627
2002-02-26 00:00:00+00:00,0.00709173
2002-02-27 00:00:00+00:00,0.01060703
2002-02-28 00:00:00+00:00,-0.00741258
2002-03-01 00:00:00+00:00,0.01938561
2002-03-04 00:00:00+00:00,-0.00940382
2002-03-05 00:00:00+00:00,0.00814558
2002-03-06 00:00:00+00:00,-0.01115888
2002-03-07 00:00:00+00:00,0.00873704
2002-03-08 00:00:00+00:00,0.01602084
2002-03-11 00:00:00+00:00,-0.00964054
2002-03-12 00:00:00+00:00,0.00605510
2002-03-13 00:00:00+00:00,-0.01748866
2002-03-14 00:00:00+00:00,0.01077890
2002-03-15 00:00:00+00:00,-0.00326941
2002-03-18 00:00:00+00:00,-0.00006269
2002-03-19 00:00:00+00:00,-0.00092901
2002-03-20 00:00:00+00:00,-0.01707108
2002-03-21 00:00:00+00:00,-0.00893235
2002-03-22 00:00:00+00:00,-0.01667428
2002-03-25 00:00:00+00:00,-0.02431266
2002-03-26 00:00:00+00:00,0.00842368
2002-03-27 00:00:00+00:00,0.00869487
2002-03-28 00:00:00+00:00,0.03180923
2002-04-01 00:00:00+00:00,0.00082669
2002-04-02 00:00:00+00:00,-0.02820098
2002-04-03 00:00:00+00:00,-0.02436332
2002-04-04 00:00:00+00:00,-0.00248927
2002-04-05 00:00:00+00:00,0.00875721
2002-04-08 00:00:00+00:00,-0.01792233
2002-04-09 00:00:00+00:00,0.01215825
2002-04-10 00:00:00+00:00,-0.00491304
2002-04-11 00:00:00+00:00,-0.00340954
2002-04-12 00:00:00+00:00,-0.00433217
2002-04-15 00:00:00+00:00,-0.01533545
2002-04-16 00:00:00+00:00,0.00979879
2002-04-17 00:00:00+00:00,0.01741472
2002-04-18 00:00:00+00:00,-0.01920788
2002-04-19 00:00:00+00:00,0.02140000
2002-04-22 00:00:00+00:00,-0.01311298
2002-04-23 00:00:00+00:00,0.01064087
2002-04-24 00:00:00+00:00,0.00237785
2002-04-25 00:00:00+00:00,-0.01524045
2002-04-26 00:00:00+00:00,-0.00769570
2002-04-29 00:00:00+00:00,-0.04917049
2002-04-30 00:00:00+00:00,0.01593214
2002-05-01 00:00:00+00:00,-0.01631033
2002-05-02 00:00:00+00:00,0.00119437
2002-05-03 00:00:00+00:00,-0.00635530
2002-05-06 00:00:00+00:00,0.00056991
2002-05-07 00:00:00+00:00,0.00214884
2002-05-08 00:00:00+00:00,0.01726932
2002-05-09 00:00:00+00:00,0.02087063
