Date,EUA
2022-09-23 00:00:00+00:00,-0.12822266
2022-09-26 00:00:00+00:00,0.13332765
2022-09-27 00:00:00+00:00,-0.06474266
2022-09-28 00:00:00+00:00,-0.08142070
2022-09-29 00:00:00+00:00,0.01768428
2022-09-30 00:00:00+00:00,0.02815776
2022-10-03 00:00:00+00:00,-0.02421647
2022-10-04 00:00:00+00:00,0.02462008
2022-10-05 00:00:00+00:00,0.00378187
2022-10-06 00:00:00+00:00,0.05381852
2022-10-07 00:00:00+00:00,0.02741035
2022-10-10 00:00:00+00:00,-0.08671119
2022-10-11 00:00:00+00:00,-0.01291084
2022-10-12 00:00:00+00:00,0.00844554
2022-10-13 00:00:00+00:00,0.06078111
2022-10-14 00:00:00+00:00,-0.02250821
2022-10-17 00:00:00+00:00,-0.01412579
2022-10-18 00:00:00+00:00,0.00901583
2022-10-19 00:00:00+00:00,-0.01104284
2022-10-20 00:00:00+00:00,-0.01052991
2022-10-21 00:00:00+00:00,0.05338673
2022-10-24 00:00:00+00:00,0.10031925
2022-10-25 00:00:00+00:00,0.12676352
2022-10-26 00:00:00+00:00,-0.03288048
2022-10-27 00:00:00+00:00,0.11356809
2022-10-28 00:00:00+00:00,0.02478527
2022-10-31 00:00:00+00:00,-0.02898585
2022-11-01 00:00:00+00:00,-0.07845906
2022-11-02 00:00:00+00:00,0.00076114
2022-11-03 00:00:00+00:00,-0.00964674
2022-11-04 00:00:00+00:00,0.00492256
2022-11-07 00:00:00+00:00,0.03028630
2022-11-08 00:00:00+00:00,-0.03637666
2022-11-09 00:00:00+00:00,-0.08569989
2022-11-10 00:00:00+00:00,0.00659806
2022-11-11 00:00:00+00:00,0.07220054
2022-11-14 00:00:00+00:00,-0.01481294
2022-11-15 00:00:00+00:00,0.03701176
2022-11-16 00:00:00+00:00,-0.08141741
2022-11-17 00:00:00+00:00,-0.02701969
2022-11-18 00:00:00+00:00,0.00067402
2022-11-21 00:00:00+00:00,0.05677415
2022-11-22 00:00:00+00:00,-0.01877617
2022-11-23 00:00:00+00:00,0.05078716
2022-11-24 00:00:00+00:00,0.06066834
2022-11-25 00:00:00+00:00,0.01475049
2022-11-28 00:00:00+00:00,0.00036361
2022-11-29 00:00:00+00:00,0.05963222
2022-11-30 00:00:00+00:00,0.08714725
2022-12-01 00:00:00+00:00,0.01190024
2022-12-02 00:00:00+00:00,0.05478826
2022-12-05 00:00:00+00:00,-0.00659615
2022-12-06 00:00:00+00:00,0.00978401
2022-12-07 00:00:00+00:00,0.00842076
2022-12-08 00:00:00+00:00,0.01231113
2022-12-09 00:00:00+00:00,-0.01832881
2022-12-12 00:00:00+00:00,0.05106546
2022-12-13 00:00:00+00:00,-0.03254291
2022-12-14 00:00:00+00:00,-0.04500084
2022-12-15 00:00:00+00:00,-0.02263533
2022-12-16 00:00:00+00:00,-0.03950200
2022-12-19 00:00:00+00:00,-0.00080749
2022-12-20 00:00:00+00:00,0.06549009
2022-12-21 00:00:00+00:00,-0.05166306
2022-12-22 00:00:00+00:00,0.03127689
2022-12-23 00:00:00+00:00,0.00211788
2022-12-27 00:00:00+00:00,-0.02384346
2022-12-28 00:00:00+00:00,-0.05097528
2022-12-29 00:00:00+00:00,-0.03800991
2022-12-30 00:00:00+00:00,-0.01066948
2023-01-02 00:00:00+00:00,0.05513337
2023-01-03 00:00:00+00:00,-0.06294230
2023-01-04 00:00:00+00:00,-0.13809572
2023-01-05 00:00:00+00:00,0.02712587
2023-01-06 00:00:00+00:00,-0.03679177
2023-01-09 00:00:00+00:00,0.10466360
2023-01-10 00:00:00+00:00,-0.02284564
2023-01-11 00:00:00+00:00,-0.03837388
2023-01-12 00:00:00+00:00,0.03126228
2023-01-13 00:00:00+00:00,-0.00947739
2023-01-16 00:00:00+00:00,-0.05760602
2023-01-17 00:00:00+00:00,0.05117815
2023-01-18 00:00:00+00:00,0.09288027
2023-01-19 00:00:00+00:00,0.01488150
2023-01-20 00:00:00+00:00,0.02799712
2023-01-23 00:00:00+00:00,0.00233647
2023-01-24 00:00:00+00:00,-0.08253656
2023-01-25 00:00:00+00:00,0.06304913
2023-01-26 00:00:00+00:00,0.12056605
2023-01-27 00:00:00+00:00,-0.00360113
2023-01-30 00:00:00+00:00,0.00849781
2023-01-31 00:00:00+00:00,0.07541715
2023-02-01 00:00:00+00:00,0.05190598
2023-02-02 00:00:00+00:00,-0.05104770
2023-02-03 00:00:00+00:00,0.00567431
2023-02-06 00:00:00+00:00,-0.05169136
2023-02-07 00:00:00+00:00,-0.01289682
2023-02-08 00:00:00+00:00,-0.00035455
2023-02-09 00:00:00+00:00,0.01504122
2023-02-10 00:00:00+00:00,0.04537983
2023-02-13 00:00:00+00:00,-0.01754856
2023-02-14 00:00:00+00:00,-0.00382188
2023-02-15 00:00:00+00:00,0.04972952
2023-02-16 00:00:00+00:00,0.06683497
2023-02-17 00:00:00+00:00,-0.02658651
2023-02-20 00:00:00+00:00,0.04308496
2023-02-21 00:00:00+00:00,0.04012848
2023-02-22 00:00:00+00:00,-0.07119461
2023-02-23 00:00:00+00:00,0.01650107
2023-02-24 00:00:00+00:00,-0.00423555
2023-02-27 00:00:00+00:00,0.05777594
2023-02-28 00:00:00+00:00,-0.00901659
2023-03-01 00:00:00+00:00,-0.05785273
2023-03-02 00:00:00+00:00,-0.07308411
2023-03-03 00:00:00+00:00,-0.02573186
2023-03-06 00:00:00+00:00,0.01743688
2023-03-07 00:00:00+00:00,0.05782811
2023-03-08 00:00:00+00:00,0.04458578
2023-03-09 00:00:00+00:00,0.01191801
2023-03-10 00:00:00+00:00,0.02790334
2023-03-13 00:00:00+00:00,-0.05324248
2023-03-14 00:00:00+00:00,-0.09125143
2023-03-15 00:00:00+00:00,-0.07296543
2023-03-16 00:00:00+00:00,-0.04755440
2023-03-17 00:00:00+00:00,0.00469774
2023-03-20 00:00:00+00:00,0.01132563
2023-03-21 00:00:00+00:00,0.06840737
2023-03-22 00:00:00+00:00,-0.00087695
2023-03-23 00:00:00+00:00,0.06338728
2023-03-24 00:00:00+00:00,-0.10651536
2023-03-27 00:00:00+00:00,-0.00548111
2023-03-28 00:00:00+00:00,0.04439004
2023-03-29 00:00:00+00:00,0.02115785
2023-03-30 00:00:00+00:00,0.01415443
2023-03-31 00:00:00+00:00,0.02067595
2023-04-03 00:00:00+00:00,0.08256677
2023-04-04 00:00:00+00:00,-0.01621850
2023-04-05 00:00:00+00:00,0.03420008
2023-04-06 00:00:00+00:00,0.00134677
2023-04-11 00:00:00+00:00,0.01954155
2023-04-12 00:00:00+00:00,-0.03019813
2023-04-13 00:00:00+00:00,-0.03016463
2023-04-14 00:00:00+00:00,-0.01336663
2023-04-17 00:00:00+00:00,-0.01619927
2023-04-18 00:00:00+00:00,0.04625816
2023-04-19 00:00:00+00:00,-0.01656333
2023-04-20 00:00:00+00:00,-0.05222818
2023-04-21 00:00:00+00:00,-0.04782251
2023-04-24 00:00:00+00:00,-0.02913281
2023-04-25 00:00:00+00:00,-0.03322622
2023-04-26 00:00:00+00:00,-0.03203537
2023-04-27 00:00:00+00:00,0.00932118
2023-04-28 00:00:00+00:00,0.02823435
2023-05-01 00:00:00+00:00,-0.03162125
2023-05-02 00:00:00+00:00,0.05637686
2023-05-03 00:00:00+00:00,-0.07531014
2023-05-04 00:00:00+00:00,-0.00946381
2023-05-05 00:00:00+00:00,0.00751967
2023-05-08 00:00:00+00:00,0.01063484
2023-05-09 00:00:00+00:00,0.03157951
2023-05-10 00:00:00+00:00,0.06066189
2023-05-11 00:00:00+00:00,-0.02436977
2023-05-12 00:00:00+00:00,0.00212156
2023-05-15 00:00:00+00:00,-0.03467701
2023-05-16 00:00:00+00:00,0.03674762
2023-05-17 00:00:00+00:00,-0.00941948
2023-05-18 00:00:00+00:00,0.03884142
2023-05-19 00:00:00+00:00,0.00048913
2023-05-22 00:00:00+00:00,-0.04569978
2023-05-23 00:00:00+00:00,-0.05013923
2023-05-24 00:00:00+00:00,-0.00772990
2023-05-25 00:00:00+00:00,-0.04937934
2023-05-26 00:00:00+00:00,-0.01609579
2023-05-29 00:00:00+00:00,0.01430595
2023-05-30 00:00:00+00:00,-0.05766312
2023-05-31 00:00:00+00:00,0.01084294
2023-06-01 00:00:00+00:00,-0.05719038
2023-06-02 00:00:00+00:00,0.00759816
2023-06-05 00:00:00+00:00,0.08752494
2023-06-06 00:00:00+00:00,-0.01909229
2023-06-07 00:00:00+00:00,0.04544253
2023-06-08 00:00:00+00:00,0.01022438
2023-06-09 00:00:00+00:00,0.06516518
2023-06-12 00:00:00+00:00,0.02312806
2023-06-13 00:00:00+00:00,0.04401882
2023-06-14 00:00:00+00:00,0.07471659
2023-06-15 00:00:00+00:00,0.00036448
2023-06-16 00:00:00+00:00,-0.02019656
2023-06-19 00:00:00+00:00,-0.00386801
2023-06-20 00:00:00+00:00,0.05597182
2023-06-21 00:00:00+00:00,-0.08707519
2023-06-22 00:00:00+00:00,-0.00910057
2023-06-23 00:00:00+00:00,-0.04880609
2023-06-26 00:00:00+00:00,-0.03376147
2023-06-27 00:00:00+00:00,0.05784293
2023-06-28 00:00:00+00:00,-0.02468677
2023-06-29 00:00:00+00:00,0.00483904
2023-06-30 00:00:00+00:00,0.02646478
2023-07-03 00:00:00+00:00,-0.03772842
2023-07-04 00:00:00+00:00,-0.00091130
2023-07-05 00:00:00+00:00,-0.03258460
2023-07-06 00:00:00+00:00,0.00283584
2023-07-07 00:00:00+00:00,0.00404620
2023-07-10 00:00:00+00:00,0.00337590
2023-07-11 00:00:00+00:00,0.00887244
2023-07-12 00:00:00+00:00,-0.00201488
2023-07-13 00:00:00+00:00,-0.02066868
2023-07-14 00:00:00+00:00,0.00494455
2023-07-17 00:00:00+00:00,0.01023685
2023-07-18 00:00:00+00:00,0.01722166
2023-07-19 00:00:00+00:00,0.03974727
2023-07-20 00:00:00+00:00,0.02881283
2023-07-21 00:00:00+00:00,0.01923198
2023-07-24 00:00:00+00:00,-0.00526475
2023-07-25 00:00:00+00:00,0.01742015
2023-07-26 00:00:00+00:00,-0.02234542
2023-07-27 00:00:00+00:00,0.00372650
2023-07-28 00:00:00+00:00,-0.05070244
2023-07-31 00:00:00+00:00,-0.04417725
2023-08-01 00:00:00+00:00,-0.03529074
2023-08-02 00:00:00+00:00,-0.03972355
2023-08-03 00:00:00+00:00,0.03041954
2023-08-04 00:00:00+00:00,-0.02554619
2023-08-07 00:00:00+00:00,-0.02223112
2023-08-08 00:00:00+00:00,0.03655504
2023-08-09 00:00:00+00:00,-0.00885296
2023-08-10 00:00:00+00:00,0.02231623
2023-08-11 00:00:00+00:00,0.04204205
2023-08-14 00:00:00+00:00,0.02127766
2023-08-15 00:00:00+00:00,-0.01330998
2023-08-16 00:00:00+00:00,0.03049112
2023-08-17 00:00:00+00:00,0.00987136
2023-08-18 00:00:00+00:00,-0.01828445
2023-08-21 00:00:00+00:00,-0.00221049
2023-08-22 00:00:00+00:00,0.04373910
2023-08-23 00:00:00+00:00,-0.03673935
2023-08-24 00:00:00+00:00,-0.05331464
2023-08-25 00:00:00+00:00,-0.01014669
2023-08-28 00:00:00+00:00,0.00754421
2023-08-29 00:00:00+00:00,-0.02038351
2023-08-30 00:00:00+00:00,0.03285708
2023-08-31 00:00:00+00:00,-0.01186312
2023-09-01 00:00:00+00:00,-0.01237419
2023-09-04 00:00:00+00:00,-0.02519524
2023-09-05 00:00:00+00:00,-0.00887077
2023-09-06 00:00:00+00:00,-0.00447523
2023-09-07 00:00:00+00:00,-0.01747565
2023-09-08 00:00:00+00:00,-0.03280150
2023-09-11 00:00:00+00:00,0.00335213
2023-09-12 00:00:00+00:00,-0.01345335
2023-09-13 00:00:00+00:00,0.04658695
2023-09-14 00:00:00+00:00,0.00328827
2023-09-15 00:00:00+00:00,-0.01871063
2023-09-18 00:00:00+00:00,-0.03403065
2023-09-19 00:00:00+00:00,0.00843097
2023-09-20 00:00:00+00:00,0.03709088
2023-09-21 00:00:00+00:00,0.03192559
2023-09-22 00:00:00+00:00,0.03028582
2023-09-25 00:00:00+00:00,-0.00617307
2023-09-26 00:00:00+00:00,-0.05389183
2023-09-27 00:00:00+00:00,-0.01542652
2023-09-28 00:00:00+00:00,0.01002853
2023-09-29 00:00:00+00:00,-0.02433108
2023-10-02 00:00:00+00:00,-0.02089799
2023-10-03 00:00:00+00:00,-0.02807032
2023-10-04 00:00:00+00:00,0.04954635
2023-10-05 00:00:00+00:00,-0.02836335
2023-10-06 00:00:00+00:00,-0.00181059
2023-10-09 00:00:00+00:00,0.03096523
2023-10-10 00:00:00+00:00,0.07208105
2023-10-11 00:00:00+00:00,-0.01612258
2023-10-12 00:00:00+00:00,0.02523591
2023-10-13 00:00:00+00:00,0.01652120
2023-10-16 00:00:00+00:00,-0.05920030
2023-10-17 00:00:00+00:00,-0.01845554
2023-10-18 00:00:00+00:00,-0.01608464
2023-10-19 00:00:00+00:00,-0.00283080
2023-10-20 00:00:00+00:00,-0.00912529
2023-10-23 00:00:00+00:00,-0.02250877
2023-10-24 00:00:00+00:00,0.00173962
2023-10-25 00:00:00+00:00,-0.01647415
2023-10-26 00:00:00+00:00,-0.00611661
2023-10-27 00:00:00+00:00,-0.00756873
2023-10-30 00:00:00+00:00,-0.01539862
2023-10-31 00:00:00+00:00,0.00722330
2023-11-01 00:00:00+00:00,-0.01268710
2023-11-02 00:00:00+00:00,0.00324196
2023-11-03 00:00:00+00:00,-0.02439242
2023-11-06 00:00:00+00:00,-0.04664448
2023-11-07 00:00:00+00:00,-0.01598045
2023-11-08 00:00:00+00:00,0.01136889
2023-11-09 00:00:00+00:00,0.04265208
2023-11-10 00:00:00+00:00,0.03312752
2023-11-13 00:00:00+00:00,-0.03192580
2023-11-14 00:00:00+00:00,0.02954918
2023-11-15 00:00:00+00:00,0.02813778
2023-11-16 00:00:00+00:00,-0.06731382
2023-11-17 00:00:00+00:00,-0.01241827
2023-11-20 00:00:00+00:00,0.00034639
2023-11-21 00:00:00+00:00,-0.03167308
2023-11-22 00:00:00+00:00,-0.00471218
2023-11-23 00:00:00+00:00,0.03628229
2023-11-24 00:00:00+00:00,-0.00027744
2023-11-27 00:00:00+00:00,-0.07619365
2023-11-28 00:00:00+00:00,-0.01843362
2023-11-29 00:00:00+00:00,-0.05379607
2023-11-30 00:00:00+00:00,-0.00889227
2023-12-01 00:00:00+00:00,0.04632216
2023-12-04 00:00:00+00:00,-0.05958920
2023-12-05 00:00:00+00:00,-0.05038371
2023-12-06 00:00:00+00:00,0.00459764
2023-12-07 00:00:00+00:00,0.02507084
2023-12-08 00:00:00+00:00,-0.02753234
2023-12-11 00:00:00+00:00,-0.03962754
2023-12-12 00:00:00+00:00,0.02588989
2023-12-13 00:00:00+00:00,0.02204540
2023-12-14 00:00:00+00:00,-0.06418827
2023-12-15 00:00:00+00:00,-0.01235745
2023-12-18 00:00:00+00:00,0.08031611
2023-12-19 00:00:00+00:00,-0.00765221
2023-12-20 00:00:00+00:00,0.10524330
2023-12-21 00:00:00+00:00,0.06194299
2023-12-22 00:00:00+00:00,0.02604263
2023-12-27 00:00:00+00:00,0.02709761
2023-12-28 00:00:00+00:00,0.00472365
2023-12-29 00:00:00+00:00,0.00421335
2024-01-02 00:00:00+00:00,-0.10802756
2024-01-03 00:00:00+00:00,0.03473471
2024-01-04 00:00:00+00:00,-0.03971240
2024-01-05 00:00:00+00:00,0.01382871
2024-01-08 00:00:00+00:00,-0.10244381
2024-01-09 00:00:00+00:00,-0.01340794
2024-01-10 00:00:00+00:00,-0.05464162
2024-01-11 00:00:00+00:00,-0.05887428
2024-01-12 00:00:00+00:00,-0.06139955
2024-01-15 00:00:00+00:00,0.04269961
2024-01-16 00:00:00+00:00,-0.04951932
2024-01-17 00:00:00+00:00,-0.07470553
2024-01-18 00:00:00+00:00,-0.00474356
2024-01-19 00:00:00+00:00,0.02016305
2024-01-22 00:00:00+00:00,-0.05058329
2024-01-23 00:00:00+00:00,0.03208592
2024-01-24 00:00:00+00:00,0.08787403
2024-01-25 00:00:00+00:00,-0.07930632
2024-01-26 00:00:00+00:00,0.01171403
2024-01-29 00:00:00+00:00,-0.05677273
2024-01-30 00:00:00+00:00,0.05553018
2024-01-31 00:00:00+00:00,0.02047555
2024-02-01 00:00:00+00:00,-0.06109272
2024-02-02 00:00:00+00:00,0.03876160
2024-02-05 00:00:00+00:00,-0.02333800
2024-02-06 00:00:00+00:00,0.02872973
2024-02-07 00:00:00+00:00,-0.03695574
2024-02-08 00:00:00+00:00,-0.05238704
2024-02-09 00:00:00+00:00,-0.06563383
2024-02-12 00:00:00+00:00,-0.06461862
2024-02-13 00:00:00+00:00,-0.01614799
2024-02-14 00:00:00+00:00,0.00711393
2024-02-15 00:00:00+00:00,0.04505404
2024-02-16 00:00:00+00:00,-0.02519073
2024-02-19 00:00:00+00:00,-0.12714157
2024-02-20 00:00:00+00:00,0.02861205
2024-02-21 00:00:00+00:00,0.00850195
2024-02-22 00:00:00+00:00,-0.06449690
2024-02-23 00:00:00+00:00,-0.02250089
2024-02-26 00:00:00+00:00,0.06687158
2024-02-27 00:00:00+00:00,0.06266071
2024-02-28 00:00:00+00:00,0.07707522
2024-02-29 00:00:00+00:00,-0.06377514
2024-03-01 00:00:00+00:00,0.01306316
2024-03-04 00:00:00+00:00,0.02362024
2024-03-05 00:00:00+00:00,0.12276625
2024-03-06 00:00:00+00:00,-0.04309833
2024-03-07 00:00:00+00:00,-0.00302179
2024-03-08 00:00:00+00:00,-0.02635162
2024-03-11 00:00:00+00:00,-0.07413717
2024-03-12 00:00:00+00:00,0.01034456
2024-03-13 00:00:00+00:00,-0.01678610
2024-03-14 00:00:00+00:00,0.08193224
2024-03-15 00:00:00+00:00,0.03167748
2024-03-18 00:00:00+00:00,0.06850600
2024-03-19 00:00:00+00:00,-0.01898118
2024-03-20 00:00:00+00:00,-0.00617090
2024-03-21 00:00:00+00:00,-0.05147029
2024-03-22 00:00:00+00:00,0.08122517
2024-03-25 00:00:00+00:00,0.11188252
2024-03-26 00:00:00+00:00,-0.08233481
2024-03-27 00:00:00+00:00,0.00495492
2024-03-28 00:00:00+00:00,-0.01928384
