Date,MSCITAIWAN
2022-11-11 00:00:00+00:00,0.10343778
2022-11-14 00:00:00+00:00,0.00893286
2022-11-15 00:00:00+00:00,0.08195548
2022-11-16 00:00:00+00:00,0.01315119
2022-11-17 00:00:00+00:00,-0.00030861
2022-11-18 00:00:00+00:00,-0.00400698
2022-11-21 00:00:00+00:00,-0.01090189
2022-11-22 00:00:00+00:00,0.00217062
2022-11-23 00:00:00+00:00,0.00837274
2022-11-24 00:00:00+00:00,0.00812578
2022-11-25 00:00:00+00:00,-0.00342566
2022-11-28 00:00:00+00:00,-0.02037367
2022-11-29 00:00:00+00:00,0.01377701
2022-11-30 00:00:00+00:00,0.00620567
2022-12-01 00:00:00+00:00,0.04144491
2022-12-02 00:00:00+00:00,-0.01667247
2022-12-05 00:00:00+00:00,0.00490344
2022-12-06 00:00:00+00:00,-0.03412289
2022-12-07 00:00:00+00:00,-0.00825307
2022-12-08 00:00:00+00:00,-0.01909516
2022-12-09 00:00:00+00:00,0.03045059
2022-12-12 00:00:00+00:00,-0.01614117
2022-12-13 00:00:00+00:00,-0.01381765
2022-12-14 00:00:00+00:00,0.02453800
2022-12-15 00:00:00+00:00,0.00339650
2022-12-16 00:00:00+00:00,-0.03258572
2022-12-19 00:00:00+00:00,-0.01124708
2022-12-20 00:00:00+00:00,-0.02970153
2022-12-21 00:00:00+00:00,0.00041367
2022-12-22 00:00:00+00:00,0.01579042
2022-12-23 00:00:00+00:00,-0.01632204
2022-12-26 00:00:00+00:00,0.00116046
2022-12-27 00:00:00+00:00,0.00572820
2022-12-28 00:00:00+00:00,-0.01593049
2022-12-29 00:00:00+00:00,-0.00418415
2022-12-30 00:00:00+00:00,0.00543834
2023-01-03 00:00:00+00:00,0.00909512
2023-01-04 00:00:00+00:00,-0.00670079
2023-01-05 00:00:00+00:00,0.02004380
2023-01-06 00:00:00+00:00,0.00367191
2023-01-09 00:00:00+00:00,0.07154601
2023-01-10 00:00:00+00:00,0.01035347
2023-01-11 00:00:00+00:00,-0.00101524
2023-01-12 00:00:00+00:00,-0.00362613
2023-01-13 00:00:00+00:00,0.01904718
2023-01-16 00:00:00+00:00,0.01714275
2023-01-17 00:00:00+00:00,-0.00271306
2023-01-18 00:00:00+00:00,0.01376377
2023-01-19 00:00:00+00:00,0.00667435
2023-01-20 00:00:00+00:00,0.00614374
2023-01-23 00:00:00+00:00,0.01781532
2023-01-24 00:00:00+00:00,0.03532231
2023-01-25 00:00:00+00:00,-0.00684311
2023-01-26 00:00:00+00:00,0.00510465
2023-01-27 00:00:00+00:00,0.01130422
2023-01-30 00:00:00+00:00,-0.01290437
2023-01-31 00:00:00+00:00,-0.05060408
2023-02-01 00:00:00+00:00,0.01747903
2023-02-02 00:00:00+00:00,0.02996757
2023-02-03 00:00:00+00:00,0.00165886
2023-02-06 00:00:00+00:00,-0.03073017
2023-02-07 00:00:00+00:00,-0.00131056
2023-02-08 00:00:00+00:00,0.03497974
2023-02-09 00:00:00+00:00,-0.00161921
2023-02-10 00:00:00+00:00,0.00034366
2023-02-13 00:00:00+00:00,-0.00504888
2023-02-14 00:00:00+00:00,0.01806968
2023-02-15 00:00:00+00:00,-0.04746466
2023-02-16 00:00:00+00:00,0.02167406
2023-02-17 00:00:00+00:00,-0.01892961
2023-02-20 00:00:00+00:00,0.00633938
2023-02-21 00:00:00+00:00,-0.00429265
2023-02-22 00:00:00+00:00,-0.01095302
2023-02-23 00:00:00+00:00,0.01568270
2023-02-24 00:00:00+00:00,-0.00609748
2023-02-27 00:00:00+00:00,-0.00779883
2023-02-28 00:00:00+00:00,-0.00970670
2023-03-01 00:00:00+00:00,0.02586088
2023-03-02 00:00:00+00:00,-0.00346261
2023-03-03 00:00:00+00:00,0.00250386
2023-03-06 00:00:00+00:00,0.02137360
2023-03-07 00:00:00+00:00,0.01328837
2023-03-08 00:00:00+00:00,-0.01464764
2023-03-09 00:00:00+00:00,-0.00113842
2023-03-10 00:00:00+00:00,-0.01870156
2023-03-13 00:00:00+00:00,-0.01234357
2023-03-14 00:00:00+00:00,-0.02798731
2023-03-15 00:00:00+00:00,0.00374134
2023-03-16 00:00:00+00:00,-0.00874757
2023-03-17 00:00:00+00:00,0.02578455
2023-03-20 00:00:00+00:00,-0.00783693
2023-03-21 00:00:00+00:00,0.00388185
2023-03-22 00:00:00+00:00,0.01892927
2023-03-23 00:00:00+00:00,0.00708928
2023-03-24 00:00:00+00:00,0.00589676
2023-03-27 00:00:00+00:00,-0.00838977
2023-03-28 00:00:00+00:00,-0.00878559
2023-03-29 00:00:00+00:00,0.00464344
2023-03-30 00:00:00+00:00,0.00625867
2023-03-31 00:00:00+00:00,0.00279821
2023-04-03 00:00:00+00:00,-0.00370423
2023-04-04 00:00:00+00:00,0.04386691
2023-04-05 00:00:00+00:00,0.00632169
2023-04-06 00:00:00+00:00,-0.03175850
2023-04-07 00:00:00+00:00,0.00066685
2023-04-10 00:00:00+00:00,-0.00128498
2023-04-11 00:00:00+00:00,0.00591074
2023-04-12 00:00:00+00:00,-0.00391181
2023-04-13 00:00:00+00:00,-0.01816089
2023-04-14 00:00:00+00:00,0.01652939
2023-04-17 00:00:00+00:00,-0.00032077
2023-04-18 00:00:00+00:00,-0.00982496
2023-04-19 00:00:00+00:00,-0.02007914
2023-04-20 00:00:00+00:00,0.00217121
2023-04-21 00:00:00+00:00,-0.00563887
2023-04-24 00:00:00+00:00,-0.01016230
2023-04-25 00:00:00+00:00,-0.03127651
2023-04-26 00:00:00+00:00,-0.00950366
2023-04-27 00:00:00+00:00,0.00889124
2023-04-28 00:00:00+00:00,0.00698608
2023-05-01 00:00:00+00:00,0.01296055
2023-05-02 00:00:00+00:00,-0.00350804
2023-05-03 00:00:00+00:00,-0.01475347
2023-05-04 00:00:00+00:00,0.00709850
2023-05-05 00:00:00+00:00,0.00521871
2023-05-08 00:00:00+00:00,0.01089804
2023-05-09 00:00:00+00:00,0.00934464
2023-05-10 00:00:00+00:00,-0.02107667
2023-05-11 00:00:00+00:00,-0.00519087
2023-05-12 00:00:00+00:00,-0.00453258
2023-05-15 00:00:00+00:00,-0.00335324
2023-05-16 00:00:00+00:00,0.02619583
2023-05-17 00:00:00+00:00,0.03468962
2023-05-18 00:00:00+00:00,0.02589071
2023-05-19 00:00:00+00:00,0.00744043
2023-05-22 00:00:00+00:00,-0.01498836
2023-05-23 00:00:00+00:00,0.00001559
2023-05-24 00:00:00+00:00,-0.00554612
2023-05-25 00:00:00+00:00,0.01349985
2023-05-26 00:00:00+00:00,0.02370032
2023-05-29 00:00:00+00:00,0.00777484
2023-05-30 00:00:00+00:00,-0.00109078
2023-05-31 00:00:00+00:00,-0.01037864
2023-06-01 00:00:00+00:00,0.01209207
2023-06-02 00:00:00+00:00,0.01783743
2023-06-05 00:00:00+00:00,0.00548597
2023-06-06 00:00:00+00:00,0.01037142
2023-06-07 00:00:00+00:00,0.01956794
2023-06-08 00:00:00+00:00,-0.02139498
2023-06-09 00:00:00+00:00,0.01237008
2023-06-12 00:00:00+00:00,0.02383288
2023-06-13 00:00:00+00:00,0.04244763
2023-06-14 00:00:00+00:00,-0.00121545
2023-06-15 00:00:00+00:00,0.01476079
2023-06-16 00:00:00+00:00,-0.00659267
2023-06-19 00:00:00+00:00,-0.00722154
2023-06-20 00:00:00+00:00,-0.01190912
2023-06-21 00:00:00+00:00,-0.00107560
2023-06-22 00:00:00+00:00,-0.00807054
2023-06-23 00:00:00+00:00,-0.00444775
2023-06-26 00:00:00+00:00,0.00185749
2023-06-27 00:00:00+00:00,-0.00738358
2023-06-28 00:00:00+00:00,0.00140254
2023-06-29 00:00:00+00:00,-0.00123231
2023-06-30 00:00:00+00:00,0.00031711
2023-07-03 00:00:00+00:00,0.01441477
2023-07-04 00:00:00+00:00,0.00748717
2023-07-05 00:00:00+00:00,-0.01596216
2023-07-06 00:00:00+00:00,-0.04241150
2023-07-07 00:00:00+00:00,-0.00720362
2023-07-10 00:00:00+00:00,-0.01021182
2023-07-11 00:00:00+00:00,0.04054151
2023-07-12 00:00:00+00:00,0.00787336
2023-07-13 00:00:00+00:00,0.02693291
2023-07-14 00:00:00+00:00,0.01896909
2023-07-17 00:00:00+00:00,-0.00016508
2023-07-18 00:00:00+00:00,-0.00345811
2023-07-19 00:00:00+00:00,-0.00950409
2023-07-20 00:00:00+00:00,0.00347920
2023-07-21 00:00:00+00:00,-0.01243653
2023-07-24 00:00:00+00:00,-0.01717504
2023-07-25 00:00:00+00:00,0.02317914
2023-07-26 00:00:00+00:00,-0.00821099
2023-07-27 00:00:00+00:00,0.01126690
2023-07-28 00:00:00+00:00,0.00347378
2023-07-31 00:00:00+00:00,-0.01918965
2023-08-01 00:00:00+00:00,0.01357882
2023-08-02 00:00:00+00:00,-0.04111822
2023-08-03 00:00:00+00:00,-0.02773728
2023-08-04 00:00:00+00:00,0.02228667
2023-08-07 00:00:00+00:00,0.01862579
2023-08-08 00:00:00+00:00,-0.02078211
2023-08-09 00:00:00+00:00,0.00123211
2023-08-10 00:00:00+00:00,-0.01460478
2023-08-11 00:00:00+00:00,-0.00813962
2023-08-14 00:00:00+00:00,-0.02733325
2023-08-15 00:00:00+00:00,0.00365402
2023-08-16 00:00:00+00:00,-0.00604690
2023-08-17 00:00:00+00:00,0.00557072
2023-08-18 00:00:00+00:00,-0.01335970
2023-08-21 00:00:00+00:00,-0.00528704
2023-08-22 00:00:00+00:00,0.01105842
2023-08-23 00:00:00+00:00,0.00957285
2023-08-24 00:00:00+00:00,0.01455380
2023-08-25 00:00:00+00:00,-0.02290443
2023-08-28 00:00:00+00:00,0.00638517
2023-08-29 00:00:00+00:00,0.00681840
2023-08-30 00:00:00+00:00,0.00519700
2023-08-31 00:00:00+00:00,-0.00265611
2023-09-01 00:00:00+00:00,-0.00016622
2023-09-04 00:00:00+00:00,0.02057663
2023-09-05 00:00:00+00:00,-0.00502073
2023-09-06 00:00:00+00:00,-0.00393348
2023-09-07 00:00:00+00:00,-0.02282950
2023-09-08 00:00:00+00:00,-0.00016697
2023-09-11 00:00:00+00:00,-0.01653729
2023-09-12 00:00:00+00:00,0.01924566
2023-09-13 00:00:00+00:00,-0.00223213
2023-09-14 00:00:00+00:00,0.03291191
2023-09-15 00:00:00+00:00,0.00890559
2023-09-18 00:00:00+00:00,-0.02664243
2023-09-19 00:00:00+00:00,-0.01137295
2023-09-20 00:00:00+00:00,-0.00508635
2023-09-21 00:00:00+00:00,-0.01606811
2023-09-22 00:00:00+00:00,-0.00047543
2023-09-25 00:00:00+00:00,0.00712107
2023-09-26 00:00:00+00:00,-0.01010137
2023-09-27 00:00:00+00:00,-0.00193568
2023-09-28 00:00:00+00:00,0.00390691
2023-09-29 00:00:00+00:00,0.00033298
2023-10-02 00:00:00+00:00,0.00304495
2023-10-03 00:00:00+00:00,-0.00916257
2023-10-04 00:00:00+00:00,-0.02494662
2023-10-05 00:00:00+00:00,0.03177480
2023-10-06 00:00:00+00:00,0.00737105
2023-10-09 00:00:00+00:00,-0.00016825
2023-10-10 00:00:00+00:00,0.01630890
2023-10-11 00:00:00+00:00,0.01504609
2023-10-12 00:00:00+00:00,0.01791370
2023-10-13 00:00:00+00:00,-0.00515600
2023-10-16 00:00:00+00:00,-0.01923019
2023-10-17 00:00:00+00:00,0.00424693
2023-10-18 00:00:00+00:00,-0.02693095
2023-10-19 00:00:00+00:00,0.00015161
2023-10-20 00:00:00+00:00,0.00350187
2023-10-23 00:00:00+00:00,-0.02929766
2023-10-24 00:00:00+00:00,0.00516482
2023-10-25 00:00:00+00:00,0.00579181
2023-10-26 00:00:00+00:00,-0.03903645
2023-10-27 00:00:00+00:00,0.01245167
2023-10-30 00:00:00+00:00,-0.00211815
2023-10-31 00:00:00+00:00,-0.01775129
2023-11-01 00:00:00+00:00,0.00837173
2023-11-02 00:00:00+00:00,0.04577144
2023-11-03 00:00:00+00:00,0.01422496
2023-11-06 00:00:00+00:00,0.01220737
2023-11-07 00:00:00+00:00,0.00676949
2023-11-08 00:00:00+00:00,0.00753002
2023-11-09 00:00:00+00:00,0.00437183
2023-11-10 00:00:00+00:00,-0.00203943
2023-11-13 00:00:00+00:00,0.02406817
2023-11-14 00:00:00+00:00,0.00616853
2023-11-15 00:00:00+00:00,0.02307952
2023-11-16 00:00:00+00:00,-0.00031738
2023-11-17 00:00:00+00:00,0.00455052
2023-11-20 00:00:00+00:00,-0.00926984
2023-11-21 00:00:00+00:00,0.02893258
2023-11-22 00:00:00+00:00,-0.01833670
2023-11-23 00:00:00+00:00,0.00104687
2023-11-24 00:00:00+00:00,-0.00258917
2023-11-27 00:00:00+00:00,-0.01381651
2023-11-28 00:00:00+00:00,0.01008052
2023-11-29 00:00:00+00:00,-0.00287491
2023-11-30 00:00:00+00:00,0.01017171
2023-12-01 00:00:00+00:00,0.00453301
2023-12-04 00:00:00+00:00,-0.00605691
2023-12-05 00:00:00+00:00,-0.01289054
2023-12-06 00:00:00+00:00,0.00776163
2023-12-07 00:00:00+00:00,-0.01429232
2023-12-08 00:00:00+00:00,0.01236562
2023-12-11 00:00:00+00:00,0.00926331
2023-12-12 00:00:00+00:00,0.00755484
2023-12-13 00:00:00+00:00,-0.00212465
2023-12-14 00:00:00+00:00,0.02397551
2023-12-15 00:00:00+00:00,0.00400815
2023-12-18 00:00:00+00:00,-0.00105679
2023-12-19 00:00:00+00:00,-0.00522238
2023-12-20 00:00:00+00:00,0.00967710
2023-12-21 00:00:00+00:00,-0.01456041
2023-12-22 00:00:00+00:00,0.00492236
2023-12-25 00:00:00+00:00,0.01117717
2023-12-26 00:00:00+00:00,0.01215212
2023-12-27 00:00:00+00:00,0.01663432
2023-12-28 00:00:00+00:00,0.00129670
2023-12-29 00:00:00+00:00,-0.00191393
2024-01-02 00:00:00+00:00,-0.00513660
2024-01-03 00:00:00+00:00,-0.03483545
2024-01-04 00:00:00+00:00,-0.00076322
2024-01-05 00:00:00+00:00,-0.00495294
2024-01-08 00:00:00+00:00,0.00988034
2024-01-09 00:00:00+00:00,-0.00076114
2024-01-10 00:00:00+00:00,-0.00628316
2024-01-11 00:00:00+00:00,0.01002124
2024-01-12 00:00:00+00:00,-0.00791585
2024-01-15 00:00:00+00:00,0.00806100
2024-01-16 00:00:00+00:00,-0.02372167
2024-01-17 00:00:00+00:00,-0.01359430
2024-01-18 00:00:00+00:00,0.00940734
2024-01-19 00:00:00+00:00,0.06576666
2024-01-22 00:00:00+00:00,0.01475905
2024-01-23 00:00:00+00:00,0.00564548
2024-01-24 00:00:00+00:00,0.00403500
2024-01-25 00:00:00+00:00,0.01761319
2024-01-26 00:00:00+00:00,0.00341758
2024-01-29 00:00:00+00:00,0.01026303
2024-01-30 00:00:00+00:00,-0.01622671
2024-01-31 00:00:00+00:00,-0.02457516
2024-02-01 00:00:00+00:00,-0.00565555
2024-02-02 00:00:00+00:00,0.01238437
2024-02-05 00:00:00+00:00,0.00943683
2024-02-06 00:00:00+00:00,0.04063425
2024-02-07 00:00:00+00:00,-0.01009746
2024-02-08 00:00:00+00:00,0.04465124
2024-02-09 00:00:00+00:00,0.04231540
2024-02-12 00:00:00+00:00,-0.01147030
2024-02-13 00:00:00+00:00,-0.00706540
2024-02-14 00:00:00+00:00,-0.02150193
2024-02-15 00:00:00+00:00,0.00711564
2024-02-16 00:00:00+00:00,-0.01822717
2024-02-19 00:00:00+00:00,0.00396859
2024-02-20 00:00:00+00:00,0.01154521
2024-02-21 00:00:00+00:00,-0.01235842
2024-02-22 00:00:00+00:00,0.02822513
2024-02-23 00:00:00+00:00,0.00296054
2024-02-26 00:00:00+00:00,0.00146410
2024-02-27 00:00:00+00:00,-0.00408153
2024-02-28 00:00:00+00:00,0.00175585
2024-02-29 00:00:00+00:00,0.00202437
2024-03-01 00:00:00+00:00,-0.00464833
2024-03-04 00:00:00+00:00,0.05400023
2024-03-05 00:00:00+00:00,0.00937580
2024-03-06 00:00:00+00:00,0.01117674
2024-03-07 00:00:00+00:00,0.03524067
2024-03-08 00:00:00+00:00,0.02946715
2024-03-11 00:00:00+00:00,-0.01857049
2024-03-12 00:00:00+00:00,0.02008652
2024-03-13 00:00:00+00:00,0.00364233
2024-03-14 00:00:00+00:00,0.00274650
2024-03-15 00:00:00+00:00,-0.02759486
2024-03-18 00:00:00+00:00,0.01650422
2024-03-19 00:00:00+00:00,-0.00575904
2024-03-20 00:00:00+00:00,-0.00704871
2024-03-21 00:00:00+00:00,0.05114054
2024-03-22 00:00:00+00:00,-0.00428088
2024-03-25 00:00:00+00:00,-0.00253330
2024-03-26 00:00:00+00:00,-0.00089896
2024-03-27 00:00:00+00:00,-0.00002389
2024-03-28 00:00:00+00:00,-0.00240001
2024-03-29 00:00:00+00:00,0.00561697
