Date,REDWHEAT
2000-08-16 00:00:00+00:00,0.00879944
2000-08-17 00:00:00+00:00,-0.00994694
2000-08-18 00:00:00+00:00,0.00431916
2000-08-21 00:00:00+00:00,-0.01089303
2000-08-22 00:00:00+00:00,-0.00197613
2000-08-23 00:00:00+00:00,-0.00288465
2000-08-24 00:00:00+00:00,0.02251630
2000-08-25 00:00:00+00:00,0.01491402
2000-08-28 00:00:00+00:00,0.00857070
2000-08-29 00:00:00+00:00,0.01542764
2000-08-30 00:00:00+00:00,-0.01467567
2000-08-31 00:00:00+00:00,0.01368254
2000-09-01 00:00:00+00:00,0.00153878
2000-09-05 00:00:00+00:00,0.00579899
2000-09-06 00:00:00+00:00,0.03288335
2000-09-07 00:00:00+00:00,-0.00180791
2000-09-08 00:00:00+00:00,0.01051617
2000-09-11 00:00:00+00:00,0.01860957
2000-09-12 00:00:00+00:00,-0.00827761
2000-09-13 00:00:00+00:00,-0.01485037
2000-09-14 00:00:00+00:00,-0.01904976
2000-09-15 00:00:00+00:00,-0.00928779
2000-09-18 00:00:00+00:00,0.02229943
2000-09-19 00:00:00+00:00,-0.03472186
2000-09-20 00:00:00+00:00,-0.00774514
2000-09-21 00:00:00+00:00,-0.00862093
2000-09-22 00:00:00+00:00,0.00579106
2000-09-25 00:00:00+00:00,0.01336999
2000-09-26 00:00:00+00:00,0.00818058
2000-09-27 00:00:00+00:00,0.01887251
2000-09-28 00:00:00+00:00,0.00957956
2000-09-29 00:00:00+00:00,0.02959864
2000-10-02 00:00:00+00:00,0.00295750
2000-10-03 00:00:00+00:00,-0.00172597
2000-10-04 00:00:00+00:00,-0.00796865
2000-10-05 00:00:00+00:00,-0.00803025
2000-10-06 00:00:00+00:00,0.00934038
2000-10-09 00:00:00+00:00,-0.00016833
2000-10-10 00:00:00+00:00,0.02180997
2000-10-11 00:00:00+00:00,0.00290414
2000-10-12 00:00:00+00:00,0.00059875
2000-10-13 00:00:00+00:00,-0.01929500
2000-10-16 00:00:00+00:00,0.01075210
2000-10-17 00:00:00+00:00,-0.01405889
2000-10-18 00:00:00+00:00,-0.02129676
2000-10-19 00:00:00+00:00,-0.01296032
2000-10-20 00:00:00+00:00,0.00063944
2000-10-23 00:00:00+00:00,-0.00987985
2000-10-24 00:00:00+00:00,-0.00180538
2000-10-25 00:00:00+00:00,-0.00590054
2000-10-26 00:00:00+00:00,0.00394356
2000-10-27 00:00:00+00:00,0.01540238
2000-10-30 00:00:00+00:00,-0.01308558
2000-10-31 00:00:00+00:00,-0.00098961
2000-11-01 00:00:00+00:00,-0.00017167
2000-11-02 00:00:00+00:00,0.02274131
2000-11-03 00:00:00+00:00,0.01982778
2000-11-06 00:00:00+00:00,-0.00487922
2000-11-07 00:00:00+00:00,-0.00568921
2000-11-08 00:00:00+00:00,0.00299679
2000-11-09 00:00:00+00:00,-0.02228940
2000-11-10 00:00:00+00:00,-0.00582623
2000-11-13 00:00:00+00:00,0.00388979
2000-11-14 00:00:00+00:00,-0.00178979
2000-11-15 00:00:00+00:00,-0.00341344
2000-11-16 00:00:00+00:00,-0.00179741
2000-11-17 00:00:00+00:00,0.00797193
2000-11-20 00:00:00+00:00,-0.00017167
2000-11-21 00:00:00+00:00,0.00144384
2000-11-22 00:00:00+00:00,0.00950575
2000-11-24 00:00:00+00:00,0.01660150
2000-11-27 00:00:00+00:00,-0.01038265
2000-11-28 00:00:00+00:00,-0.01366123
2000-11-29 00:00:00+00:00,-0.01464887
2000-11-30 00:00:00+00:00,0.00881209
2000-12-01 00:00:00+00:00,0.00954110
2000-12-04 00:00:00+00:00,0.05031452
2000-12-05 00:00:00+00:00,-0.01541942
2000-12-06 00:00:00+00:00,-0.00556092
2000-12-07 00:00:00+00:00,-0.02332901
2000-12-08 00:00:00+00:00,0.00217462
2000-12-11 00:00:00+00:00,-0.01657361
2000-12-12 00:00:00+00:00,-0.01121248
2000-12-13 00:00:00+00:00,0.00535864
2000-12-14 00:00:00+00:00,-0.02312237
2000-12-15 00:00:00+00:00,-0.00734494
2000-12-18 00:00:00+00:00,0.02144074
2000-12-19 00:00:00+00:00,0.03931875
2000-12-20 00:00:00+00:00,0.00060448
2000-12-21 00:00:00+00:00,0.00996812
2000-12-22 00:00:00+00:00,0.00910333
2000-12-26 00:00:00+00:00,-0.00473543
2000-12-27 00:00:00+00:00,-0.00629205
2000-12-28 00:00:00+00:00,-0.00324420
2000-12-29 00:00:00+00:00,0.02151280
2001-01-02 00:00:00+00:00,-0.01379386
2001-01-03 00:00:00+00:00,0.01444016
2001-01-04 00:00:00+00:00,0.00363446
2001-01-05 00:00:00+00:00,-0.00013889
2001-01-08 00:00:00+00:00,-0.00390963
2001-01-09 00:00:00+00:00,0.00818536
2001-01-10 00:00:00+00:00,0.00961698
2001-01-11 00:00:00+00:00,0.00357456
2001-01-12 00:00:00+00:00,-0.00014333
2001-01-16 00:00:00+00:00,-0.01125500
2001-01-17 00:00:00+00:00,-0.00988269
2001-01-18 00:00:00+00:00,0.00439413
2001-01-19 00:00:00+00:00,0.00136491
2001-01-22 00:00:00+00:00,-0.00239731
2001-01-23 00:00:00+00:00,0.00211963
2001-01-24 00:00:00+00:00,-0.00089438
2001-01-25 00:00:00+00:00,-0.01293407
2001-01-26 00:00:00+00:00,-0.00928884
2001-01-29 00:00:00+00:00,-0.03090784
2001-01-30 00:00:00+00:00,-0.00013736
2001-01-31 00:00:00+00:00,0.01097694
2001-02-01 00:00:00+00:00,0.02655232
2001-02-02 00:00:00+00:00,0.01056642
2001-02-05 00:00:00+00:00,-0.01765758
2001-02-06 00:00:00+00:00,-0.01473482
2001-02-07 00:00:00+00:00,0.00371118
2001-02-08 00:00:00+00:00,-0.00631655
2001-02-09 00:00:00+00:00,-0.00092487
2001-02-12 00:00:00+00:00,-0.02563898
2001-02-13 00:00:00+00:00,0.00376025
2001-02-14 00:00:00+00:00,0.01782985
2001-02-15 00:00:00+00:00,-0.00170403
2001-02-16 00:00:00+00:00,-0.01178013
2001-02-20 00:00:00+00:00,0.00687886
2001-02-21 00:00:00+00:00,-0.01338141
2001-02-22 00:00:00+00:00,-0.00562803
2001-02-23 00:00:00+00:00,-0.00407609
2001-02-26 00:00:00+00:00,-0.01193915
2001-02-27 00:00:00+00:00,-0.00172800
2001-02-28 00:00:00+00:00,0.03788748
2001-03-01 00:00:00+00:00,0.01229526
2001-03-02 00:00:00+00:00,0.01147221
2001-03-05 00:00:00+00:00,0.02373620
2001-03-06 00:00:00+00:00,-0.00776131
2001-03-07 00:00:00+00:00,-0.01617348
2001-03-08 00:00:00+00:00,0.00447272
2001-03-09 00:00:00+00:00,0.00139343
2001-03-12 00:00:00+00:00,0.03825979
2001-03-13 00:00:00+00:00,-0.00315829
2001-03-14 00:00:00+00:00,-0.01146822
2001-03-15 00:00:00+00:00,-0.04873282
2001-03-16 00:00:00+00:00,-0.02433862
2001-03-19 00:00:00+00:00,-0.02466409
2001-03-20 00:00:00+00:00,0.00625750
2001-03-21 00:00:00+00:00,-0.02161377
2001-03-22 00:00:00+00:00,-0.02029535
2001-03-23 00:00:00+00:00,0.00975849
2001-03-26 00:00:00+00:00,0.01373687
2001-03-27 00:00:00+00:00,0.00229602
2001-03-28 00:00:00+00:00,-0.00893867
2001-03-29 00:00:00+00:00,0.00069184
2001-03-30 00:00:00+00:00,-0.02517674
2001-04-02 00:00:00+00:00,0.01066332
2001-04-03 00:00:00+00:00,0.04582679
2001-04-04 00:00:00+00:00,0.01008358
2001-04-05 00:00:00+00:00,-0.00636653
2001-04-06 00:00:00+00:00,-0.00403558
2001-04-09 00:00:00+00:00,-0.01424392
2001-04-10 00:00:00+00:00,-0.02378558
2001-04-11 00:00:00+00:00,0.02782913
2001-04-12 00:00:00+00:00,0.04396849
2001-04-16 00:00:00+00:00,0.02908008
2001-04-17 00:00:00+00:00,-0.01608511
2001-04-18 00:00:00+00:00,0.01290471
2001-04-19 00:00:00+00:00,-0.00468999
2001-04-20 00:00:00+00:00,0.00980197
2001-04-23 00:00:00+00:00,-0.00239647
2001-04-24 00:00:00+00:00,-0.00469195
2001-04-25 00:00:00+00:00,0.05014695
2001-04-26 00:00:00+00:00,0.01472806
2001-04-27 00:00:00+00:00,-0.02810180
2001-04-30 00:00:00+00:00,0.03423230
2001-05-01 00:00:00+00:00,-0.00602126
2001-05-02 00:00:00+00:00,-0.02153902
2001-05-03 00:00:00+00:00,-0.02625852
2001-05-04 00:00:00+00:00,-0.00011683
2001-05-07 00:00:00+00:00,-0.01979889
2001-05-08 00:00:00+00:00,-0.01315295
2001-05-09 00:00:00+00:00,-0.01249046
2001-05-10 00:00:00+00:00,0.03091497
2001-05-11 00:00:00+00:00,0.02050960
2001-05-14 00:00:00+00:00,0.05048740
2001-05-15 00:00:00+00:00,-0.01046352
2001-05-16 00:00:00+00:00,-0.01048318
2001-05-17 00:00:00+00:00,-0.00458750
2001-05-18 00:00:00+00:00,-0.02625269
2001-05-21 00:00:00+00:00,-0.04867331
2001-05-22 00:00:00+00:00,-0.01641910
2001-05-23 00:00:00+00:00,-0.00246683
2001-05-24 00:00:00+00:00,0.00148325
2001-05-25 00:00:00+00:00,-0.00799792
2001-05-29 00:00:00+00:00,0.01662030
2001-05-30 00:00:00+00:00,0.00303290
2001-05-31 00:00:00+00:00,0.01004999
2001-06-01 00:00:00+00:00,0.01458413
2001-06-04 00:00:00+00:00,-0.02599448
2001-06-05 00:00:00+00:00,0.01084730
2001-06-06 00:00:00+00:00,-0.00396503
2001-06-07 00:00:00+00:00,0.02391667
2001-06-08 00:00:00+00:00,0.00371094
2001-06-11 00:00:00+00:00,-0.01615670
2001-06-12 00:00:00+00:00,0.01142593
2001-06-13 00:00:00+00:00,-0.00470292
2001-06-14 00:00:00+00:00,-0.02080149
2001-06-15 00:00:00+00:00,-0.02724362
2001-06-18 00:00:00+00:00,0.02897622
2001-06-19 00:00:00+00:00,-0.00476216
2001-06-20 00:00:00+00:00,-0.02109002
2001-06-21 00:00:00+00:00,-0.02130354
2001-06-22 00:00:00+00:00,-0.02233211
2001-06-25 00:00:00+00:00,-0.05303678
2001-06-26 00:00:00+00:00,0.01471741
2001-06-27 00:00:00+00:00,-0.00664189
2001-06-28 00:00:00+00:00,-0.02966987
2001-06-29 00:00:00+00:00,0.01732864
2001-07-02 00:00:00+00:00,0.00731712
2001-07-03 00:00:00+00:00,0.00317959
2001-07-05 00:00:00+00:00,0.02291157
2001-07-06 00:00:00+00:00,-0.00174314
2001-07-09 00:00:00+00:00,-0.01721587
2001-07-10 00:00:00+00:00,0.01220094
2001-07-11 00:00:00+00:00,0.01050783
2001-07-12 00:00:00+00:00,0.08281347
2001-07-13 00:00:00+00:00,-0.01102598
2001-07-16 00:00:00+00:00,-0.03551966
2001-07-17 00:00:00+00:00,0.03969500
2001-07-18 00:00:00+00:00,-0.00639127
2001-07-19 00:00:00+00:00,-0.00483638
2001-07-20 00:00:00+00:00,-0.02854771
2001-07-23 00:00:00+00:00,0.00149045
2001-07-24 00:00:00+00:00,-0.00089611
2001-07-25 00:00:00+00:00,0.00470745
2001-07-26 00:00:00+00:00,-0.00567436
2001-07-27 00:00:00+00:00,-0.00570509
2001-07-30 00:00:00+00:00,-0.01701850
2001-07-31 00:00:00+00:00,0.00564173
2001-08-01 00:00:00+00:00,-0.00743038
2001-08-02 00:00:00+00:00,-0.01076893
2001-08-03 00:00:00+00:00,-0.01254369
2001-08-06 00:00:00+00:00,0.00242545
2001-08-07 00:00:00+00:00,0.00158117
2001-08-08 00:00:00+00:00,0.00074224
2001-08-09 00:00:00+00:00,0.00575909
2001-08-10 00:00:00+00:00,-0.00009361
2001-08-13 00:00:00+00:00,0.00073806
2001-08-14 00:00:00+00:00,-0.01172082
2001-08-15 00:00:00+00:00,-0.01017681
2001-08-16 00:00:00+00:00,0.00330336
2001-08-17 00:00:00+00:00,0.00413873
2001-08-20 00:00:00+00:00,-0.00767478
2001-08-21 00:00:00+00:00,0.00585061
2001-08-22 00:00:00+00:00,0.00075208
2001-08-23 00:00:00+00:00,0.01508484
2001-08-24 00:00:00+00:00,-0.00175391
2001-08-27 00:00:00+00:00,-0.00591696
2001-08-28 00:00:00+00:00,-0.01097130
2001-08-29 00:00:00+00:00,0.01090595
2001-08-30 00:00:00+00:00,-0.00511259
2001-08-31 00:00:00+00:00,0.00579577
2001-09-04 00:00:00+00:00,-0.00510992
2001-09-05 00:00:00+00:00,0.03436142
2001-09-06 00:00:00+00:00,-0.02608582
2001-09-07 00:00:00+00:00,-0.01653860
2001-09-10 00:00:00+00:00,0.00487051
2001-09-13 00:00:00+00:00,0.01229940
2001-09-14 00:00:00+00:00,-0.05207303
2001-09-17 00:00:00+00:00,0.00582933
2001-09-18 00:00:00+00:00,-0.00429663
2001-09-19 00:00:00+00:00,-0.02879374
2001-09-20 00:00:00+00:00,0.00420454
2001-09-21 00:00:00+00:00,-0.00261838
2001-09-24 00:00:00+00:00,-0.00262827
2001-09-25 00:00:00+00:00,0.00764819
2001-09-26 00:00:00+00:00,-0.00006500
2001-09-27 00:00:00+00:00,0.00333692
2001-09-28 00:00:00+00:00,-0.00853902
2001-10-01 00:00:00+00:00,-0.02228667
2001-10-02 00:00:00+00:00,-0.01754543
2001-10-03 00:00:00+00:00,0.01328492
2001-10-04 00:00:00+00:00,0.00696371
2001-10-05 00:00:00+00:00,-0.00267552
2001-10-08 00:00:00+00:00,0.00343650
2001-10-09 00:00:00+00:00,-0.00267324
2001-10-10 00:00:00+00:00,0.00343289
2001-10-11 00:00:00+00:00,0.00516027
2001-10-12 00:00:00+00:00,-0.01910929
2001-10-15 00:00:00+00:00,-0.00888779
2001-10-16 00:00:00+00:00,0.02398233
2001-10-17 00:00:00+00:00,0.02428727
2001-10-18 00:00:00+00:00,-0.01279317
2001-10-19 00:00:00+00:00,0.01111827
2001-10-22 00:00:00+00:00,-0.01536598
2001-10-23 00:00:00+00:00,0.00771216
2001-10-24 00:00:00+00:00,0.00165463
2001-10-25 00:00:00+00:00,0.01362844
2001-10-26 00:00:00+00:00,0.01766291
2001-10-29 00:00:00+00:00,-0.00669086
2001-10-30 00:00:00+00:00,0.00662196
2001-10-31 00:00:00+00:00,-0.00005556
2001-11-01 00:00:00+00:00,-0.01746849
2001-11-02 00:00:00+00:00,-0.00849437
2001-11-05 00:00:00+00:00,-0.00516152
2001-11-06 00:00:00+00:00,0.00166003
2001-11-07 00:00:00+00:00,0.00678274
2001-11-08 00:00:00+00:00,-0.00853149
2001-11-09 00:00:00+00:00,-0.00518231
2001-11-12 00:00:00+00:00,-0.00950802
2001-11-13 00:00:00+00:00,-0.02001556
2001-11-14 00:00:00+00:00,0.00172037
2001-11-15 00:00:00+00:00,0.00348475
2001-11-16 00:00:00+00:00,0.02021154
2001-11-19 00:00:00+00:00,-0.00091634
2001-11-20 00:00:00+00:00,-0.00783138
2001-11-21 00:00:00+00:00,0.00691531
2001-11-23 00:00:00+00:00,0.00167663
2001-11-26 00:00:00+00:00,-0.02164284
2001-11-27 00:00:00+00:00,0.00259534
2001-11-28 00:00:00+00:00,-0.01061407
2001-11-29 00:00:00+00:00,-0.00271807
2001-11-30 00:00:00+00:00,0.02136098
2001-12-03 00:00:00+00:00,-0.00092142
2001-12-04 00:00:00+00:00,0.01393865
2001-12-05 00:00:00+00:00,0.00253801
2001-12-06 00:00:00+00:00,-0.01552471
2001-12-07 00:00:00+00:00,0.00774375
2001-12-10 00:00:00+00:00,-0.01560671
2001-12-11 00:00:00+00:00,-0.00440883
2001-12-12 00:00:00+00:00,-0.00875007
2001-12-13 00:00:00+00:00,-0.02630925
2001-12-14 00:00:00+00:00,0.03171069
2001-12-17 00:00:00+00:00,-0.00791019
2001-12-18 00:00:00+00:00,-0.00881923
2001-12-19 00:00:00+00:00,0.03321284
2001-12-20 00:00:00+00:00,-0.01822765
2001-12-21 00:00:00+00:00,-0.00268901
2001-12-26 00:00:00+00:00,-0.00358065
2001-12-27 00:00:00+00:00,0.00970455
2001-12-28 00:00:00+00:00,0.00258722
2001-12-31 00:00:00+00:00,-0.00530075
2002-01-02 00:00:00+00:00,-0.00092695
2002-01-03 00:00:00+00:00,0.01669314
2002-01-04 00:00:00+00:00,0.00861871
2002-01-07 00:00:00+00:00,-0.00176502
2002-01-08 00:00:00+00:00,-0.00004681
2002-01-09 00:00:00+00:00,-0.00348790
2002-01-10 00:00:00+00:00,0.00081786
2002-01-11 00:00:00+00:00,0.01117268
2002-01-14 00:00:00+00:00,0.00507654
2002-01-15 00:00:00+00:00,-0.00598547
2002-01-16 00:00:00+00:00,0.00337227
2002-01-17 00:00:00+00:00,0.00591300
2002-01-18 00:00:00+00:00,-0.00596633
2002-01-22 00:00:00+00:00,-0.01110980
2002-01-23 00:00:00+00:00,-0.00348831
2002-01-24 00:00:00+00:00,0.00772549
2002-01-25 00:00:00+00:00,0.01452046
2002-01-28 00:00:00+00:00,-0.02454033
2002-01-29 00:00:00+00:00,-0.00870509
2002-01-30 00:00:00+00:00,-0.01140135
2002-01-31 00:00:00+00:00,0.00878601
2002-02-01 00:00:00+00:00,0.02534599
2002-02-04 00:00:00+00:00,-0.01883528
2002-02-05 00:00:00+00:00,0.00597591
2002-02-06 00:00:00+00:00,-0.00607697
2002-02-07 00:00:00+00:00,0.01545444
2002-02-08 00:00:00+00:00,0.00421463
2002-02-11 00:00:00+00:00,-0.00774240
2002-02-12 00:00:00+00:00,-0.00349123
2002-02-13 00:00:00+00:00,0.00422821
2002-02-14 00:00:00+00:00,-0.00434460
2002-02-15 00:00:00+00:00,-0.02411848
2002-02-19 00:00:00+00:00,0.01732767
2002-02-20 00:00:00+00:00,0.01114326
2002-02-21 00:00:00+00:00,0.00165310
2002-02-22 00:00:00+00:00,0.01537653
2002-02-25 00:00:00+00:00,-0.02217248
2002-02-26 00:00:00+00:00,-0.01808939
2002-02-27 00:00:00+00:00,-0.00787614
2002-02-28 00:00:00+00:00,-0.02610531
2002-03-01 00:00:00+00:00,0.01930173
2002-03-04 00:00:00+00:00,-0.00442395
2002-03-05 00:00:00+00:00,0.02438940
2002-03-06 00:00:00+00:00,0.00858577
2002-03-07 00:00:00+00:00,-0.01733577
2002-03-08 00:00:00+00:00,-0.01223894
2002-03-11 00:00:00+00:00,-0.02541509
2002-03-12 00:00:00+00:00,0.01496495
2002-03-13 00:00:00+00:00,-0.00182656
2002-03-14 00:00:00+00:00,0.00784261
2002-03-15 00:00:00+00:00,0.01395637
2002-03-18 00:00:00+00:00,-0.01663165
2002-03-19 00:00:00+00:00,-0.00006628
2002-03-20 00:00:00+00:00,-0.01761014
2002-03-21 00:00:00+00:00,0.01245014
2002-03-22 00:00:00+00:00,-0.00534101
2002-03-25 00:00:00+00:00,0.00615651
2002-03-26 00:00:00+00:00,0.01140458
2002-03-27 00:00:00+00:00,0.02085676
2002-03-28 00:00:00+00:00,-0.01028780
2002-04-01 00:00:00+00:00,0.02064077
2002-04-02 00:00:00+00:00,0.00164002
2002-04-03 00:00:00+00:00,0.02777573
2002-04-04 00:00:00+00:00,-0.00661137
2002-04-05 00:00:00+00:00,-0.02722455
2002-04-08 00:00:00+00:00,-0.04082917
2002-04-09 00:00:00+00:00,-0.02985046
2002-04-10 00:00:00+00:00,0.00338858
2002-04-11 00:00:00+00:00,-0.01298284
2002-04-12 00:00:00+00:00,0.00946940
2002-04-15 00:00:00+00:00,0.01029975
2002-04-16 00:00:00+00:00,0.03255453
2002-04-17 00:00:00+00:00,0.03628505
2002-04-18 00:00:00+00:00,-0.02747158
2002-04-19 00:00:00+00:00,-0.00006322
2002-04-22 00:00:00+00:00,-0.02952422
2002-04-23 00:00:00+00:00,-0.02059359
2002-04-24 00:00:00+00:00,-0.01648472
2002-04-25 00:00:00+00:00,-0.03316455
2002-04-26 00:00:00+00:00,-0.00360988
2002-04-29 00:00:00+00:00,-0.01336248
2002-04-30 00:00:00+00:00,0.01683958
2002-05-01 00:00:00+00:00,0.02820422
2002-05-02 00:00:00+00:00,-0.04100510
2002-05-03 00:00:00+00:00,0.01417082
2002-05-06 00:00:00+00:00,0.00877712
2002-05-07 00:00:00+00:00,0.01314017
2002-05-08 00:00:00+00:00,-0.00269103
2002-05-09 00:00:00+00:00,-0.00443815
2002-05-10 00:00:00+00:00,-0.00797990
2002-05-13 00:00:00+00:00,0.02296434
2002-05-14 00:00:00+00:00,-0.00006461
2002-05-15 00:00:00+00:00,0.01998826
2002-05-16 00:00:00+00:00,-0.03978744
